Epoch,test accuracy,training accuracy
0,25.72,"(17.168, 8584, 50000)"
1,32.86,"(27.45, 13725, 50000)"
2,37.88,"(32.42, 16210, 50000)"
3,39.58,"(36.31, 18155, 50000)"
4,42.45,"(39.306, 19653, 50000)"
5,44.81,"(41.052, 20526, 50000)"
6,46.52,"(43.136, 21568, 50000)"
7,47.8,"(45.108, 22554, 50000)"
8,49.26,"(46.134, 23067, 50000)"
9,49.56,"(47.882, 23941, 50000)"
10,51.59,"(48.938, 24469, 50000)"
11,50.64,"(49.862, 24931, 50000)"
12,52.21,"(51.116, 25558, 50000)"
13,52.92,"(51.73, 25865, 50000)"
14,54.26,"(52.308, 26154, 50000)"
15,54.92,"(53.142, 26571, 50000)"
16,55.01,"(54.3, 27150, 50000)"
17,55.62,"(55.056, 27528, 50000)"
18,56.1,"(55.082, 27541, 50000)"
19,56.58,"(55.852, 27926, 50000)"
20,57.34,"(56.32, 28160, 50000)"
21,57.7,"(57.204, 28602, 50000)"
22,58.15,"(57.458, 28729, 50000)"
23,58.3,"(58.066, 29033, 50000)"
24,58.99,"(58.584, 29292, 50000)"
25,59.6,"(59.32, 29660, 50000)"
26,60.09,"(59.446, 29723, 50000)"
27,60.81,"(60.042, 30021, 50000)"
28,60.79,"(60.408, 30204, 50000)"
29,60.73,"(60.846, 30423, 50000)"
30,61.69,"(61.71, 30855, 50000)"
31,61.54,"(61.682, 30841, 50000)"
32,60.96,"(62.006, 31003, 50000)"
33,62.28,"(62.374, 31187, 50000)"
34,62.17,"(63.038, 31519, 50000)"
35,62.12,"(63.252, 31626, 50000)"
36,62.13,"(63.564, 31782, 50000)"
37,62.8,"(63.896, 31948, 50000)"
38,63.71,"(64.42, 32210, 50000)"
39,63.38,"(64.466, 32233, 50000)"
40,63.89,"(65.038, 32519, 50000)"
41,64.06,"(65.494, 32747, 50000)"
42,64.24,"(65.252, 32626, 50000)"
43,64.62,"(65.708, 32854, 50000)"
44,64.96,"(65.9, 32950, 50000)"
45,65.37,"(66.328, 33164, 50000)"
46,65.17,"(66.354, 33177, 50000)"
47,65.56,"(66.632, 33316, 50000)"
48,65.65,"(67.102, 33551, 50000)"
49,65.39,"(67.414, 33707, 50000)"
50,65.26,"(67.578, 33789, 50000)"
51,66.03,"(67.6, 33800, 50000)"
52,65.86,"(67.58, 33790, 50000)"
53,66.16,"(68.156, 34078, 50000)"
54,66.22,"(68.162, 34081, 50000)"
55,66.56,"(68.282, 34141, 50000)"
56,66.68,"(68.726, 34363, 50000)"
57,66.53,"(68.452, 34226, 50000)"
58,66.68,"(68.802, 34401, 50000)"
59,66.99,"(69.012, 34506, 50000)"
60,66.9,"(69.134, 34567, 50000)"
61,67.13,"(69.374, 34687, 50000)"
62,67.31,"(69.66, 34830, 50000)"
63,67.22,"(69.488, 34744, 50000)"
64,67.4,"(69.74, 34870, 50000)"
65,67.15,"(69.658, 34829, 50000)"
66,67.45,"(69.978, 34989, 50000)"
67,67.23,"(70.074, 35037, 50000)"
68,67.67,"(70.262, 35131, 50000)"
69,67.54,"(70.308, 35154, 50000)"
70,67.27,"(70.56, 35280, 50000)"
71,67.49,"(70.514, 35257, 50000)"
72,67.66,"(70.32, 35160, 50000)"
73,67.65,"(70.87, 35435, 50000)"
74,67.73,"(70.83, 35415, 50000)"
75,67.91,"(70.608, 35304, 50000)"
76,67.97,"(70.566, 35283, 50000)"
77,67.91,"(70.948, 35474, 50000)"
78,67.97,"(71.0, 35500, 50000)"
79,67.82,"(70.974, 35487, 50000)"
80,68.1,"(70.968, 35484, 50000)"
81,67.98,"(70.958, 35479, 50000)"
82,68.0,"(70.968, 35484, 50000)"
83,67.96,"(71.03, 35515, 50000)"
84,67.93,"(71.1, 35550, 50000)"
85,68.17,"(71.116, 35558, 50000)"
86,68.17,"(71.066, 35533, 50000)"
87,68.27,"(71.338, 35669, 50000)"
88,68.4,"(71.254, 35627, 50000)"
89,68.29,"(71.296, 35648, 50000)"
90,68.26,"(71.314, 35657, 50000)"
91,68.11,"(71.19, 35595, 50000)"
92,68.22,"(71.272, 35636, 50000)"
93,68.33,"(71.228, 35614, 50000)"
94,68.27,"(71.392, 35696, 50000)"
95,68.15,"(71.284, 35642, 50000)"
96,68.11,"(71.17, 35585, 50000)"
97,68.2,"(71.342, 35671, 50000)"
98,68.07,"(71.31, 35655, 50000)"
99,68.16,"(71.268, 35634, 50000)"
