Epoch,test accuracy,training accuracy
0,28.7,"(19.64, 9820, 50000)"
1,38.6,"(32.736, 16368, 50000)"
2,46.5,"(40.438, 20219, 50000)"
3,52.33,"(47.98, 23990, 50000)"
4,54.28,"(55.13, 27565, 50000)"
5,61.14,"(60.954, 30477, 50000)"
6,61.65,"(65.224, 32612, 50000)"
7,65.53,"(68.06, 34030, 50000)"
8,67.33,"(71.008, 35504, 50000)"
9,70.31,"(73.25, 36625, 50000)"
10,72.0,"(75.41, 37705, 50000)"
11,77.55,"(77.036, 38518, 50000)"
12,76.99,"(79.028, 39514, 50000)"
13,74.16,"(80.084, 40042, 50000)"
14,78.59,"(81.464, 40732, 50000)"
15,76.93,"(82.4, 41200, 50000)"
16,81.07,"(82.882, 41441, 50000)"
17,82.36,"(83.706, 41853, 50000)"
18,77.08,"(84.162, 42081, 50000)"
19,82.69,"(84.722, 42361, 50000)"
20,81.16,"(85.314, 42657, 50000)"
21,82.04,"(85.546, 42773, 50000)"
22,79.35,"(85.96, 42980, 50000)"
23,81.95,"(86.576, 43288, 50000)"
24,84.91,"(86.812, 43406, 50000)"
25,83.64,"(87.284, 43642, 50000)"
26,80.05,"(87.568, 43784, 50000)"
27,82.1,"(87.598, 43799, 50000)"
28,82.8,"(87.982, 43991, 50000)"
29,82.41,"(88.126, 44063, 50000)"
30,84.05,"(88.502, 44251, 50000)"
31,80.86,"(88.656, 44328, 50000)"
32,83.65,"(89.09, 44545, 50000)"
33,81.74,"(89.414, 44707, 50000)"
34,87.24,"(89.544, 44772, 50000)"
35,84.57,"(89.878, 44939, 50000)"
36,86.39,"(90.004, 45002, 50000)"
37,86.11,"(90.448, 45224, 50000)"
38,84.3,"(90.396, 45198, 50000)"
39,83.32,"(90.608, 45304, 50000)"
40,85.9,"(90.842, 45421, 50000)"
41,84.94,"(91.302, 45651, 50000)"
42,86.24,"(91.46, 45730, 50000)"
43,84.69,"(91.744, 45872, 50000)"
44,86.06,"(91.608, 45804, 50000)"
45,87.74,"(92.134, 46067, 50000)"
46,85.56,"(92.24, 46120, 50000)"
47,86.71,"(92.482, 46241, 50000)"
48,85.85,"(92.594, 46297, 50000)"
49,87.9,"(92.942, 46471, 50000)"
50,86.7,"(93.094, 46547, 50000)"
51,88.16,"(93.44, 46720, 50000)"
52,86.65,"(93.73, 46865, 50000)"
53,89.25,"(93.944, 46972, 50000)"
54,87.98,"(94.304, 47152, 50000)"
55,87.56,"(94.236, 47118, 50000)"
56,88.7,"(94.646, 47323, 50000)"
57,89.48,"(94.742, 47371, 50000)"
58,88.06,"(95.396, 47698, 50000)"
59,89.69,"(95.364, 47682, 50000)"
60,89.88,"(95.524, 47762, 50000)"
61,90.95,"(95.866, 47933, 50000)"
62,90.01,"(96.096, 48048, 50000)"
63,90.57,"(96.272, 48136, 50000)"
64,90.04,"(96.708, 48354, 50000)"
65,90.06,"(96.63, 48315, 50000)"
66,90.27,"(96.972, 48486, 50000)"
67,91.36,"(97.372, 48686, 50000)"
68,91.32,"(97.67, 48835, 50000)"
69,91.64,"(97.578, 48789, 50000)"
70,92.04,"(97.91, 48955, 50000)"
71,91.34,"(98.096, 49048, 50000)"
72,91.74,"(98.416, 49208, 50000)"
73,91.9,"(98.494, 49247, 50000)"
74,91.98,"(98.786, 49393, 50000)"
75,93.05,"(98.806, 49403, 50000)"
76,92.66,"(99.12, 49560, 50000)"
77,92.99,"(99.224, 49612, 50000)"
78,93.53,"(99.418, 49709, 50000)"
79,93.5,"(99.536, 49768, 50000)"
80,93.28,"(99.59, 49795, 50000)"
81,93.76,"(99.74, 49870, 50000)"
82,93.55,"(99.752, 49876, 50000)"
83,93.99,"(99.818, 49909, 50000)"
84,93.85,"(99.854, 49927, 50000)"
85,93.95,"(99.82, 49910, 50000)"
86,94.09,"(99.9, 49950, 50000)"
87,94.27,"(99.916, 49958, 50000)"
88,94.2,"(99.902, 49951, 50000)"
89,94.24,"(99.95, 49975, 50000)"
90,94.23,"(99.944, 49972, 50000)"
91,94.23,"(99.954, 49977, 50000)"
92,94.37,"(99.94, 49970, 50000)"
93,94.29,"(99.952, 49976, 50000)"
94,94.34,"(99.98, 49990, 50000)"
95,94.34,"(99.966, 49983, 50000)"
96,94.44,"(99.972, 49986, 50000)"
97,94.4,"(99.972, 49986, 50000)"
98,94.36,"(99.97, 49985, 50000)"
99,94.36,"(99.98, 49990, 50000)"
