Epoch,test accuracy,training accuracy
0,43.1,"(36.738, 18369, 50000)"
1,58.15,"(56.77, 28385, 50000)"
2,64.98,"(65.62, 32810, 50000)"
3,70.23,"(70.974, 35487, 50000)"
4,72.84,"(74.376, 37188, 50000)"
5,73.61,"(77.176, 38588, 50000)"
6,77.43,"(78.838, 39419, 50000)"
7,76.79,"(80.202, 40101, 50000)"
8,80.47,"(81.154, 40577, 50000)"
9,79.68,"(81.734, 40867, 50000)"
10,80.62,"(82.47, 41235, 50000)"
11,76.41,"(83.1, 41550, 50000)"
12,81.19,"(83.602, 41801, 50000)"
13,78.14,"(84.102, 42051, 50000)"
14,82.44,"(84.328, 42164, 50000)"
15,77.1,"(84.712, 42356, 50000)"
16,82.51,"(85.014, 42507, 50000)"
17,78.64,"(85.548, 42774, 50000)"
18,82.44,"(85.604, 42802, 50000)"
19,84.13,"(85.9, 42950, 50000)"
20,82.93,"(85.98, 42990, 50000)"
21,78.2,"(86.294, 43147, 50000)"
22,76.65,"(86.724, 43362, 50000)"
23,80.1,"(87.176, 43588, 50000)"
24,84.35,"(87.302, 43651, 50000)"
25,81.53,"(87.6, 43800, 50000)"
26,85.89,"(87.608, 43804, 50000)"
27,83.54,"(87.654, 43827, 50000)"
28,86.36,"(88.166, 44083, 50000)"
29,85.63,"(88.568, 44284, 50000)"
30,82.78,"(88.514, 44257, 50000)"
31,83.21,"(88.756, 44378, 50000)"
32,83.9,"(88.814, 44407, 50000)"
33,86.86,"(89.118, 44559, 50000)"
34,85.66,"(89.424, 44712, 50000)"
35,84.56,"(89.516, 44758, 50000)"
36,83.65,"(89.776, 44888, 50000)"
37,85.99,"(89.636, 44818, 50000)"
38,84.87,"(90.388, 45194, 50000)"
39,85.65,"(90.608, 45304, 50000)"
40,84.39,"(90.7, 45350, 50000)"
41,85.8,"(90.84, 45420, 50000)"
42,87.36,"(90.646, 45323, 50000)"
43,84.24,"(91.38, 45690, 50000)"
44,86.94,"(91.236, 45618, 50000)"
45,85.65,"(91.742, 45871, 50000)"
46,86.35,"(91.746, 45873, 50000)"
47,83.43,"(91.97, 45985, 50000)"
48,85.73,"(92.27, 46135, 50000)"
49,88.88,"(92.416, 46208, 50000)"
50,85.58,"(92.684, 46342, 50000)"
51,86.72,"(93.028, 46514, 50000)"
52,87.31,"(93.086, 46543, 50000)"
53,88.92,"(93.3, 46650, 50000)"
54,87.81,"(93.45, 46725, 50000)"
55,88.48,"(93.696, 46848, 50000)"
56,86.67,"(93.9, 46950, 50000)"
57,89.88,"(94.348, 47174, 50000)"
58,87.9,"(94.388, 47194, 50000)"
59,88.77,"(94.758, 47379, 50000)"
60,88.62,"(94.74, 47370, 50000)"
61,88.38,"(95.012, 47506, 50000)"
62,89.19,"(95.308, 47654, 50000)"
63,87.96,"(95.708, 47854, 50000)"
64,89.49,"(95.804, 47902, 50000)"
65,89.66,"(96.158, 48079, 50000)"
66,89.76,"(96.324, 48162, 50000)"
67,89.21,"(96.56, 48280, 50000)"
68,90.54,"(96.712, 48356, 50000)"
69,90.42,"(97.054, 48527, 50000)"
70,89.77,"(97.198, 48599, 50000)"
71,89.58,"(97.454, 48727, 50000)"
72,90.94,"(97.636, 48818, 50000)"
73,89.78,"(97.718, 48859, 50000)"
74,91.4,"(98.01, 49005, 50000)"
75,91.04,"(98.382, 49191, 50000)"
76,90.54,"(98.332, 49166, 50000)"
77,91.82,"(98.722, 49361, 50000)"
78,91.54,"(98.824, 49412, 50000)"
79,91.97,"(98.916, 49458, 50000)"
80,91.68,"(99.126, 49563, 50000)"
81,91.84,"(99.366, 49683, 50000)"
82,92.13,"(99.398, 49699, 50000)"
83,92.34,"(99.48, 49740, 50000)"
84,92.3,"(99.584, 49792, 50000)"
85,92.59,"(99.696, 49848, 50000)"
86,92.84,"(99.712, 49856, 50000)"
87,92.89,"(99.806, 49903, 50000)"
88,92.85,"(99.802, 49901, 50000)"
89,93.03,"(99.812, 49906, 50000)"
90,93.05,"(99.852, 49926, 50000)"
91,92.91,"(99.876, 49938, 50000)"
92,93.09,"(99.916, 49958, 50000)"
93,93.16,"(99.91, 49955, 50000)"
94,93.13,"(99.898, 49949, 50000)"
95,93.09,"(99.912, 49956, 50000)"
96,93.0,"(99.916, 49958, 50000)"
97,93.12,"(99.914, 49957, 50000)"
98,93.16,"(99.928, 49964, 50000)"
99,93.18,"(99.912, 49956, 50000)"
