Epoch,flops
0,97115541504
1,194231083008
2,291346624512
3,388462166016
4,485577707520
5,582693249024
6,679808790528
7,776924332032
8,874039873536
9,971155415040
10,1068270956544
11,1165386498048
12,1262502039552
13,1359617581056
14,1456733122560
15,1553848664064
16,1650964205568
17,1748079747072
18,1845195288576
19,1942310830080
20,2039426371584
21,2136541913088
22,2233657454592
23,2330772996096
24,2427888537600
25,2525004079104
26,2622119620608
27,2719235162112
28,2816350703616
29,2913466245120
30,3010581786624
31,3107697328128
32,3204812869632
33,3301928411136
34,3399043952640
35,3496159494144
36,3593275035648
37,3690390577152
38,3787506118656
39,3884621660160
40,3981737201664
41,4078852743168
42,4175968284672
43,4273083826176
44,4370199367680
45,4467314909184
46,4564430450688
47,4661545992192
48,4758661533696
49,4855777075200
50,4952892616704
51,5050008158208
52,5147123699712
53,5244239241216
54,5341354782720
55,5438470324224
56,5535585865728
57,5632701407232
58,5729816948736
59,5826932490240
60,5924048031744
61,6021163573248
62,6118279114752
63,6215394656256
64,6312510197760
65,6409625739264
66,6506741280768
67,6603856822272
68,6700972363776
69,6798087905280
70,6895203446784
71,6992318988288
72,7089434529792
73,7186550071296
74,7283665612800
75,7380781154304
76,7477896695808
77,7575012237312
78,7672127778816
79,7769243320320
80,7866358861824
81,7963474403328
82,8060589944832
83,8157705486336
84,8254821027840
85,8351936569344
86,8449052110848
87,8546167652352
88,8643283193856
89,8740398735360
90,8837514276864
91,8934629818368
92,9031745359872
93,9128860901376
94,9225976442880
95,9323091984384
96,9420207525888
97,9517323067392
98,9614438608896
99,9711554150400
