Epoch,test accuracy,training accuracy
0,42.8,"(30.824, 15412, 50000)"
1,54.21,"(48.608, 24304, 50000)"
2,59.23,"(60.4, 30200, 50000)"
3,60.66,"(67.046, 33523, 50000)"
4,66.14,"(71.07, 35535, 50000)"
5,68.95,"(74.164, 37082, 50000)"
6,74.69,"(75.884, 37942, 50000)"
7,73.71,"(76.786, 38393, 50000)"
8,71.32,"(78.05, 39025, 50000)"
9,73.9,"(79.236, 39618, 50000)"
10,75.34,"(79.762, 39881, 50000)"
11,78.44,"(80.638, 40319, 50000)"
12,75.96,"(80.52, 40260, 50000)"
13,79.18,"(81.3, 40650, 50000)"
14,78.64,"(81.646, 40823, 50000)"
15,78.16,"(82.304, 41152, 50000)"
16,80.4,"(82.508, 41254, 50000)"
17,81.27,"(82.674, 41337, 50000)"
18,73.66,"(82.478, 41239, 50000)"
19,81.12,"(83.122, 41561, 50000)"
20,79.13,"(83.514, 41757, 50000)"
21,77.39,"(83.746, 41873, 50000)"
22,79.28,"(84.112, 42056, 50000)"
23,77.54,"(84.34, 42170, 50000)"
24,81.17,"(84.442, 42221, 50000)"
25,72.98,"(84.876, 42438, 50000)"
26,77.61,"(84.524, 42262, 50000)"
27,81.64,"(85.178, 42589, 50000)"
28,83.66,"(85.388, 42694, 50000)"
29,82.74,"(85.48, 42740, 50000)"
30,77.24,"(85.766, 42883, 50000)"
31,79.57,"(86.084, 43042, 50000)"
32,78.31,"(86.414, 43207, 50000)"
33,83.97,"(86.778, 43389, 50000)"
34,80.22,"(86.848, 43424, 50000)"
35,83.22,"(87.098, 43549, 50000)"
36,82.66,"(87.114, 43557, 50000)"
37,75.11,"(87.568, 43784, 50000)"
38,82.96,"(87.328, 43664, 50000)"
39,78.41,"(88.028, 44014, 50000)"
40,82.06,"(87.948, 43974, 50000)"
41,84.75,"(88.25, 44125, 50000)"
42,84.1,"(88.73, 44365, 50000)"
43,84.43,"(88.592, 44296, 50000)"
44,81.43,"(88.958, 44479, 50000)"
45,81.83,"(89.114, 44557, 50000)"
46,81.35,"(89.378, 44689, 50000)"
47,87.25,"(89.716, 44858, 50000)"
48,82.92,"(89.678, 44839, 50000)"
49,86.2,"(89.784, 44892, 50000)"
50,84.04,"(90.4, 45200, 50000)"
51,86.01,"(90.47, 45235, 50000)"
52,84.06,"(90.674, 45337, 50000)"
53,84.19,"(91.03, 45515, 50000)"
54,85.78,"(91.258, 45629, 50000)"
55,85.18,"(91.572, 45786, 50000)"
56,86.83,"(91.67, 45835, 50000)"
57,87.52,"(91.716, 45858, 50000)"
58,87.1,"(92.308, 46154, 50000)"
59,87.43,"(92.368, 46184, 50000)"
60,83.92,"(92.634, 46317, 50000)"
61,86.08,"(93.18, 46590, 50000)"
62,87.19,"(93.372, 46686, 50000)"
63,87.44,"(93.59, 46795, 50000)"
64,88.18,"(93.926, 46963, 50000)"
65,88.95,"(94.296, 47148, 50000)"
66,89.05,"(94.436, 47218, 50000)"
67,88.29,"(94.686, 47343, 50000)"
68,89.84,"(95.04, 47520, 50000)"
69,89.33,"(95.322, 47661, 50000)"
70,89.19,"(95.514, 47757, 50000)"
71,89.44,"(95.838, 47919, 50000)"
72,89.58,"(96.196, 48098, 50000)"
73,90.43,"(96.306, 48153, 50000)"
74,90.07,"(96.69, 48345, 50000)"
75,90.86,"(97.048, 48524, 50000)"
76,90.81,"(97.366, 48683, 50000)"
77,90.67,"(97.484, 48742, 50000)"
78,91.14,"(97.942, 48971, 50000)"
79,91.68,"(98.046, 49023, 50000)"
80,91.2,"(98.3, 49150, 50000)"
81,91.58,"(98.444, 49222, 50000)"
82,91.67,"(98.824, 49412, 50000)"
83,91.92,"(98.918, 49459, 50000)"
84,91.95,"(99.124, 49562, 50000)"
85,92.23,"(99.338, 49669, 50000)"
86,92.91,"(99.412, 49706, 50000)"
87,92.6,"(99.536, 49768, 50000)"
88,92.84,"(99.662, 49831, 50000)"
89,92.9,"(99.694, 49847, 50000)"
90,93.03,"(99.756, 49878, 50000)"
91,93.02,"(99.756, 49878, 50000)"
92,92.85,"(99.83, 49915, 50000)"
93,93.22,"(99.848, 49924, 50000)"
94,93.34,"(99.836, 49918, 50000)"
95,93.29,"(99.88, 49940, 50000)"
96,93.36,"(99.872, 49936, 50000)"
97,93.43,"(99.864, 49932, 50000)"
98,93.4,"(99.9, 49950, 50000)"
99,93.41,"(99.882, 49941, 50000)"
