Epoch,test accuracy,training accuracy
0,47.5,"(37.622, 18811, 50000)"
1,58.62,"(57.016, 28508, 50000)"
2,69.23,"(65.826, 32913, 50000)"
3,72.3,"(71.376, 35688, 50000)"
4,75.71,"(74.74, 37370, 50000)"
5,75.29,"(77.324, 38662, 50000)"
6,73.99,"(78.492, 39246, 50000)"
7,76.16,"(80.344, 40172, 50000)"
8,74.77,"(81.666, 40833, 50000)"
9,81.62,"(82.508, 41254, 50000)"
10,77.16,"(82.786, 41393, 50000)"
11,79.22,"(83.544, 41772, 50000)"
12,82.87,"(83.978, 41989, 50000)"
13,82.38,"(85.01, 42505, 50000)"
14,81.54,"(85.606, 42803, 50000)"
15,82.75,"(85.676, 42838, 50000)"
16,82.68,"(86.27, 43135, 50000)"
17,83.56,"(86.466, 43233, 50000)"
18,83.66,"(86.992, 43496, 50000)"
19,81.55,"(87.202, 43601, 50000)"
20,83.21,"(87.452, 43726, 50000)"
21,83.02,"(87.628, 43814, 50000)"
22,85.0,"(87.862, 43931, 50000)"
23,80.29,"(87.944, 43972, 50000)"
24,85.19,"(88.498, 44249, 50000)"
25,85.91,"(88.652, 44326, 50000)"
26,83.48,"(88.94, 44470, 50000)"
27,84.47,"(89.306, 44653, 50000)"
28,80.01,"(89.128, 44564, 50000)"
29,84.25,"(89.352, 44676, 50000)"
30,86.19,"(89.744, 44872, 50000)"
31,85.5,"(90.058, 45029, 50000)"
32,85.04,"(89.868, 44934, 50000)"
33,82.55,"(90.154, 45077, 50000)"
34,83.54,"(90.314, 45157, 50000)"
35,85.78,"(90.41, 45205, 50000)"
36,86.07,"(90.894, 45447, 50000)"
37,86.1,"(91.074, 45537, 50000)"
38,85.13,"(91.27, 45635, 50000)"
39,83.29,"(91.356, 45678, 50000)"
40,85.93,"(91.294, 45647, 50000)"
41,85.44,"(91.72, 45860, 50000)"
42,86.09,"(91.96, 45980, 50000)"
43,86.52,"(92.004, 46002, 50000)"
44,88.33,"(92.444, 46222, 50000)"
45,87.73,"(92.64, 46320, 50000)"
46,85.83,"(92.746, 46373, 50000)"
47,86.45,"(92.886, 46443, 50000)"
48,87.81,"(93.104, 46552, 50000)"
49,88.62,"(93.488, 46744, 50000)"
50,86.04,"(93.45, 46725, 50000)"
51,88.46,"(93.77, 46885, 50000)"
52,88.74,"(93.964, 46982, 50000)"
53,88.38,"(94.076, 47038, 50000)"
54,88.73,"(94.324, 47162, 50000)"
55,87.47,"(94.536, 47268, 50000)"
56,89.91,"(94.884, 47442, 50000)"
57,87.26,"(95.044, 47522, 50000)"
58,89.26,"(95.254, 47627, 50000)"
59,89.52,"(95.462, 47731, 50000)"
60,88.08,"(95.726, 47863, 50000)"
61,88.57,"(95.622, 47811, 50000)"
62,89.64,"(96.058, 48029, 50000)"
63,89.9,"(96.424, 48212, 50000)"
64,89.47,"(96.346, 48173, 50000)"
65,89.44,"(96.83, 48415, 50000)"
66,89.41,"(96.912, 48456, 50000)"
67,89.99,"(97.216, 48608, 50000)"
68,90.39,"(97.174, 48587, 50000)"
69,90.03,"(97.692, 48846, 50000)"
70,90.26,"(97.756, 48878, 50000)"
71,90.52,"(98.02, 49010, 50000)"
72,90.43,"(98.084, 49042, 50000)"
73,91.33,"(98.358, 49179, 50000)"
74,90.99,"(98.506, 49253, 50000)"
75,91.51,"(98.562, 49281, 50000)"
76,91.28,"(98.816, 49408, 50000)"
77,91.79,"(99.02, 49510, 50000)"
78,91.48,"(99.15, 49575, 50000)"
79,91.35,"(99.272, 49636, 50000)"
80,91.83,"(99.396, 49698, 50000)"
81,91.95,"(99.458, 49729, 50000)"
82,92.22,"(99.486, 49743, 50000)"
83,92.34,"(99.61, 49805, 50000)"
84,92.3,"(99.708, 49854, 50000)"
85,92.24,"(99.726, 49863, 50000)"
86,92.22,"(99.794, 49897, 50000)"
87,92.66,"(99.826, 49913, 50000)"
88,92.7,"(99.854, 49927, 50000)"
89,92.73,"(99.884, 49942, 50000)"
90,92.74,"(99.866, 49933, 50000)"
91,92.71,"(99.916, 49958, 50000)"
92,92.77,"(99.908, 49954, 50000)"
93,92.82,"(99.912, 49956, 50000)"
94,92.99,"(99.942, 49971, 50000)"
95,92.93,"(99.928, 49964, 50000)"
96,92.97,"(99.928, 49964, 50000)"
97,92.96,"(99.942, 49971, 50000)"
98,92.98,"(99.932, 49966, 50000)"
99,93.0,"(99.94, 49970, 50000)"
