Epoch,test accuracy,training accuracy
0,25.73,"(18.914, 9457, 50000)"
1,40.67,"(33.844, 16922, 50000)"
2,48.72,"(44.408, 22204, 50000)"
3,54.51,"(51.538, 25769, 50000)"
4,60.63,"(57.31, 28655, 50000)"
5,58.25,"(61.412, 30706, 50000)"
6,59.56,"(65.046, 32523, 50000)"
7,69.5,"(67.424, 33712, 50000)"
8,65.45,"(69.44, 34720, 50000)"
9,70.26,"(71.04, 35520, 50000)"
10,70.16,"(72.67, 36335, 50000)"
11,72.2,"(73.708, 36854, 50000)"
12,73.34,"(75.232, 37616, 50000)"
13,75.32,"(76.03, 38015, 50000)"
14,72.54,"(77.526, 38763, 50000)"
15,77.64,"(78.198, 39099, 50000)"
16,78.5,"(79.448, 39724, 50000)"
17,71.01,"(80.412, 40206, 50000)"
18,77.55,"(81.248, 40624, 50000)"
19,79.63,"(82.256, 41128, 50000)"
20,80.65,"(82.79, 41395, 50000)"
21,69.77,"(83.392, 41696, 50000)"
22,81.25,"(83.858, 41929, 50000)"
23,81.25,"(84.672, 42336, 50000)"
24,79.82,"(84.822, 42411, 50000)"
25,82.57,"(85.418, 42709, 50000)"
26,77.19,"(85.57, 42785, 50000)"
27,82.17,"(86.104, 43052, 50000)"
28,79.97,"(86.18, 43090, 50000)"
29,80.89,"(86.678, 43339, 50000)"
30,81.25,"(87.084, 43542, 50000)"
31,81.24,"(87.23, 43615, 50000)"
32,83.36,"(87.67, 43835, 50000)"
33,81.77,"(87.872, 43936, 50000)"
34,84.56,"(88.32, 44160, 50000)"
35,83.75,"(88.24, 44120, 50000)"
36,83.78,"(88.874, 44437, 50000)"
37,85.19,"(88.958, 44479, 50000)"
38,81.9,"(89.282, 44641, 50000)"
39,83.2,"(89.356, 44678, 50000)"
40,85.56,"(89.764, 44882, 50000)"
41,85.97,"(90.078, 45039, 50000)"
42,85.99,"(90.252, 45126, 50000)"
43,84.41,"(90.57, 45285, 50000)"
44,85.57,"(90.896, 45448, 50000)"
45,87.61,"(91.058, 45529, 50000)"
46,85.2,"(91.46, 45730, 50000)"
47,87.68,"(91.462, 45731, 50000)"
48,85.98,"(91.824, 45912, 50000)"
49,85.43,"(92.216, 46108, 50000)"
50,86.32,"(91.998, 45999, 50000)"
51,87.11,"(92.554, 46277, 50000)"
52,88.68,"(92.718, 46359, 50000)"
53,88.48,"(92.998, 46499, 50000)"
54,88.46,"(93.144, 46572, 50000)"
55,89.77,"(93.494, 46747, 50000)"
56,85.84,"(93.892, 46946, 50000)"
57,88.56,"(93.912, 46956, 50000)"
58,88.72,"(94.138, 47069, 50000)"
59,90.19,"(94.69, 47345, 50000)"
60,87.27,"(94.772, 47386, 50000)"
61,88.77,"(94.79, 47395, 50000)"
62,88.59,"(95.336, 47668, 50000)"
63,90.24,"(95.56, 47780, 50000)"
64,90.01,"(95.902, 47951, 50000)"
65,90.09,"(95.994, 47997, 50000)"
66,87.82,"(96.318, 48159, 50000)"
67,90.28,"(96.782, 48391, 50000)"
68,91.45,"(97.012, 48506, 50000)"
69,91.24,"(97.104, 48552, 50000)"
70,91.59,"(97.464, 48732, 50000)"
71,91.12,"(97.584, 48792, 50000)"
72,91.95,"(97.842, 48921, 50000)"
73,91.39,"(98.082, 49041, 50000)"
74,90.91,"(98.21, 49105, 50000)"
75,91.46,"(98.684, 49342, 50000)"
76,92.5,"(98.794, 49397, 50000)"
77,92.7,"(98.912, 49456, 50000)"
78,93.18,"(99.104, 49552, 50000)"
79,93.42,"(99.324, 49662, 50000)"
80,93.38,"(99.44, 49720, 50000)"
81,93.96,"(99.586, 49793, 50000)"
82,93.74,"(99.644, 49822, 50000)"
83,94.07,"(99.74, 49870, 50000)"
84,94.02,"(99.794, 49897, 50000)"
85,94.11,"(99.844, 49922, 50000)"
86,94.51,"(99.894, 49947, 50000)"
87,94.3,"(99.896, 49948, 50000)"
88,94.33,"(99.92, 49960, 50000)"
89,94.42,"(99.922, 49961, 50000)"
90,94.56,"(99.928, 49964, 50000)"
91,94.49,"(99.932, 49966, 50000)"
92,94.49,"(99.972, 49986, 50000)"
93,94.62,"(99.968, 49984, 50000)"
94,94.51,"(99.958, 49979, 50000)"
95,94.49,"(99.97, 49985, 50000)"
96,94.55,"(99.982, 49991, 50000)"
97,94.52,"(99.946, 49973, 50000)"
98,94.47,"(99.954, 49977, 50000)"
99,94.51,"(99.98, 49990, 50000)"
