Epoch,test accuracy,training accuracy
0,52.13,"(38.812, 19406, 50000)"
1,62.61,"(56.53, 28265, 50000)"
2,65.64,"(66.144, 33072, 50000)"
3,73.22,"(72.256, 36128, 50000)"
4,71.63,"(76.582, 38291, 50000)"
5,78.09,"(79.52, 39760, 50000)"
6,80.37,"(82.288, 41144, 50000)"
7,78.0,"(83.718, 41859, 50000)"
8,82.44,"(85.242, 42621, 50000)"
9,82.57,"(86.614, 43307, 50000)"
10,83.18,"(87.384, 43692, 50000)"
11,83.35,"(88.44, 44220, 50000)"
12,84.68,"(89.206, 44603, 50000)"
13,83.48,"(89.83, 44915, 50000)"
14,87.35,"(90.626, 45313, 50000)"
15,86.87,"(91.242, 45621, 50000)"
16,87.04,"(91.606, 45803, 50000)"
17,86.25,"(92.304, 46152, 50000)"
18,85.66,"(92.478, 46239, 50000)"
19,86.78,"(93.076, 46538, 50000)"
20,87.84,"(93.474, 46737, 50000)"
21,86.15,"(94.132, 47066, 50000)"
22,87.57,"(94.254, 47127, 50000)"
23,85.53,"(94.554, 47277, 50000)"
24,88.07,"(94.804, 47402, 50000)"
25,87.88,"(94.998, 47499, 50000)"
26,87.16,"(95.336, 47668, 50000)"
27,89.08,"(95.764, 47882, 50000)"
28,89.2,"(96.022, 48011, 50000)"
29,88.34,"(96.232, 48116, 50000)"
30,89.2,"(96.482, 48241, 50000)"
31,89.4,"(96.706, 48353, 50000)"
32,88.88,"(96.818, 48409, 50000)"
33,88.99,"(97.066, 48533, 50000)"
34,89.76,"(96.988, 48494, 50000)"
35,89.53,"(97.336, 48668, 50000)"
36,90.11,"(97.496, 48748, 50000)"
37,88.34,"(97.578, 48789, 50000)"
38,89.11,"(97.8, 48900, 50000)"
39,90.29,"(98.046, 49023, 50000)"
40,90.05,"(97.96, 48980, 50000)"
41,90.33,"(98.396, 49198, 50000)"
42,90.7,"(98.428, 49214, 50000)"
43,89.75,"(98.542, 49271, 50000)"
44,90.73,"(98.612, 49306, 50000)"
45,90.53,"(98.782, 49391, 50000)"
46,90.35,"(98.714, 49357, 50000)"
47,91.0,"(98.932, 49466, 50000)"
48,91.04,"(99.04, 49520, 50000)"
49,91.07,"(99.04, 49520, 50000)"
50,91.06,"(99.184, 49592, 50000)"
51,91.46,"(99.294, 49647, 50000)"
52,91.36,"(99.386, 49693, 50000)"
53,91.58,"(99.412, 49706, 50000)"
54,91.26,"(99.294, 49647, 50000)"
55,91.63,"(99.51, 49755, 50000)"
56,91.44,"(99.602, 49801, 50000)"
57,91.76,"(99.624, 49812, 50000)"
58,91.79,"(99.658, 49829, 50000)"
59,91.76,"(99.706, 49853, 50000)"
60,92.06,"(99.754, 49877, 50000)"
61,92.07,"(99.826, 49913, 50000)"
62,92.17,"(99.834, 49917, 50000)"
63,92.06,"(99.792, 49896, 50000)"
64,92.23,"(99.898, 49949, 50000)"
65,92.18,"(99.888, 49944, 50000)"
66,92.23,"(99.896, 49948, 50000)"
67,92.52,"(99.916, 49958, 50000)"
68,92.46,"(99.93, 49965, 50000)"
69,92.36,"(99.918, 49959, 50000)"
70,92.33,"(99.962, 49981, 50000)"
71,92.47,"(99.936, 49968, 50000)"
72,92.54,"(99.972, 49986, 50000)"
73,92.49,"(99.964, 49982, 50000)"
74,92.42,"(99.956, 49978, 50000)"
75,92.68,"(99.962, 49981, 50000)"
76,92.64,"(99.962, 49981, 50000)"
77,92.67,"(99.986, 49993, 50000)"
78,92.59,"(99.974, 49987, 50000)"
79,92.67,"(99.978, 49989, 50000)"
80,92.62,"(99.976, 49988, 50000)"
81,92.46,"(99.97, 49985, 50000)"
82,92.68,"(99.974, 49987, 50000)"
83,92.62,"(99.98, 49990, 50000)"
84,92.83,"(99.986, 49993, 50000)"
85,92.85,"(99.98, 49990, 50000)"
86,92.78,"(99.974, 49987, 50000)"
87,92.66,"(99.982, 49991, 50000)"
88,92.58,"(99.994, 49997, 50000)"
89,92.77,"(99.984, 49992, 50000)"
90,92.59,"(99.982, 49991, 50000)"
91,92.73,"(99.984, 49992, 50000)"
92,92.76,"(99.986, 49993, 50000)"
93,92.76,"(99.99, 49995, 50000)"
94,92.76,"(99.984, 49992, 50000)"
95,92.76,"(99.986, 49993, 50000)"
96,92.75,"(99.982, 49991, 50000)"
97,92.64,"(99.986, 49993, 50000)"
98,92.71,"(99.986, 49993, 50000)"
99,92.79,"(99.988, 49994, 50000)"
