Epoch,test accuracy,training accuracy
0,48.82,"(47.944, 23972, 50000)"
1,68.21,"(66.104, 33052, 50000)"
2,72.57,"(73.122, 36561, 50000)"
3,74.26,"(77.04, 38520, 50000)"
4,79.72,"(79.612, 39806, 50000)"
5,81.3,"(82.024, 41012, 50000)"
6,83.03,"(83.526, 41763, 50000)"
7,83.2,"(84.814, 42407, 50000)"
8,82.19,"(85.944, 42972, 50000)"
9,84.44,"(86.658, 43329, 50000)"
10,84.98,"(87.372, 43686, 50000)"
11,85.58,"(88.328, 44164, 50000)"
12,86.46,"(89.07, 44535, 50000)"
13,87.21,"(89.898, 44949, 50000)"
14,84.28,"(90.024, 45012, 50000)"
15,85.64,"(90.79, 45395, 50000)"
16,87.55,"(90.998, 45499, 50000)"
17,87.41,"(91.554, 45777, 50000)"
18,87.54,"(91.93, 45965, 50000)"
19,87.33,"(92.382, 46191, 50000)"
20,88.87,"(92.67, 46335, 50000)"
21,88.8,"(93.01, 46505, 50000)"
22,88.06,"(93.374, 46687, 50000)"
23,88.85,"(93.722, 46861, 50000)"
24,88.22,"(93.916, 46958, 50000)"
25,88.71,"(94.372, 47186, 50000)"
26,88.42,"(94.722, 47361, 50000)"
27,88.64,"(94.474, 47237, 50000)"
28,88.63,"(95.164, 47582, 50000)"
29,89.1,"(95.228, 47614, 50000)"
30,88.71,"(95.426, 47713, 50000)"
31,89.11,"(95.576, 47788, 50000)"
32,88.74,"(95.846, 47923, 50000)"
33,90.06,"(96.104, 48052, 50000)"
34,89.13,"(96.34, 48170, 50000)"
35,89.52,"(96.322, 48161, 50000)"
36,89.82,"(96.444, 48222, 50000)"
37,89.68,"(96.71, 48355, 50000)"
38,89.42,"(96.97, 48485, 50000)"
39,89.52,"(97.076, 48538, 50000)"
40,89.49,"(97.162, 48581, 50000)"
41,89.78,"(97.378, 48689, 50000)"
42,89.81,"(97.49, 48745, 50000)"
43,89.58,"(97.678, 48839, 50000)"
44,89.26,"(97.712, 48856, 50000)"
45,90.02,"(97.96, 48980, 50000)"
46,89.4,"(97.802, 48901, 50000)"
47,89.75,"(98.234, 49117, 50000)"
48,90.43,"(98.212, 49106, 50000)"
49,89.2,"(98.316, 49158, 50000)"
50,90.43,"(98.324, 49162, 50000)"
51,90.37,"(98.41, 49205, 50000)"
52,90.51,"(98.744, 49372, 50000)"
53,90.84,"(98.718, 49359, 50000)"
54,90.6,"(98.87, 49435, 50000)"
55,90.47,"(98.904, 49452, 50000)"
56,90.95,"(98.902, 49451, 50000)"
57,91.26,"(98.992, 49496, 50000)"
58,90.78,"(99.05, 49525, 50000)"
59,90.71,"(99.298, 49649, 50000)"
60,90.72,"(99.144, 49572, 50000)"
61,91.13,"(99.262, 49631, 50000)"
62,91.18,"(99.324, 49662, 50000)"
63,91.01,"(99.498, 49749, 50000)"
64,91.45,"(99.554, 49777, 50000)"
65,91.38,"(99.532, 49766, 50000)"
66,91.49,"(99.612, 49806, 50000)"
67,91.45,"(99.654, 49827, 50000)"
68,91.33,"(99.634, 49817, 50000)"
69,91.55,"(99.674, 49837, 50000)"
70,91.46,"(99.726, 49863, 50000)"
71,91.79,"(99.72, 49860, 50000)"
72,91.65,"(99.782, 49891, 50000)"
73,91.56,"(99.838, 49919, 50000)"
74,91.72,"(99.852, 49926, 50000)"
75,91.75,"(99.868, 49934, 50000)"
76,91.72,"(99.878, 49939, 50000)"
77,91.74,"(99.88, 49940, 50000)"
78,91.75,"(99.896, 49948, 50000)"
79,91.63,"(99.9, 49950, 50000)"
80,91.87,"(99.924, 49962, 50000)"
81,91.82,"(99.928, 49964, 50000)"
82,91.81,"(99.926, 49963, 50000)"
83,91.93,"(99.928, 49964, 50000)"
84,91.91,"(99.95, 49975, 50000)"
85,91.93,"(99.948, 49974, 50000)"
86,91.96,"(99.956, 49978, 50000)"
87,91.88,"(99.94, 49970, 50000)"
88,91.96,"(99.954, 49977, 50000)"
89,92.04,"(99.956, 49978, 50000)"
90,91.99,"(99.964, 49982, 50000)"
91,92.09,"(99.96, 49980, 50000)"
92,92.1,"(99.952, 49976, 50000)"
93,91.9,"(99.958, 49979, 50000)"
94,91.99,"(99.964, 49982, 50000)"
95,91.99,"(99.964, 49982, 50000)"
96,91.97,"(99.958, 49979, 50000)"
97,91.98,"(99.946, 49973, 50000)"
98,92.09,"(99.972, 49986, 50000)"
99,91.99,"(99.95, 49975, 50000)"
