Epoch,test accuracy,training accuracy
0,60.37,"(46.748, 23374, 50000)"
1,70.17,"(64.972, 32486, 50000)"
2,72.86,"(72.568, 36284, 50000)"
3,78.21,"(76.188, 38094, 50000)"
4,76.13,"(79.118, 39559, 50000)"
5,78.85,"(81.466, 40733, 50000)"
6,81.51,"(82.918, 41459, 50000)"
7,81.47,"(84.148, 42074, 50000)"
8,83.48,"(85.282, 42641, 50000)"
9,83.16,"(86.412, 43206, 50000)"
10,84.59,"(87.208, 43604, 50000)"
11,83.14,"(88.138, 44069, 50000)"
12,85.86,"(88.64, 44320, 50000)"
13,84.82,"(89.352, 44676, 50000)"
14,84.62,"(89.772, 44886, 50000)"
15,86.43,"(90.456, 45228, 50000)"
16,85.94,"(91.012, 45506, 50000)"
17,86.32,"(91.538, 45769, 50000)"
18,85.67,"(91.648, 45824, 50000)"
19,86.77,"(92.342, 46171, 50000)"
20,86.78,"(92.62, 46310, 50000)"
21,86.94,"(93.09, 46545, 50000)"
22,87.41,"(93.588, 46794, 50000)"
23,87.32,"(93.752, 46876, 50000)"
24,87.31,"(93.816, 46908, 50000)"
25,86.43,"(94.402, 47201, 50000)"
26,87.7,"(94.658, 47329, 50000)"
27,88.13,"(94.988, 47494, 50000)"
28,88.5,"(95.074, 47537, 50000)"
29,88.19,"(95.602, 47801, 50000)"
30,88.16,"(95.942, 47971, 50000)"
31,88.21,"(95.75, 47875, 50000)"
32,87.83,"(95.972, 47986, 50000)"
33,88.2,"(96.4, 48200, 50000)"
34,87.8,"(96.526, 48263, 50000)"
35,88.92,"(96.694, 48347, 50000)"
36,89.56,"(96.73, 48365, 50000)"
37,89.4,"(96.97, 48485, 50000)"
38,88.56,"(97.238, 48619, 50000)"
39,88.54,"(97.39, 48695, 50000)"
40,88.73,"(97.364, 48682, 50000)"
41,88.68,"(97.57, 48785, 50000)"
42,89.2,"(97.73, 48865, 50000)"
43,88.37,"(97.908, 48954, 50000)"
44,89.72,"(97.898, 48949, 50000)"
45,89.35,"(98.174, 49087, 50000)"
46,89.28,"(98.038, 49019, 50000)"
47,89.59,"(98.442, 49221, 50000)"
48,89.72,"(98.4, 49200, 50000)"
49,90.36,"(98.618, 49309, 50000)"
50,89.95,"(98.548, 49274, 50000)"
51,89.99,"(98.738, 49369, 50000)"
52,90.17,"(98.806, 49403, 50000)"
53,89.93,"(98.948, 49474, 50000)"
54,90.02,"(99.072, 49536, 50000)"
55,90.09,"(99.12, 49560, 50000)"
56,90.47,"(99.182, 49591, 50000)"
57,89.95,"(99.17, 49585, 50000)"
58,90.2,"(99.382, 49691, 50000)"
59,90.81,"(99.316, 49658, 50000)"
60,90.38,"(99.404, 49702, 50000)"
61,90.45,"(99.462, 49731, 50000)"
62,90.63,"(99.488, 49744, 50000)"
63,90.67,"(99.526, 49763, 50000)"
64,90.72,"(99.57, 49785, 50000)"
65,91.01,"(99.676, 49838, 50000)"
66,90.53,"(99.662, 49831, 50000)"
67,90.9,"(99.734, 49867, 50000)"
68,90.76,"(99.728, 49864, 50000)"
69,90.86,"(99.72, 49860, 50000)"
70,91.01,"(99.788, 49894, 50000)"
71,91.08,"(99.816, 49908, 50000)"
72,91.05,"(99.804, 49902, 50000)"
73,90.92,"(99.856, 49928, 50000)"
74,90.88,"(99.844, 49922, 50000)"
75,91.16,"(99.864, 49932, 50000)"
76,91.14,"(99.882, 49941, 50000)"
77,91.05,"(99.878, 49939, 50000)"
78,91.21,"(99.882, 49941, 50000)"
79,91.2,"(99.91, 49955, 50000)"
80,91.17,"(99.902, 49951, 50000)"
81,91.17,"(99.932, 49966, 50000)"
82,91.05,"(99.918, 49959, 50000)"
83,91.29,"(99.942, 49971, 50000)"
84,91.33,"(99.922, 49961, 50000)"
85,91.31,"(99.936, 49968, 50000)"
86,91.27,"(99.93, 49965, 50000)"
87,91.27,"(99.946, 49973, 50000)"
88,91.33,"(99.936, 49968, 50000)"
89,91.34,"(99.936, 49968, 50000)"
90,91.36,"(99.956, 49978, 50000)"
91,91.37,"(99.956, 49978, 50000)"
92,91.42,"(99.97, 49985, 50000)"
93,91.39,"(99.934, 49967, 50000)"
94,91.38,"(99.946, 49973, 50000)"
95,91.3,"(99.928, 49964, 50000)"
96,91.3,"(99.936, 49968, 50000)"
97,91.3,"(99.946, 49973, 50000)"
98,91.38,"(99.954, 49977, 50000)"
99,91.31,"(99.94, 49970, 50000)"
