;Epoch;test_accuracy;train-saturation_features-0;train-saturation_features-4;train-saturation_features-8;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-31;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_classifier;eval-saturation_features-0;eval-saturation_features-4;eval-saturation_features-8;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-31;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_classifier
0;0;24.65;0.0625;0.1875;0.21875;0.234375;0.01171875;0.01171875;0.01171875;0.01171875;0.0;0.001953125;0.001953125;0.001953125;0.001953125;0.00390625;0.00390625;0.001953125;0.2;0.0625;0.171875;0.203125;0.234375;0.01171875;0.01171875;0.01171875;0.01171875;0.0;0.001953125;0.001953125;0.001953125;0.00390625;0.00390625;0.005859375;0.00390625;0.2
1;1;32.37;0.09375;0.265625;0.28125;0.328125;0.015625;0.01171875;0.01171875;0.01171875;0.0;0.001953125;0.001953125;0.00390625;0.00390625;0.005859375;0.005859375;0.00390625;0.3;0.078125;0.25;0.2578125;0.296875;0.015625;0.01171875;0.01171875;0.01171875;0.0;0.001953125;0.0;0.001953125;0.001953125;0.00390625;0.001953125;0.001953125;0.3
2;2;44.12;0.109375;0.359375;0.3515625;0.375;0.0234375;0.01171875;0.01171875;0.01171875;0.0;0.001953125;0.00390625;0.00390625;0.00390625;0.005859375;0.005859375;0.00390625;0.3;0.09375;0.328125;0.3203125;0.3359375;0.0234375;0.01171875;0.01171875;0.01171875;0.0;0.001953125;0.001953125;0.00390625;0.005859375;0.005859375;0.0078125;0.005859375;0.3
3;3;49.04;0.109375;0.40625;0.4140625;0.40625;0.03125;0.015625;0.01171875;0.01171875;0.0;0.001953125;0.00390625;0.00390625;0.005859375;0.005859375;0.005859375;0.005859375;0.4;0.109375;0.40625;0.3984375;0.3828125;0.03125;0.015625;0.01171875;0.01171875;0.0;0.001953125;0.001953125;0.00390625;0.005859375;0.005859375;0.0078125;0.005859375;0.3
4;4;53.2;0.109375;0.46875;0.4609375;0.4609375;0.04296875;0.0234375;0.01171875;0.01171875;0.001953125;0.00390625;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.0078125;0.4;0.109375;0.453125;0.4375;0.3984375;0.04296875;0.0234375;0.01171875;0.01171875;0.0;0.001953125;0.001953125;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.4
5;5;53.43;0.109375;0.5;0.5;0.5078125;0.0546875;0.02734375;0.015625;0.01171875;0.001953125;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.0078125;0.0078125;0.5;0.125;0.484375;0.4609375;0.4453125;0.0546875;0.02734375;0.015625;0.01171875;0.001953125;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.0078125;0.5
6;6;58.23;0.125;0.515625;0.5078125;0.5546875;0.06640625;0.03125;0.015625;0.01171875;0.001953125;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.009765625;0.4;0.125;0.515625;0.4921875;0.5;0.06640625;0.03515625;0.01953125;0.01171875;0.001953125;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.009765625;0.4
7;7;53.82;0.125;0.53125;0.5078125;0.5703125;0.078125;0.03515625;0.01953125;0.01171875;0.001953125;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.009765625;0.5;0.125;0.53125;0.4765625;0.5234375;0.07421875;0.03515625;0.01953125;0.01171875;0.001953125;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.0078125;0.4
8;8;60.96;0.125;0.546875;0.53125;0.5703125;0.0859375;0.0390625;0.0234375;0.01171875;0.001953125;0.00390625;0.00390625;0.00390625;0.0078125;0.0078125;0.0078125;0.01171875;0.5;0.140625;0.546875;0.5078125;0.53125;0.08203125;0.0390625;0.0234375;0.01171875;0.001953125;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.009765625;0.5
9;9;61.48;0.125;0.546875;0.5390625;0.59375;0.09375;0.046875;0.0234375;0.01171875;0.001953125;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.01171875;0.5;0.140625;0.546875;0.515625;0.546875;0.08984375;0.046875;0.0234375;0.01171875;0.001953125;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.009765625;0.5
10;10;60.34;0.140625;0.546875;0.546875;0.5703125;0.1015625;0.05078125;0.02734375;0.015625;0.001953125;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.01171875;0.5;0.140625;0.5625;0.53125;0.5546875;0.09765625;0.05078125;0.02734375;0.01171875;0.001953125;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.009765625;0.01171875;0.5
11;11;62.0;0.140625;0.546875;0.546875;0.5859375;0.10546875;0.05859375;0.02734375;0.015625;0.001953125;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.01171875;0.6;0.140625;0.5625;0.515625;0.5625;0.10546875;0.0546875;0.02734375;0.01171875;0.001953125;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.01171875;0.5
12;12;53.59;0.140625;0.5625;0.546875;0.6015625;0.10546875;0.0625;0.02734375;0.015625;0.001953125;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.009765625;0.013671875;0.6;0.140625;0.5625;0.515625;0.546875;0.09375;0.0546875;0.02734375;0.015625;0.001953125;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.009765625;0.01171875;0.5
13;13;52.46;0.140625;0.546875;0.53125;0.5859375;0.11328125;0.0703125;0.03125;0.01953125;0.001953125;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.01171875;0.5;0.140625;0.546875;0.5078125;0.5625;0.10546875;0.0625;0.02734375;0.015625;0.001953125;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.0078125;0.01171875;0.5
14;14;59.83;0.140625;0.5625;0.546875;0.6328125;0.11328125;0.07421875;0.03125;0.01953125;0.001953125;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.009765625;0.013671875;0.5;0.140625;0.5625;0.5234375;0.6015625;0.109375;0.07421875;0.03125;0.01953125;0.001953125;0.00390625;0.005859375;0.005859375;0.005859375;0.0078125;0.009765625;0.01171875;0.5
15;15;57.11;0.140625;0.578125;0.5390625;0.6171875;0.11328125;0.078125;0.02734375;0.015625;0.001953125;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.013671875;0.6;0.140625;0.578125;0.5078125;0.5859375;0.109375;0.07421875;0.02734375;0.01953125;0.001953125;0.00390625;0.005859375;0.005859375;0.005859375;0.0078125;0.009765625;0.01171875;0.5
16;16;61.49;0.140625;0.578125;0.5625;0.625;0.12109375;0.0859375;0.03125;0.0234375;0.001953125;0.00390625;0.005859375;0.005859375;0.005859375;0.0078125;0.009765625;0.01171875;0.6;0.140625;0.5625;0.5234375;0.5859375;0.1171875;0.08203125;0.03125;0.0234375;0.001953125;0.00390625;0.005859375;0.005859375;0.005859375;0.0078125;0.009765625;0.01171875;0.6
17;17;59.97;0.140625;0.578125;0.5390625;0.6171875;0.1171875;0.08984375;0.03515625;0.02734375;0.00390625;0.005859375;0.005859375;0.005859375;0.0078125;0.0078125;0.009765625;0.013671875;0.6;0.140625;0.5625;0.515625;0.578125;0.1171875;0.0859375;0.03515625;0.02734375;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.0078125;0.009765625;0.01171875;0.6
18;18;58.45;0.125;0.546875;0.5234375;0.609375;0.125;0.09375;0.03515625;0.02734375;0.00390625;0.005859375;0.005859375;0.005859375;0.0078125;0.009765625;0.01171875;0.013671875;0.6;0.140625;0.546875;0.5078125;0.5859375;0.125;0.08984375;0.03515625;0.02734375;0.00390625;0.005859375;0.005859375;0.005859375;0.0078125;0.0078125;0.009765625;0.013671875;0.6
19;19;62.38;0.140625;0.5625;0.5546875;0.6484375;0.125;0.08984375;0.03515625;0.03125;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.009765625;0.013671875;0.6;0.140625;0.5625;0.5390625;0.625;0.125;0.08984375;0.03515625;0.03125;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.009765625;0.013671875;0.5
20;20;67.54;0.140625;0.59375;0.578125;0.6640625;0.12890625;0.1015625;0.0390625;0.03515625;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.01171875;0.013671875;0.6;0.140625;0.609375;0.5625;0.640625;0.12890625;0.09765625;0.0390625;0.03515625;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.009765625;0.013671875;0.6
21;21;66.37;0.140625;0.625;0.6015625;0.6796875;0.1328125;0.1015625;0.0390625;0.03515625;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.01171875;0.013671875;0.6;0.15625;0.609375;0.578125;0.6640625;0.13671875;0.10546875;0.0390625;0.03515625;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.01171875;0.015625;0.5
22;22;69.83;0.140625;0.625;0.609375;0.6953125;0.13671875;0.10546875;0.04296875;0.03515625;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.01171875;0.015625;0.6;0.15625;0.640625;0.5859375;0.6796875;0.13671875;0.10546875;0.04296875;0.0390625;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.01171875;0.015625;0.6
