Epoch,test accuracy,training accuracy
0,24.68,"(20.638, 10319, 50000)"
1,22.01,"(27.518, 13759, 50000)"
2,37.01,"(36.52, 18260, 50000)"
3,42.56,"(42.96, 21480, 50000)"
4,46.94,"(47.294, 23647, 50000)"
5,41.68,"(50.482, 25241, 50000)"
6,55.74,"(53.178, 26589, 50000)"
7,54.71,"(54.108, 27054, 50000)"
8,33.02,"(55.536, 27768, 50000)"
9,48.45,"(56.4, 28200, 50000)"
10,46.34,"(57.22, 28610, 50000)"
11,45.98,"(57.99, 28995, 50000)"
12,51.74,"(58.152, 29076, 50000)"
13,55.9,"(58.476, 29238, 50000)"
14,52.74,"(59.23, 29615, 50000)"
15,49.75,"(59.274, 29637, 50000)"
16,52.31,"(58.974, 29487, 50000)"
17,56.62,"(59.184, 29592, 50000)"
18,52.36,"(59.662, 29831, 50000)"
19,51.39,"(59.768, 29884, 50000)"
20,52.81,"(59.854, 29927, 50000)"
21,40.61,"(59.686, 29843, 50000)"
22,51.44,"(59.8, 29900, 50000)"
23,57.72,"(59.706, 29853, 50000)"
24,44.32,"(60.456, 30228, 50000)"
25,56.77,"(59.182, 29591, 50000)"
26,55.01,"(59.906, 29953, 50000)"
27,60.18,"(60.9, 30450, 50000)"
28,59.24,"(60.24, 30120, 50000)"
29,39.05,"(60.064, 30032, 50000)"
30,54.45,"(59.78, 29890, 50000)"
31,50.73,"(59.174, 29587, 50000)"
32,51.27,"(60.048, 30024, 50000)"
33,46.41,"(60.636, 30318, 50000)"
34,39.55,"(60.27, 30135, 50000)"
35,42.22,"(60.512, 30256, 50000)"
36,47.32,"(60.438, 30219, 50000)"
37,45.26,"(61.24, 30620, 50000)"
38,46.88,"(60.178, 30089, 50000)"
39,54.43,"(61.476, 30738, 50000)"
40,36.88,"(61.128, 30564, 50000)"
41,49.98,"(61.264, 30632, 50000)"
42,60.2,"(60.608, 30304, 50000)"
43,59.26,"(61.114, 30557, 50000)"
44,58.91,"(62.42, 31210, 50000)"
45,60.48,"(60.55, 30275, 50000)"
46,54.72,"(62.384, 31192, 50000)"
47,49.03,"(63.456, 31728, 50000)"
48,52.16,"(63.066, 31533, 50000)"
49,44.43,"(63.75, 31875, 50000)"
50,45.55,"(63.798, 31899, 50000)"
51,58.79,"(63.87, 31935, 50000)"
52,57.45,"(63.626, 31813, 50000)"
53,41.43,"(63.848, 31924, 50000)"
54,67.36,"(64.62, 32310, 50000)"
55,60.78,"(64.72, 32360, 50000)"
56,55.69,"(65.012, 32506, 50000)"
57,50.36,"(65.088, 32544, 50000)"
58,61.71,"(66.144, 33072, 50000)"
59,52.4,"(66.256, 33128, 50000)"
60,61.14,"(66.936, 33468, 50000)"
61,64.61,"(66.902, 33451, 50000)"
62,57.92,"(65.332, 32666, 50000)"
63,64.64,"(66.342, 33171, 50000)"
64,65.12,"(66.418, 33209, 50000)"
65,54.67,"(67.414, 33707, 50000)"
66,65.74,"(66.026, 33013, 50000)"
67,64.05,"(66.214, 33107, 50000)"
68,60.99,"(64.074, 32037, 50000)"
69,58.43,"(64.47, 32235, 50000)"
70,60.57,"(64.172, 32086, 50000)"
71,38.83,"(58.862, 29431, 50000)"
72,61.3,"(57.64, 28820, 50000)"
73,34.78,"(49.0, 24500, 50000)"
74,63.72,"(58.274, 29137, 50000)"
75,61.71,"(63.524, 31762, 50000)"
76,56.37,"(60.654, 30327, 50000)"
77,62.02,"(61.552, 30776, 50000)"
78,51.71,"(62.732, 31366, 50000)"
79,62.39,"(65.108, 32554, 50000)"
80,58.38,"(61.574, 30787, 50000)"
81,63.5,"(54.392, 27196, 50000)"
82,61.23,"(63.056, 31528, 50000)"
83,60.24,"(65.37, 32685, 50000)"
84,58.83,"(66.474, 33237, 50000)"
85,66.49,"(65.864, 32932, 50000)"
86,67.2,"(66.038, 33019, 50000)"
87,66.19,"(67.662, 33831, 50000)"
88,64.85,"(67.604, 33802, 50000)"
89,66.2,"(68.396, 34198, 50000)"
90,66.18,"(69.33, 34665, 50000)"
91,70.89,"(70.76, 35380, 50000)"
92,69.27,"(71.722, 35861, 50000)"
93,72.27,"(71.664, 35832, 50000)"
94,72.66,"(71.554, 35777, 50000)"
95,72.82,"(72.808, 36404, 50000)"
96,71.51,"(73.366, 36683, 50000)"
97,71.86,"(73.378, 36689, 50000)"
98,72.1,"(73.524, 36762, 50000)"
99,72.13,"(73.784, 36892, 50000)"
