;Epoch;test_accuracy;train-saturation_conv1;train-saturation_layer1-0-conv1;train-saturation_layer1-0-conv2;train-saturation_layer1-0-conv3;train-saturation_layer1-0-shortcut-0;train-saturation_layer1-1-conv1;train-saturation_layer1-1-conv2;train-saturation_layer1-1-conv3;train-saturation_layer1-2-conv1;train-saturation_layer1-2-conv2;train-saturation_layer1-2-conv3;train-saturation_layer2-0-conv1;train-saturation_layer2-0-conv2;train-saturation_layer2-0-conv3;train-saturation_layer2-0-shortcut-0;train-saturation_layer2-1-conv1;train-saturation_layer2-1-conv2;train-saturation_layer2-1-conv3;train-saturation_layer2-2-conv1;train-saturation_layer2-2-conv2;train-saturation_layer2-2-conv3;train-saturation_layer2-3-conv1;train-saturation_layer2-3-conv2;train-saturation_layer2-3-conv3;train-saturation_layer3-0-conv1;train-saturation_layer3-0-conv2;train-saturation_layer3-0-conv3;train-saturation_layer3-0-shortcut-0;train-saturation_layer3-1-conv1;train-saturation_layer3-1-conv2;train-saturation_layer3-1-conv3;train-saturation_layer3-2-conv1;train-saturation_layer3-2-conv2;train-saturation_layer3-2-conv3;train-saturation_layer3-3-conv1;train-saturation_layer3-3-conv2;train-saturation_layer3-3-conv3;train-saturation_layer3-4-conv1;train-saturation_layer3-4-conv2;train-saturation_layer3-4-conv3;train-saturation_layer3-5-conv1;train-saturation_layer3-5-conv2;train-saturation_layer3-5-conv3;train-saturation_layer4-0-conv1;train-saturation_layer4-0-conv2;train-saturation_layer4-0-conv3;train-saturation_layer4-0-shortcut-0;train-saturation_layer4-1-conv1;train-saturation_layer4-1-conv2;train-saturation_layer4-1-conv3;train-saturation_layer4-2-conv1;train-saturation_layer4-2-conv2;train-saturation_layer4-2-conv3;train-saturation_linear;eval-saturation_conv1;eval-saturation_layer1-0-conv1;eval-saturation_layer1-0-conv2;eval-saturation_layer1-0-conv3;eval-saturation_layer1-0-shortcut-0;eval-saturation_layer1-1-conv1;eval-saturation_layer1-1-conv2;eval-saturation_layer1-1-conv3;eval-saturation_layer1-2-conv1;eval-saturation_layer1-2-conv2;eval-saturation_layer1-2-conv3;eval-saturation_layer2-0-conv1;eval-saturation_layer2-0-conv2;eval-saturation_layer2-0-conv3;eval-saturation_layer2-0-shortcut-0;eval-saturation_layer2-1-conv1;eval-saturation_layer2-1-conv2;eval-saturation_layer2-1-conv3;eval-saturation_layer2-2-conv1;eval-saturation_layer2-2-conv2;eval-saturation_layer2-2-conv3;eval-saturation_layer2-3-conv1;eval-saturation_layer2-3-conv2;eval-saturation_layer2-3-conv3;eval-saturation_layer3-0-conv1;eval-saturation_layer3-0-conv2;eval-saturation_layer3-0-conv3;eval-saturation_layer3-0-shortcut-0;eval-saturation_layer3-1-conv1;eval-saturation_layer3-1-conv2;eval-saturation_layer3-1-conv3;eval-saturation_layer3-2-conv1;eval-saturation_layer3-2-conv2;eval-saturation_layer3-2-conv3;eval-saturation_layer3-3-conv1;eval-saturation_layer3-3-conv2;eval-saturation_layer3-3-conv3;eval-saturation_layer3-4-conv1;eval-saturation_layer3-4-conv2;eval-saturation_layer3-4-conv3;eval-saturation_layer3-5-conv1;eval-saturation_layer3-5-conv2;eval-saturation_layer3-5-conv3;eval-saturation_layer4-0-conv1;eval-saturation_layer4-0-conv2;eval-saturation_layer4-0-conv3;eval-saturation_layer4-0-shortcut-0;eval-saturation_layer4-1-conv1;eval-saturation_layer4-1-conv2;eval-saturation_layer4-1-conv3;eval-saturation_layer4-2-conv1;eval-saturation_layer4-2-conv2;eval-saturation_layer4-2-conv3;eval-saturation_linear
0;0;17.23;0.046875;0.03125;0.140625;0.0078125;0.0078125;0.046875;0.078125;0.0078125;0.046875;0.140625;0.01171875;0.015625;0.03125;0.0;0.00390625;0.0078125;0.0546875;0.0078125;0.015625;0.078125;0.009765625;0.03125;0.0703125;0.01171875;0.015625;0.01953125;0.001953125;0.0029296875;0.0078125;0.02734375;0.0048828125;0.01953125;0.0234375;0.0029296875;0.01953125;0.03125;0.0068359375;0.01953125;0.03125;0.005859375;0.01953125;0.03515625;0.0068359375;0.005859375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.03125;0.03125;0.125;0.00390625;0.0078125;0.03125;0.0625;0.00390625;0.03125;0.109375;0.0078125;0.0078125;0.015625;0.0;0.001953125;0.0078125;0.0625;0.0078125;0.015625;0.0859375;0.01171875;0.03125;0.078125;0.01171875;0.015625;0.01953125;0.0029296875;0.0029296875;0.0078125;0.02734375;0.0048828125;0.01953125;0.0234375;0.0029296875;0.01953125;0.03515625;0.0087890625;0.0234375;0.03515625;0.0078125;0.02734375;0.03515625;0.0078125;0.009765625;0.001953125;0.0009765625;0.00146484375;0.001953125;0.00390625;0.00048828125;0.01171875;0.001953125;0.00048828125;0.3
1;1;24.44;0.046875;0.046875;0.171875;0.0078125;0.01171875;0.03125;0.09375;0.00390625;0.015625;0.09375;0.00390625;0.0078125;0.0234375;0.0;0.001953125;0.0078125;0.046875;0.0078125;0.015625;0.078125;0.009765625;0.03125;0.0625;0.009765625;0.015625;0.02734375;0.00390625;0.0029296875;0.0078125;0.03125;0.0048828125;0.015625;0.01953125;0.00390625;0.01953125;0.0390625;0.0078125;0.0234375;0.03515625;0.00390625;0.0234375;0.0234375;0.001953125;0.00390625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.03125;0.046875;0.15625;0.0078125;0.01171875;0.015625;0.078125;0.00390625;0.015625;0.09375;0.00390625;0.0078125;0.0234375;0.0;0.001953125;0.0078125;0.046875;0.0078125;0.015625;0.078125;0.009765625;0.03125;0.0625;0.009765625;0.015625;0.02734375;0.00390625;0.0029296875;0.0078125;0.03125;0.0048828125;0.01953125;0.0234375;0.00390625;0.01953125;0.04296875;0.0087890625;0.02734375;0.03515625;0.00390625;0.02734375;0.02734375;0.00390625;0.0078125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4
2;2;28.93;0.046875;0.046875;0.15625;0.00390625;0.01171875;0.03125;0.109375;0.0078125;0.015625;0.09375;0.00390625;0.0078125;0.0234375;0.0;0.001953125;0.0078125;0.046875;0.005859375;0.015625;0.078125;0.009765625;0.03125;0.0703125;0.009765625;0.015625;0.02734375;0.0048828125;0.0029296875;0.0078125;0.03515625;0.005859375;0.01953125;0.01953125;0.00390625;0.01953125;0.04296875;0.0087890625;0.0234375;0.03515625;0.00390625;0.0234375;0.0234375;0.001953125;0.001953125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.03125;0.046875;0.140625;0.00390625;0.01171875;0.03125;0.09375;0.0078125;0.015625;0.09375;0.00390625;0.0078125;0.0234375;0.0;0.001953125;0.0078125;0.046875;0.005859375;0.015625;0.078125;0.009765625;0.03125;0.0625;0.009765625;0.015625;0.02734375;0.0048828125;0.0029296875;0.0078125;0.03125;0.005859375;0.01953125;0.0234375;0.00390625;0.01953125;0.04296875;0.0087890625;0.02734375;0.03515625;0.00390625;0.02734375;0.02734375;0.0048828125;0.0078125;0.0;0.0;0.00048828125;0.0;0.0;0.00048828125;0.001953125;0.001953125;0.00048828125;0.4
3;3;30.75;0.046875;0.046875;0.15625;0.0078125;0.01171875;0.046875;0.125;0.01171875;0.015625;0.09375;0.0078125;0.0078125;0.0234375;0.0;0.001953125;0.0078125;0.0546875;0.0078125;0.015625;0.0859375;0.01171875;0.03125;0.0703125;0.009765625;0.015625;0.03125;0.0048828125;0.0029296875;0.0078125;0.03515625;0.005859375;0.01953125;0.01953125;0.00390625;0.01953125;0.04296875;0.009765625;0.0234375;0.03515625;0.00390625;0.0234375;0.01953125;0.001953125;0.001953125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.03125;0.046875;0.15625;0.0078125;0.01171875;0.03125;0.109375;0.01171875;0.015625;0.09375;0.0078125;0.0078125;0.0234375;0.0;0.001953125;0.0078125;0.046875;0.0078125;0.015625;0.078125;0.009765625;0.03125;0.0625;0.009765625;0.015625;0.02734375;0.0048828125;0.0029296875;0.0078125;0.03125;0.0048828125;0.01953125;0.0234375;0.00390625;0.01953125;0.046875;0.009765625;0.0234375;0.03515625;0.00390625;0.0234375;0.0234375;0.001953125;0.00390625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4
4;4;31.62;0.046875;0.046875;0.140625;0.0078125;0.01171875;0.03125;0.140625;0.015625;0.015625;0.09375;0.0078125;0.0078125;0.0234375;0.0;0.001953125;0.0078125;0.0546875;0.0078125;0.015625;0.078125;0.01171875;0.03125;0.0625;0.009765625;0.01953125;0.03125;0.0048828125;0.0029296875;0.0078125;0.03515625;0.005859375;0.01953125;0.0234375;0.00390625;0.01953125;0.04296875;0.009765625;0.02734375;0.03515625;0.00390625;0.0234375;0.0234375;0.001953125;0.001953125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.03125;0.046875;0.140625;0.0078125;0.01171875;0.046875;0.140625;0.015625;0.03125;0.109375;0.0078125;0.015625;0.0234375;0.0;0.00390625;0.0078125;0.0546875;0.0078125;0.015625;0.078125;0.009765625;0.03125;0.0625;0.009765625;0.015625;0.02734375;0.0048828125;0.0029296875;0.0078125;0.03125;0.005859375;0.01953125;0.02734375;0.00390625;0.01953125;0.046875;0.0087890625;0.02734375;0.0390625;0.00390625;0.02734375;0.02734375;0.0048828125;0.009765625;0.0;0.00048828125;0.00048828125;0.0;0.001953125;0.00048828125;0.00390625;0.001953125;0.0009765625;0.5
5;5;35.58;0.046875;0.046875;0.171875;0.0078125;0.015625;0.046875;0.171875;0.015625;0.03125;0.109375;0.0078125;0.015625;0.0234375;0.001953125;0.00390625;0.0078125;0.0546875;0.0078125;0.015625;0.0859375;0.01171875;0.03125;0.0703125;0.009765625;0.01953125;0.03515625;0.0048828125;0.0029296875;0.0078125;0.03515625;0.005859375;0.01953125;0.0234375;0.00390625;0.01953125;0.046875;0.009765625;0.02734375;0.03515625;0.00390625;0.0234375;0.0234375;0.001953125;0.001953125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.03125;0.046875;0.15625;0.0078125;0.015625;0.046875;0.15625;0.015625;0.03125;0.109375;0.0078125;0.015625;0.0234375;0.001953125;0.00390625;0.0078125;0.0546875;0.0078125;0.015625;0.078125;0.009765625;0.03125;0.0625;0.009765625;0.01953125;0.03125;0.0048828125;0.0029296875;0.0078125;0.03125;0.005859375;0.01953125;0.02734375;0.0048828125;0.01953125;0.05078125;0.009765625;0.02734375;0.0390625;0.00390625;0.02734375;0.0234375;0.0029296875;0.005859375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4
6;6;40.7;0.046875;0.0625;0.171875;0.0078125;0.0234375;0.078125;0.21875;0.01953125;0.03125;0.125;0.0078125;0.015625;0.03125;0.00390625;0.00390625;0.0078125;0.0546875;0.0078125;0.015625;0.0859375;0.01171875;0.03125;0.0703125;0.009765625;0.01953125;0.0390625;0.0048828125;0.0029296875;0.0078125;0.03125;0.0048828125;0.01953125;0.01953125;0.00390625;0.01953125;0.046875;0.009765625;0.0234375;0.03515625;0.00390625;0.0234375;0.0234375;0.001953125;0.001953125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.03125;0.0625;0.15625;0.0078125;0.01953125;0.0625;0.203125;0.01953125;0.03125;0.125;0.0078125;0.015625;0.03125;0.00390625;0.00390625;0.015625;0.0546875;0.0078125;0.015625;0.078125;0.009765625;0.03125;0.0703125;0.009765625;0.01953125;0.03515625;0.0048828125;0.0029296875;0.0078125;0.03125;0.0048828125;0.01953125;0.0234375;0.00390625;0.01953125;0.05078125;0.009765625;0.0234375;0.0390625;0.00390625;0.0234375;0.01953125;0.001953125;0.001953125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4
7;7;43.61;0.046875;0.078125;0.1875;0.01171875;0.0234375;0.109375;0.3125;0.03515625;0.0625;0.15625;0.0078125;0.0390625;0.046875;0.00390625;0.005859375;0.015625;0.0546875;0.0078125;0.015625;0.09375;0.01171875;0.03125;0.0703125;0.009765625;0.0234375;0.04296875;0.005859375;0.0029296875;0.01171875;0.03515625;0.005859375;0.0234375;0.0234375;0.00390625;0.0234375;0.046875;0.009765625;0.02734375;0.03515625;0.00390625;0.02734375;0.0234375;0.001953125;0.00390625;0.0;0.0;0.00048828125;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.03125;0.078125;0.171875;0.01171875;0.0234375;0.09375;0.28125;0.03125;0.046875;0.140625;0.0078125;0.03125;0.046875;0.005859375;0.005859375;0.015625;0.0546875;0.0078125;0.015625;0.09375;0.01171875;0.03125;0.0703125;0.009765625;0.0234375;0.04296875;0.005859375;0.0029296875;0.01171875;0.03515625;0.005859375;0.0234375;0.03125;0.0048828125;0.02734375;0.05078125;0.0087890625;0.02734375;0.0390625;0.00390625;0.03125;0.0390625;0.0068359375;0.013671875;0.001953125;0.00146484375;0.001953125;0.001953125;0.001953125;0.00146484375;0.01953125;0.00390625;0.0009765625;0.5
8;8;46.46;0.046875;0.09375;0.21875;0.0234375;0.02734375;0.15625;0.40625;0.046875;0.109375;0.171875;0.01171875;0.0625;0.0625;0.005859375;0.009765625;0.0234375;0.0625;0.009765625;0.0234375;0.109375;0.013671875;0.0390625;0.078125;0.009765625;0.02734375;0.0546875;0.0068359375;0.00390625;0.015625;0.0390625;0.005859375;0.0234375;0.02734375;0.00390625;0.02734375;0.05078125;0.0087890625;0.02734375;0.04296875;0.00390625;0.03125;0.03125;0.0029296875;0.005859375;0.0;0.0;0.0009765625;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.03125;0.078125;0.1875;0.01953125;0.02734375;0.140625;0.359375;0.046875;0.09375;0.1875;0.015625;0.0546875;0.0703125;0.005859375;0.0078125;0.0234375;0.0625;0.0078125;0.0234375;0.09375;0.01171875;0.03125;0.078125;0.009765625;0.02734375;0.05078125;0.005859375;0.0029296875;0.01171875;0.03125;0.0048828125;0.0234375;0.02734375;0.00390625;0.02734375;0.05078125;0.0087890625;0.02734375;0.04296875;0.00390625;0.03125;0.03515625;0.0048828125;0.009765625;0.0;0.0009765625;0.001953125;0.001953125;0.001953125;0.00048828125;0.01171875;0.001953125;0.0009765625;0.5
9;9;50.13;0.046875;0.09375;0.25;0.03125;0.03125;0.21875;0.5;0.0703125;0.1875;0.25;0.015625;0.109375;0.109375;0.0078125;0.015625;0.0234375;0.078125;0.009765625;0.03125;0.1171875;0.013671875;0.046875;0.09375;0.009765625;0.03125;0.0703125;0.0078125;0.005859375;0.015625;0.04296875;0.005859375;0.02734375;0.03515625;0.0048828125;0.03125;0.0546875;0.0087890625;0.03125;0.046875;0.00390625;0.03125;0.03125;0.0029296875;0.005859375;0.0;0.0;0.001953125;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.046875;0.09375;0.21875;0.02734375;0.03125;0.1875;0.453125;0.0625;0.15625;0.234375;0.015625;0.09375;0.109375;0.0078125;0.013671875;0.03125;0.0703125;0.009765625;0.03125;0.109375;0.01171875;0.0390625;0.0859375;0.009765625;0.03125;0.0625;0.005859375;0.0048828125;0.015625;0.0390625;0.005859375;0.0234375;0.02734375;0.00390625;0.02734375;0.05078125;0.0087890625;0.02734375;0.0390625;0.00390625;0.02734375;0.0234375;0.001953125;0.005859375;0.0;0.0;0.00146484375;0.0;0.0;0.0;0.0;0.0;0.0;0.5
