Epoch,test accuracy,training accuracy
0,23.93,"(19.73, 9865, 50000)"
1,34.3,"(31.462, 15731, 50000)"
2,38.34,"(39.468, 19734, 50000)"
3,38.92,"(44.074, 22037, 50000)"
4,49.03,"(47.03, 23515, 50000)"
5,51.26,"(49.52, 24760, 50000)"
6,45.63,"(50.66, 25330, 50000)"
7,43.04,"(52.238, 26119, 50000)"
8,34.9,"(53.03, 26515, 50000)"
9,31.48,"(54.496, 27248, 50000)"
10,57.14,"(55.526, 27763, 50000)"
11,47.21,"(55.632, 27816, 50000)"
12,52.4,"(56.526, 28263, 50000)"
13,45.9,"(56.804, 28402, 50000)"
14,44.19,"(57.276, 28638, 50000)"
15,45.69,"(56.616, 28308, 50000)"
16,50.76,"(56.486, 28243, 50000)"
17,33.05,"(56.83, 28415, 50000)"
18,44.46,"(57.99, 28995, 50000)"
19,41.75,"(57.788, 28894, 50000)"
20,59.53,"(58.0, 29000, 50000)"
21,46.66,"(58.064, 29032, 50000)"
22,50.42,"(58.62, 29310, 50000)"
23,50.15,"(57.234, 28617, 50000)"
24,42.39,"(58.424, 29212, 50000)"
25,55.87,"(58.22, 29110, 50000)"
26,45.36,"(58.72, 29360, 50000)"
27,52.26,"(58.662, 29331, 50000)"
28,51.2,"(58.834, 29417, 50000)"
29,32.01,"(58.532, 29266, 50000)"
30,44.57,"(58.894, 29447, 50000)"
31,44.96,"(59.684, 29842, 50000)"
32,56.13,"(60.114, 30057, 50000)"
33,44.45,"(59.64, 29820, 50000)"
34,35.06,"(59.982, 29991, 50000)"
35,35.22,"(59.862, 29931, 50000)"
36,44.42,"(60.498, 30249, 50000)"
37,50.05,"(59.856, 29928, 50000)"
38,46.35,"(60.25, 30125, 50000)"
39,52.55,"(61.06, 30530, 50000)"
40,49.87,"(61.116, 30558, 50000)"
41,57.7,"(61.652, 30826, 50000)"
42,40.1,"(61.372, 30686, 50000)"
43,41.19,"(61.456, 30728, 50000)"
44,43.32,"(61.724, 30862, 50000)"
45,46.52,"(62.584, 31292, 50000)"
46,60.36,"(62.026, 31013, 50000)"
47,32.41,"(62.116, 31058, 50000)"
48,17.45,"(62.764, 31382, 50000)"
49,55.37,"(62.14, 31070, 50000)"
50,56.49,"(62.77, 31385, 50000)"
51,43.15,"(62.786, 31393, 50000)"
52,58.58,"(63.14, 31570, 50000)"
53,49.27,"(64.046, 32023, 50000)"
54,42.31,"(63.33, 31665, 50000)"
55,45.81,"(63.596, 31798, 50000)"
56,53.83,"(63.694, 31847, 50000)"
57,64.9,"(64.534, 32267, 50000)"
58,59.79,"(65.568, 32784, 50000)"
59,60.46,"(64.69, 32345, 50000)"
60,62.87,"(64.22, 32110, 50000)"
61,55.76,"(65.694, 32847, 50000)"
62,41.53,"(65.662, 32831, 50000)"
63,56.8,"(67.034, 33517, 50000)"
64,62.13,"(66.336, 33168, 50000)"
65,54.75,"(67.348, 33674, 50000)"
66,67.72,"(66.124, 33062, 50000)"
67,60.6,"(67.164, 33582, 50000)"
68,68.91,"(67.86, 33930, 50000)"
69,55.51,"(67.754, 33877, 50000)"
70,41.98,"(68.078, 34039, 50000)"
71,69.21,"(68.384, 34192, 50000)"
72,65.68,"(69.668, 34834, 50000)"
73,60.32,"(69.664, 34832, 50000)"
74,48.47,"(68.436, 34218, 50000)"
75,60.03,"(69.388, 34694, 50000)"
76,69.88,"(70.168, 35084, 50000)"
77,69.83,"(71.17, 35585, 50000)"
78,60.76,"(71.584, 35792, 50000)"
79,67.17,"(71.81, 35905, 50000)"
80,70.43,"(71.282, 35641, 50000)"
81,70.5,"(72.194, 36097, 50000)"
82,66.32,"(72.438, 36219, 50000)"
83,73.96,"(73.916, 36958, 50000)"
84,68.62,"(73.478, 36739, 50000)"
85,73.98,"(74.064, 37032, 50000)"
86,74.33,"(75.42, 37710, 50000)"
87,75.77,"(75.37, 37685, 50000)"
88,75.98,"(76.412, 38206, 50000)"
89,76.63,"(76.98, 38490, 50000)"
90,77.51,"(77.312, 38656, 50000)"
91,77.18,"(78.044, 39022, 50000)"
92,78.15,"(78.474, 39237, 50000)"
93,78.25,"(78.634, 39317, 50000)"
94,79.42,"(79.532, 39766, 50000)"
95,79.07,"(79.428, 39714, 50000)"
96,79.26,"(80.146, 40073, 50000)"
97,79.46,"(80.322, 40161, 50000)"
98,79.88,"(80.586, 40293, 50000)"
99,79.76,"(80.466, 40233, 50000)"
