Epoch,test accuracy,training accuracy
0,57.21,"(47.938, 23969, 50000)"
1,67.49,"(66.248, 33124, 50000)"
2,74.76,"(73.446, 36723, 50000)"
3,77.9,"(77.436, 38718, 50000)"
4,80.27,"(79.932, 39966, 50000)"
5,81.22,"(81.958, 40979, 50000)"
6,81.97,"(83.59, 41795, 50000)"
7,84.08,"(84.748, 42374, 50000)"
8,84.08,"(85.69, 42845, 50000)"
9,84.37,"(86.752, 43376, 50000)"
10,84.4,"(87.296, 43648, 50000)"
11,84.39,"(88.35, 44175, 50000)"
12,85.76,"(88.988, 44494, 50000)"
13,86.91,"(89.68, 44840, 50000)"
14,87.26,"(89.814, 44907, 50000)"
15,87.37,"(90.726, 45363, 50000)"
16,87.43,"(91.14, 45570, 50000)"
17,87.55,"(91.34, 45670, 50000)"
18,87.53,"(91.862, 45931, 50000)"
19,86.87,"(92.338, 46169, 50000)"
20,87.92,"(92.826, 46413, 50000)"
21,88.38,"(92.916, 46458, 50000)"
22,88.14,"(93.422, 46711, 50000)"
23,87.8,"(93.61, 46805, 50000)"
24,88.09,"(93.938, 46969, 50000)"
25,89.14,"(94.126, 47063, 50000)"
26,89.1,"(94.634, 47317, 50000)"
27,88.62,"(94.852, 47426, 50000)"
28,89.41,"(94.95, 47475, 50000)"
29,88.97,"(95.1, 47550, 50000)"
30,89.08,"(95.358, 47679, 50000)"
31,89.04,"(95.586, 47793, 50000)"
32,89.08,"(95.806, 47903, 50000)"
33,88.92,"(96.066, 48033, 50000)"
34,89.9,"(96.042, 48021, 50000)"
35,88.74,"(96.384, 48192, 50000)"
36,89.51,"(96.58, 48290, 50000)"
37,89.86,"(96.474, 48237, 50000)"
38,89.5,"(96.818, 48409, 50000)"
39,89.86,"(97.04, 48520, 50000)"
40,89.89,"(97.218, 48609, 50000)"
41,90.43,"(97.462, 48731, 50000)"
42,89.63,"(97.502, 48751, 50000)"
43,89.97,"(97.386, 48693, 50000)"
44,90.17,"(97.666, 48833, 50000)"
45,89.86,"(97.638, 48819, 50000)"
46,90.08,"(97.928, 48964, 50000)"
47,90.1,"(98.23, 49115, 50000)"
48,90.71,"(98.224, 49112, 50000)"
49,90.88,"(98.314, 49157, 50000)"
50,90.88,"(98.364, 49182, 50000)"
51,90.76,"(98.504, 49252, 50000)"
52,90.59,"(98.504, 49252, 50000)"
53,90.83,"(98.696, 49348, 50000)"
54,90.69,"(98.84, 49420, 50000)"
55,90.95,"(98.886, 49443, 50000)"
56,91.1,"(98.958, 49479, 50000)"
57,90.44,"(99.022, 49511, 50000)"
58,90.67,"(99.0, 49500, 50000)"
59,91.31,"(99.232, 49616, 50000)"
60,90.82,"(99.178, 49589, 50000)"
61,91.26,"(99.31, 49655, 50000)"
62,91.3,"(99.312, 49656, 50000)"
63,91.26,"(99.398, 49699, 50000)"
64,91.48,"(99.508, 49754, 50000)"
65,91.21,"(99.594, 49797, 50000)"
66,91.45,"(99.624, 49812, 50000)"
67,91.5,"(99.64, 49820, 50000)"
68,91.31,"(99.648, 49824, 50000)"
69,91.8,"(99.662, 49831, 50000)"
70,91.76,"(99.732, 49866, 50000)"
71,91.38,"(99.736, 49868, 50000)"
72,91.92,"(99.782, 49891, 50000)"
73,92.04,"(99.824, 49912, 50000)"
74,92.05,"(99.804, 49902, 50000)"
75,92.0,"(99.84, 49920, 50000)"
76,92.04,"(99.904, 49952, 50000)"
77,92.16,"(99.91, 49955, 50000)"
78,92.15,"(99.87, 49935, 50000)"
79,92.07,"(99.91, 49955, 50000)"
80,92.09,"(99.906, 49953, 50000)"
81,92.25,"(99.91, 49955, 50000)"
82,92.26,"(99.932, 49966, 50000)"
83,92.36,"(99.926, 49963, 50000)"
84,92.45,"(99.928, 49964, 50000)"
85,92.38,"(99.96, 49980, 50000)"
86,92.51,"(99.958, 49979, 50000)"
87,92.56,"(99.942, 49971, 50000)"
88,92.52,"(99.966, 49983, 50000)"
89,92.52,"(99.96, 49980, 50000)"
90,92.41,"(99.974, 49987, 50000)"
91,92.55,"(99.954, 49977, 50000)"
92,92.52,"(99.98, 49990, 50000)"
93,92.56,"(99.956, 49978, 50000)"
94,92.63,"(99.956, 49978, 50000)"
95,92.5,"(99.966, 49983, 50000)"
96,92.57,"(99.964, 49982, 50000)"
97,92.56,"(99.958, 49979, 50000)"
98,92.63,"(99.966, 49983, 50000)"
99,92.59,"(99.968, 49984, 50000)"
