Epoch,test accuracy,training accuracy
0,36.9,"(24.79, 12395, 50000)"
1,45.55,"(40.204, 20102, 50000)"
2,51.84,"(49.98, 24990, 50000)"
3,56.42,"(57.776, 28888, 50000)"
4,64.52,"(63.34, 31670, 50000)"
5,67.07,"(66.43, 33215, 50000)"
6,65.07,"(69.074, 34537, 50000)"
7,65.62,"(71.478, 35739, 50000)"
8,71.93,"(73.35, 36675, 50000)"
9,69.01,"(74.848, 37424, 50000)"
10,74.84,"(76.42, 38210, 50000)"
11,76.84,"(77.288, 38644, 50000)"
12,72.44,"(78.764, 39382, 50000)"
13,75.7,"(79.732, 39866, 50000)"
14,76.58,"(80.632, 40316, 50000)"
15,78.03,"(81.844, 40922, 50000)"
16,78.55,"(83.04, 41520, 50000)"
17,80.74,"(83.516, 41758, 50000)"
18,80.22,"(84.434, 42217, 50000)"
19,80.09,"(85.006, 42503, 50000)"
20,80.83,"(85.72, 42860, 50000)"
21,82.48,"(86.298, 43149, 50000)"
22,82.43,"(86.562, 43281, 50000)"
23,83.52,"(87.336, 43668, 50000)"
24,82.6,"(87.598, 43799, 50000)"
25,81.32,"(88.128, 44064, 50000)"
26,84.01,"(88.496, 44248, 50000)"
27,84.21,"(88.652, 44326, 50000)"
28,81.3,"(89.006, 44503, 50000)"
29,85.98,"(89.38, 44690, 50000)"
30,85.54,"(89.654, 44827, 50000)"
31,85.93,"(89.906, 44953, 50000)"
32,86.46,"(90.25, 45125, 50000)"
33,85.28,"(90.306, 45153, 50000)"
34,85.21,"(90.62, 45310, 50000)"
35,86.2,"(91.016, 45508, 50000)"
36,85.52,"(91.222, 45611, 50000)"
37,87.28,"(91.368, 45684, 50000)"
38,84.61,"(91.596, 45798, 50000)"
39,85.01,"(91.996, 45998, 50000)"
40,86.41,"(92.214, 46107, 50000)"
41,86.3,"(92.484, 46242, 50000)"
42,86.81,"(92.726, 46363, 50000)"
43,88.42,"(92.742, 46371, 50000)"
44,85.53,"(93.046, 46523, 50000)"
45,86.57,"(93.194, 46597, 50000)"
46,88.8,"(93.498, 46749, 50000)"
47,86.71,"(93.608, 46804, 50000)"
48,88.15,"(93.96, 46980, 50000)"
49,88.79,"(93.85, 46925, 50000)"
50,89.39,"(94.378, 47189, 50000)"
51,88.99,"(94.4, 47200, 50000)"
52,88.37,"(94.944, 47472, 50000)"
53,89.22,"(94.998, 47499, 50000)"
54,86.45,"(95.262, 47631, 50000)"
55,89.09,"(95.476, 47738, 50000)"
56,89.28,"(95.62, 47810, 50000)"
57,89.8,"(96.016, 48008, 50000)"
58,88.44,"(96.006, 48003, 50000)"
59,91.02,"(96.338, 48169, 50000)"
60,89.75,"(96.452, 48226, 50000)"
61,89.74,"(96.604, 48302, 50000)"
62,89.23,"(97.084, 48542, 50000)"
63,89.34,"(97.23, 48615, 50000)"
64,91.14,"(97.35, 48675, 50000)"
65,91.16,"(97.696, 48848, 50000)"
66,90.39,"(97.874, 48937, 50000)"
67,90.95,"(98.058, 49029, 50000)"
68,90.88,"(98.304, 49152, 50000)"
69,91.61,"(98.528, 49264, 50000)"
70,91.2,"(98.606, 49303, 50000)"
71,91.53,"(98.764, 49382, 50000)"
72,91.61,"(98.928, 49464, 50000)"
73,92.54,"(99.04, 49520, 50000)"
74,92.58,"(99.376, 49688, 50000)"
75,92.96,"(99.31, 49655, 50000)"
76,92.68,"(99.53, 49765, 50000)"
77,92.49,"(99.59, 49795, 50000)"
78,93.04,"(99.656, 49828, 50000)"
79,93.12,"(99.74, 49870, 50000)"
80,93.45,"(99.816, 49908, 50000)"
81,93.61,"(99.864, 49932, 50000)"
82,93.37,"(99.886, 49943, 50000)"
83,93.63,"(99.904, 49952, 50000)"
84,93.64,"(99.928, 49964, 50000)"
85,93.61,"(99.94, 49970, 50000)"
86,93.67,"(99.974, 49987, 50000)"
87,93.73,"(99.948, 49974, 50000)"
88,93.67,"(99.944, 49972, 50000)"
89,93.83,"(99.978, 49989, 50000)"
90,93.89,"(99.972, 49986, 50000)"
91,93.81,"(99.96, 49980, 50000)"
92,93.88,"(99.96, 49980, 50000)"
93,93.87,"(99.982, 49991, 50000)"
94,93.86,"(99.984, 49992, 50000)"
95,93.92,"(99.978, 49989, 50000)"
96,93.92,"(99.988, 49994, 50000)"
97,93.9,"(99.98, 49990, 50000)"
98,93.93,"(99.986, 49993, 50000)"
99,93.97,"(99.982, 49991, 50000)"
