Epoch,test accuracy,training accuracy
0,13.28,"(16.29, 8145, 50000)"
1,22.99,"(25.262, 12631, 50000)"
2,29.52,"(29.536, 14768, 50000)"
3,40.35,"(34.864, 17432, 50000)"
4,44.13,"(39.814, 19907, 50000)"
5,48.4,"(43.152, 21576, 50000)"
6,49.2,"(46.554, 23277, 50000)"
7,53.41,"(49.76, 24880, 50000)"
8,56.83,"(53.356, 26678, 50000)"
9,58.45,"(56.832, 28416, 50000)"
10,58.54,"(58.936, 29468, 50000)"
11,61.48,"(60.588, 30294, 50000)"
12,63.5,"(62.23, 31115, 50000)"
13,62.82,"(63.664, 31832, 50000)"
14,62.56,"(57.988, 28994, 50000)"
15,62.3,"(61.976, 30988, 50000)"
16,65.13,"(65.396, 32698, 50000)"
17,68.29,"(66.35, 33175, 50000)"
18,66.55,"(68.272, 34136, 50000)"
19,70.38,"(69.306, 34653, 50000)"
20,68.11,"(70.768, 35384, 50000)"
21,70.1,"(71.554, 35777, 50000)"
22,70.03,"(72.884, 36442, 50000)"
23,63.95,"(73.362, 36681, 50000)"
24,72.9,"(73.604, 36802, 50000)"
25,72.72,"(74.752, 37376, 50000)"
26,74.26,"(75.162, 37581, 50000)"
27,72.43,"(75.604, 37802, 50000)"
28,73.13,"(76.158, 38079, 50000)"
29,71.93,"(76.53, 38265, 50000)"
30,75.7,"(76.772, 38386, 50000)"
31,76.36,"(77.23, 38615, 50000)"
32,73.47,"(77.38, 38690, 50000)"
33,76.03,"(78.06, 39030, 50000)"
34,75.28,"(78.23, 39115, 50000)"
35,76.64,"(78.772, 39386, 50000)"
36,77.28,"(79.172, 39586, 50000)"
37,77.79,"(79.296, 39648, 50000)"
38,78.96,"(79.486, 39743, 50000)"
39,78.4,"(79.86, 39930, 50000)"
40,77.76,"(80.042, 40021, 50000)"
41,79.16,"(80.434, 40217, 50000)"
42,79.72,"(80.6, 40300, 50000)"
43,76.31,"(80.95, 40475, 50000)"
44,78.23,"(81.166, 40583, 50000)"
45,80.03,"(81.526, 40763, 50000)"
46,79.17,"(82.01, 41005, 50000)"
47,80.15,"(82.3, 41150, 50000)"
48,80.87,"(82.308, 41154, 50000)"
49,81.13,"(82.532, 41266, 50000)"
50,78.56,"(82.8, 41400, 50000)"
51,81.04,"(83.418, 41709, 50000)"
52,81.08,"(83.42, 41710, 50000)"
53,81.52,"(83.964, 41982, 50000)"
54,80.9,"(84.134, 42067, 50000)"
55,82.39,"(84.334, 42167, 50000)"
56,80.7,"(84.836, 42418, 50000)"
57,82.98,"(85.088, 42544, 50000)"
58,82.87,"(85.284, 42642, 50000)"
59,81.81,"(85.696, 42848, 50000)"
60,83.26,"(85.69, 42845, 50000)"
61,84.02,"(86.278, 43139, 50000)"
62,81.72,"(86.732, 43366, 50000)"
63,82.16,"(86.94, 43470, 50000)"
64,84.31,"(87.056, 43528, 50000)"
65,83.76,"(87.486, 43743, 50000)"
66,84.34,"(87.964, 43982, 50000)"
67,84.28,"(88.25, 44125, 50000)"
68,83.79,"(88.514, 44257, 50000)"
69,84.87,"(89.028, 44514, 50000)"
70,84.75,"(89.538, 44769, 50000)"
71,85.61,"(89.7, 44850, 50000)"
72,85.15,"(90.074, 45037, 50000)"
73,85.94,"(90.566, 45283, 50000)"
74,85.5,"(90.638, 45319, 50000)"
75,85.5,"(91.464, 45732, 50000)"
76,86.42,"(91.946, 45973, 50000)"
77,86.68,"(92.394, 46197, 50000)"
78,86.04,"(92.556, 46278, 50000)"
79,86.82,"(93.02, 46510, 50000)"
80,87.36,"(93.36, 46680, 50000)"
81,87.14,"(93.634, 46817, 50000)"
82,87.4,"(94.294, 47147, 50000)"
83,87.07,"(94.662, 47331, 50000)"
84,87.59,"(94.93, 47465, 50000)"
85,87.75,"(95.408, 47704, 50000)"
86,87.85,"(95.568, 47784, 50000)"
87,87.79,"(96.084, 48042, 50000)"
88,87.9,"(96.3, 48150, 50000)"
89,88.25,"(96.766, 48383, 50000)"
90,88.66,"(97.008, 48504, 50000)"
91,88.44,"(97.134, 48567, 50000)"
92,88.17,"(97.404, 48702, 50000)"
93,88.39,"(97.526, 48763, 50000)"
94,88.54,"(97.646, 48823, 50000)"
95,88.75,"(97.69, 48845, 50000)"
96,88.56,"(97.89, 48945, 50000)"
97,88.7,"(97.812, 48906, 50000)"
98,88.49,"(97.884, 48942, 50000)"
99,88.63,"(97.974, 48987, 50000)"
