Epoch,test accuracy,training accuracy
0,51.42,"(38.192, 19096, 50000)"
1,61.64,"(58.554, 29277, 50000)"
2,67.8,"(67.202, 33601, 50000)"
3,70.26,"(73.534, 36767, 50000)"
4,78.99,"(77.744, 38872, 50000)"
5,78.18,"(80.89, 40445, 50000)"
6,80.33,"(83.016, 41508, 50000)"
7,79.33,"(84.99, 42495, 50000)"
8,81.71,"(85.932, 42966, 50000)"
9,84.76,"(86.922, 43461, 50000)"
10,85.4,"(88.238, 44119, 50000)"
11,82.47,"(89.038, 44519, 50000)"
12,83.93,"(89.626, 44813, 50000)"
13,85.75,"(90.51, 45255, 50000)"
14,85.14,"(90.902, 45451, 50000)"
15,83.58,"(91.492, 45746, 50000)"
16,83.87,"(91.962, 45981, 50000)"
17,87.88,"(92.672, 46336, 50000)"
18,85.23,"(92.916, 46458, 50000)"
19,86.22,"(93.304, 46652, 50000)"
20,88.3,"(93.602, 46801, 50000)"
21,85.9,"(93.952, 46976, 50000)"
22,88.65,"(94.048, 47024, 50000)"
23,88.18,"(94.544, 47272, 50000)"
24,88.06,"(94.956, 47478, 50000)"
25,88.86,"(95.072, 47536, 50000)"
26,88.07,"(95.36, 47680, 50000)"
27,89.03,"(95.718, 47859, 50000)"
28,90.26,"(95.804, 47902, 50000)"
29,89.52,"(96.142, 48071, 50000)"
30,89.52,"(96.346, 48173, 50000)"
31,90.22,"(96.526, 48263, 50000)"
32,88.9,"(96.54, 48270, 50000)"
33,89.62,"(96.74, 48370, 50000)"
34,89.97,"(96.91, 48455, 50000)"
35,89.67,"(96.98, 48490, 50000)"
36,89.84,"(97.3, 48650, 50000)"
37,89.58,"(97.49, 48745, 50000)"
38,91.0,"(97.728, 48864, 50000)"
39,89.96,"(97.764, 48882, 50000)"
40,89.72,"(97.924, 48962, 50000)"
41,90.34,"(97.986, 48993, 50000)"
42,91.39,"(98.226, 49113, 50000)"
43,90.95,"(98.172, 49086, 50000)"
44,91.32,"(98.4, 49200, 50000)"
45,91.72,"(98.58, 49290, 50000)"
46,91.6,"(98.534, 49267, 50000)"
47,90.46,"(98.682, 49341, 50000)"
48,91.28,"(98.808, 49404, 50000)"
49,91.78,"(98.958, 49479, 50000)"
50,91.16,"(98.992, 49496, 50000)"
51,91.74,"(99.01, 49505, 50000)"
52,91.7,"(99.126, 49563, 50000)"
53,91.5,"(99.234, 49617, 50000)"
54,91.77,"(99.238, 49619, 50000)"
55,92.63,"(99.382, 49691, 50000)"
56,92.39,"(99.558, 49779, 50000)"
57,92.29,"(99.494, 49747, 50000)"
58,92.44,"(99.522, 49761, 50000)"
59,92.29,"(99.656, 49828, 50000)"
60,92.54,"(99.728, 49864, 50000)"
61,92.52,"(99.708, 49854, 50000)"
62,92.5,"(99.834, 49917, 50000)"
63,92.67,"(99.856, 49928, 50000)"
64,93.09,"(99.806, 49903, 50000)"
65,92.79,"(99.88, 49940, 50000)"
66,92.79,"(99.876, 49938, 50000)"
67,93.32,"(99.91, 49955, 50000)"
68,93.24,"(99.928, 49964, 50000)"
69,93.02,"(99.9, 49950, 50000)"
70,92.84,"(99.934, 49967, 50000)"
71,92.86,"(99.934, 49967, 50000)"
72,93.26,"(99.96, 49980, 50000)"
73,92.93,"(99.954, 49977, 50000)"
74,93.15,"(99.958, 49979, 50000)"
75,93.24,"(99.968, 49984, 50000)"
76,93.21,"(99.982, 49991, 50000)"
77,93.4,"(99.968, 49984, 50000)"
78,93.36,"(99.976, 49988, 50000)"
79,93.32,"(99.972, 49986, 50000)"
80,93.37,"(99.972, 49986, 50000)"
81,93.34,"(99.992, 49996, 50000)"
82,93.34,"(99.978, 49989, 50000)"
83,93.36,"(99.992, 49996, 50000)"
84,93.44,"(99.982, 49991, 50000)"
85,93.37,"(99.996, 49998, 50000)"
86,93.51,"(99.984, 49992, 50000)"
87,93.39,"(99.986, 49993, 50000)"
88,93.46,"(99.988, 49994, 50000)"
89,93.5,"(99.996, 49998, 50000)"
90,93.52,"(99.992, 49996, 50000)"
91,93.47,"(99.994, 49997, 50000)"
92,93.51,"(99.994, 49997, 50000)"
93,93.3,"(99.99, 49995, 50000)"
94,93.47,"(100.0, 50000, 50000)"
95,93.42,"(99.992, 49996, 50000)"
96,93.43,"(99.988, 49994, 50000)"
97,93.48,"(99.994, 49997, 50000)"
98,93.5,"(99.984, 49992, 50000)"
99,93.48,"(100.0, 50000, 50000)"
