Epoch,test accuracy,training accuracy
0,50.13,"(37.19, 18595, 50000)"
1,58.28,"(55.098, 27549, 50000)"
2,66.29,"(64.194, 32097, 50000)"
3,70.04,"(69.766, 34883, 50000)"
4,72.74,"(73.614, 36807, 50000)"
5,77.82,"(77.72, 38860, 50000)"
6,77.54,"(80.266, 40133, 50000)"
7,77.62,"(82.018, 41009, 50000)"
8,81.05,"(83.866, 41933, 50000)"
9,83.19,"(85.234, 42617, 50000)"
10,84.08,"(86.24, 43120, 50000)"
11,84.71,"(87.388, 43694, 50000)"
12,83.65,"(88.384, 44192, 50000)"
13,84.39,"(88.948, 44474, 50000)"
14,85.83,"(89.544, 44772, 50000)"
15,86.07,"(90.382, 45191, 50000)"
16,82.88,"(90.872, 45436, 50000)"
17,86.36,"(91.824, 45912, 50000)"
18,84.6,"(92.172, 46086, 50000)"
19,87.28,"(92.454, 46227, 50000)"
20,85.91,"(93.062, 46531, 50000)"
21,86.53,"(93.556, 46778, 50000)"
22,87.37,"(93.91, 46955, 50000)"
23,87.74,"(94.348, 47174, 50000)"
24,87.61,"(94.918, 47459, 50000)"
25,88.53,"(95.11, 47555, 50000)"
26,88.12,"(95.388, 47694, 50000)"
27,87.94,"(95.604, 47802, 50000)"
28,85.69,"(95.82, 47910, 50000)"
29,87.36,"(96.136, 48068, 50000)"
30,88.16,"(96.428, 48214, 50000)"
31,87.66,"(96.638, 48319, 50000)"
32,88.92,"(96.714, 48357, 50000)"
33,89.22,"(97.156, 48578, 50000)"
34,89.93,"(97.452, 48726, 50000)"
35,89.73,"(97.318, 48659, 50000)"
36,89.57,"(97.546, 48773, 50000)"
37,90.06,"(97.85, 48925, 50000)"
38,90.31,"(97.944, 48972, 50000)"
39,90.13,"(97.954, 48977, 50000)"
40,90.5,"(98.112, 49056, 50000)"
41,90.16,"(98.37, 49185, 50000)"
42,90.55,"(98.53, 49265, 50000)"
43,90.27,"(98.71, 49355, 50000)"
44,90.04,"(98.768, 49384, 50000)"
45,90.47,"(98.898, 49449, 50000)"
46,90.84,"(98.96, 49480, 50000)"
47,90.49,"(99.078, 49539, 50000)"
48,90.74,"(99.112, 49556, 50000)"
49,90.97,"(99.212, 49606, 50000)"
50,90.33,"(99.192, 49596, 50000)"
51,91.17,"(99.38, 49690, 50000)"
52,90.98,"(99.488, 49744, 50000)"
53,90.86,"(99.476, 49738, 50000)"
54,90.97,"(99.572, 49786, 50000)"
55,90.95,"(99.614, 49807, 50000)"
56,91.25,"(99.62, 49810, 50000)"
57,91.38,"(99.732, 49866, 50000)"
58,91.57,"(99.766, 49883, 50000)"
59,91.67,"(99.772, 49886, 50000)"
60,91.31,"(99.728, 49864, 50000)"
61,91.58,"(99.784, 49892, 50000)"
62,91.49,"(99.812, 49906, 50000)"
63,91.7,"(99.874, 49937, 50000)"
64,91.44,"(99.86, 49930, 50000)"
65,91.89,"(99.884, 49942, 50000)"
66,91.9,"(99.892, 49946, 50000)"
67,91.83,"(99.898, 49949, 50000)"
68,91.88,"(99.926, 49963, 50000)"
69,91.89,"(99.938, 49969, 50000)"
70,91.88,"(99.926, 49963, 50000)"
71,92.02,"(99.932, 49966, 50000)"
72,91.95,"(99.944, 49972, 50000)"
73,91.84,"(99.94, 49970, 50000)"
74,91.94,"(99.95, 49975, 50000)"
75,91.62,"(99.95, 49975, 50000)"
76,92.06,"(99.948, 49974, 50000)"
77,91.91,"(99.976, 49988, 50000)"
78,92.03,"(99.98, 49990, 50000)"
79,92.27,"(99.954, 49977, 50000)"
80,92.07,"(99.99, 49995, 50000)"
81,92.15,"(99.968, 49984, 50000)"
82,92.1,"(99.976, 49988, 50000)"
83,91.98,"(99.976, 49988, 50000)"
84,92.14,"(99.984, 49992, 50000)"
85,92.07,"(99.976, 49988, 50000)"
86,92.04,"(99.97, 49985, 50000)"
87,92.0,"(99.98, 49990, 50000)"
88,92.15,"(99.98, 49990, 50000)"
89,92.11,"(99.984, 49992, 50000)"
90,92.08,"(99.982, 49991, 50000)"
91,92.01,"(99.972, 49986, 50000)"
92,92.07,"(99.974, 49987, 50000)"
93,92.11,"(99.982, 49991, 50000)"
94,92.06,"(99.972, 49986, 50000)"
95,92.08,"(99.986, 49993, 50000)"
96,92.05,"(99.982, 49991, 50000)"
97,92.07,"(99.97, 49985, 50000)"
98,92.06,"(99.98, 49990, 50000)"
99,92.07,"(99.982, 49991, 50000)"
