Epoch,test accuracy,training accuracy
0,37.73,"(32.092, 16046, 50000)"
1,53.44,"(50.102, 25051, 50000)"
2,58.51,"(60.818, 30409, 50000)"
3,61.96,"(66.894, 33447, 50000)"
4,70.72,"(70.976, 35488, 50000)"
5,74.67,"(74.576, 37288, 50000)"
6,73.99,"(76.456, 38228, 50000)"
7,76.3,"(78.24, 39120, 50000)"
8,76.67,"(79.326, 39663, 50000)"
9,78.19,"(80.006, 40003, 50000)"
10,75.51,"(80.83, 40415, 50000)"
11,78.99,"(81.22, 40610, 50000)"
12,77.41,"(81.522, 40761, 50000)"
13,79.48,"(82.33, 41165, 50000)"
14,77.85,"(82.646, 41323, 50000)"
15,78.63,"(82.876, 41438, 50000)"
16,81.01,"(83.052, 41526, 50000)"
17,75.34,"(83.548, 41774, 50000)"
18,82.18,"(83.934, 41967, 50000)"
19,77.72,"(84.444, 42222, 50000)"
20,74.88,"(84.362, 42181, 50000)"
21,81.04,"(84.78, 42390, 50000)"
22,72.51,"(85.162, 42581, 50000)"
23,81.32,"(85.272, 42636, 50000)"
24,82.33,"(85.616, 42808, 50000)"
25,79.7,"(85.574, 42787, 50000)"
26,83.11,"(86.164, 43082, 50000)"
27,80.91,"(86.292, 43146, 50000)"
28,80.15,"(86.636, 43318, 50000)"
29,79.88,"(86.816, 43408, 50000)"
30,82.57,"(87.206, 43603, 50000)"
31,80.09,"(87.238, 43619, 50000)"
32,83.47,"(87.138, 43569, 50000)"
33,82.59,"(87.578, 43789, 50000)"
34,84.14,"(87.778, 43889, 50000)"
35,83.77,"(87.884, 43942, 50000)"
36,83.82,"(88.316, 44158, 50000)"
37,78.92,"(88.076, 44038, 50000)"
38,83.8,"(88.662, 44331, 50000)"
39,78.73,"(88.71, 44355, 50000)"
40,85.57,"(89.088, 44544, 50000)"
41,84.3,"(89.226, 44613, 50000)"
42,83.43,"(89.1, 44550, 50000)"
43,86.58,"(89.56, 44780, 50000)"
44,85.22,"(89.686, 44843, 50000)"
45,82.33,"(90.12, 45060, 50000)"
46,85.37,"(90.424, 45212, 50000)"
47,87.46,"(90.138, 45069, 50000)"
48,85.92,"(90.606, 45303, 50000)"
49,83.37,"(90.898, 45449, 50000)"
50,84.61,"(91.2, 45600, 50000)"
51,86.59,"(91.31, 45655, 50000)"
52,85.34,"(91.546, 45773, 50000)"
53,86.61,"(91.632, 45816, 50000)"
54,84.26,"(91.99, 45995, 50000)"
55,86.36,"(92.382, 46191, 50000)"
56,87.21,"(92.728, 46364, 50000)"
57,86.8,"(92.788, 46394, 50000)"
58,85.35,"(92.962, 46481, 50000)"
59,86.95,"(93.224, 46612, 50000)"
60,87.07,"(93.382, 46691, 50000)"
61,86.09,"(93.592, 46796, 50000)"
62,88.34,"(94.298, 47149, 50000)"
63,88.58,"(94.312, 47156, 50000)"
64,88.7,"(94.9, 47450, 50000)"
65,89.44,"(94.874, 47437, 50000)"
66,90.0,"(95.216, 47608, 50000)"
67,88.7,"(95.528, 47764, 50000)"
68,88.7,"(95.774, 47887, 50000)"
69,90.14,"(95.952, 47976, 50000)"
70,90.19,"(96.184, 48092, 50000)"
71,89.57,"(96.656, 48328, 50000)"
72,89.54,"(96.672, 48336, 50000)"
73,91.01,"(97.04, 48520, 50000)"
74,90.94,"(97.19, 48595, 50000)"
75,90.06,"(97.356, 48678, 50000)"
76,91.12,"(97.762, 48881, 50000)"
77,90.66,"(98.106, 49053, 50000)"
78,91.12,"(98.214, 49107, 50000)"
79,91.34,"(98.462, 49231, 50000)"
80,91.35,"(98.828, 49414, 50000)"
81,91.84,"(98.946, 49473, 50000)"
82,91.72,"(99.036, 49518, 50000)"
83,92.29,"(99.238, 49619, 50000)"
84,92.4,"(99.338, 49669, 50000)"
85,92.62,"(99.476, 49738, 50000)"
86,92.52,"(99.496, 49748, 50000)"
87,92.68,"(99.654, 49827, 50000)"
88,93.08,"(99.668, 49834, 50000)"
89,92.95,"(99.766, 49883, 50000)"
90,93.17,"(99.788, 49894, 50000)"
91,93.21,"(99.854, 49927, 50000)"
92,93.35,"(99.892, 49946, 50000)"
93,93.28,"(99.882, 49941, 50000)"
94,93.2,"(99.89, 49945, 50000)"
95,93.2,"(99.874, 49937, 50000)"
96,93.28,"(99.878, 49939, 50000)"
97,93.32,"(99.898, 49949, 50000)"
98,93.25,"(99.918, 49959, 50000)"
99,93.34,"(99.938, 49969, 50000)"
