;Epoch;test_accuracy;train-saturation_features-0;train-saturation_features-4;train-saturation_features-8;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-31;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_classifier;eval-saturation_features-0;eval-saturation_features-4;eval-saturation_features-8;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-31;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_classifier
0;0;35.5;0.125;0.625;0.6875;0.7578125;0.20703125;0.0390625;0.015625;0.01171875;0.001953125;0.00390625;0.005859375;0.0078125;0.0078125;0.009765625;0.009765625;0.0078125;0.3;0.140625;0.625;0.6796875;0.734375;0.19140625;0.0390625;0.01953125;0.015625;0.001953125;0.00390625;0.005859375;0.005859375;0.0078125;0.0078125;0.009765625;0.0078125;0.3
1;1;45.53;0.140625;0.65625;0.71875;0.7578125;0.23046875;0.04296875;0.0234375;0.01953125;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.009765625;0.01171875;0.009765625;0.4;0.140625;0.65625;0.7109375;0.7265625;0.19921875;0.04296875;0.0234375;0.01953125;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.009765625;0.009765625;0.009765625;0.4
2;2;54.79;0.140625;0.671875;0.7421875;0.7890625;0.2734375;0.05859375;0.03125;0.0234375;0.005859375;0.0078125;0.009765625;0.009765625;0.009765625;0.01171875;0.01171875;0.01171875;0.4;0.140625;0.6875;0.734375;0.7578125;0.24609375;0.05859375;0.03125;0.02734375;0.005859375;0.009765625;0.009765625;0.009765625;0.009765625;0.01171875;0.01171875;0.01171875;0.4
3;3;61.34;0.140625;0.6875;0.75;0.7890625;0.28125;0.06640625;0.0390625;0.03515625;0.005859375;0.009765625;0.009765625;0.01171875;0.01171875;0.013671875;0.013671875;0.01171875;0.5;0.15625;0.6875;0.734375;0.765625;0.26953125;0.06640625;0.0390625;0.03515625;0.005859375;0.009765625;0.01171875;0.01171875;0.01171875;0.013671875;0.013671875;0.01171875;0.5
4;4;61.23;0.140625;0.671875;0.75;0.7890625;0.28515625;0.06640625;0.0390625;0.03515625;0.005859375;0.009765625;0.01171875;0.013671875;0.013671875;0.015625;0.015625;0.013671875;0.5;0.15625;0.6875;0.734375;0.765625;0.27734375;0.06640625;0.04296875;0.0390625;0.005859375;0.009765625;0.01171875;0.013671875;0.013671875;0.015625;0.015625;0.013671875;0.5
5;5;65.72;0.15625;0.703125;0.7578125;0.8046875;0.30859375;0.07421875;0.04296875;0.0390625;0.005859375;0.01171875;0.01171875;0.013671875;0.013671875;0.015625;0.015625;0.013671875;0.5;0.15625;0.703125;0.734375;0.7734375;0.30078125;0.07421875;0.046875;0.04296875;0.005859375;0.01171875;0.01171875;0.013671875;0.013671875;0.015625;0.015625;0.013671875;0.5
6;6;68.56;0.15625;0.703125;0.75;0.796875;0.3125;0.08203125;0.05078125;0.04296875;0.005859375;0.009765625;0.01171875;0.01171875;0.013671875;0.013671875;0.015625;0.013671875;0.5;0.15625;0.703125;0.734375;0.7734375;0.30859375;0.078125;0.05078125;0.046875;0.005859375;0.01171875;0.01171875;0.013671875;0.013671875;0.015625;0.015625;0.013671875;0.5
7;7;69.25;0.15625;0.703125;0.7578125;0.796875;0.31640625;0.08203125;0.05078125;0.04296875;0.005859375;0.01171875;0.01171875;0.013671875;0.013671875;0.013671875;0.015625;0.013671875;0.5;0.15625;0.71875;0.7421875;0.78125;0.31640625;0.08203125;0.05078125;0.046875;0.005859375;0.01171875;0.01171875;0.013671875;0.013671875;0.015625;0.015625;0.015625;0.5
8;8;70.12;0.15625;0.703125;0.75;0.796875;0.3359375;0.09375;0.0546875;0.046875;0.0078125;0.01171875;0.01171875;0.013671875;0.013671875;0.015625;0.015625;0.013671875;0.5;0.15625;0.703125;0.734375;0.7734375;0.32421875;0.08984375;0.0546875;0.046875;0.0078125;0.01171875;0.01171875;0.01171875;0.013671875;0.013671875;0.013671875;0.013671875;0.5
9;9;71.6;0.15625;0.703125;0.75;0.796875;0.3359375;0.09375;0.05859375;0.046875;0.0078125;0.01171875;0.01171875;0.01171875;0.01171875;0.013671875;0.015625;0.013671875;0.5;0.15625;0.71875;0.734375;0.78125;0.33984375;0.09375;0.0546875;0.05078125;0.0078125;0.01171875;0.01171875;0.01171875;0.013671875;0.013671875;0.015625;0.013671875;0.5
10;10;70.92;0.15625;0.71875;0.7578125;0.8046875;0.34765625;0.1015625;0.05859375;0.05078125;0.0078125;0.01171875;0.01171875;0.01171875;0.013671875;0.013671875;0.015625;0.013671875;0.6;0.15625;0.71875;0.734375;0.7890625;0.34765625;0.09765625;0.05859375;0.05078125;0.0078125;0.01171875;0.01171875;0.01171875;0.013671875;0.013671875;0.015625;0.013671875;0.5
11;11;74.75;0.15625;0.71875;0.75;0.8046875;0.3515625;0.10546875;0.0625;0.0546875;0.009765625;0.01171875;0.01171875;0.01171875;0.01171875;0.013671875;0.015625;0.013671875;0.6;0.15625;0.71875;0.7265625;0.796875;0.34765625;0.09765625;0.05859375;0.05078125;0.0078125;0.01171875;0.01171875;0.01171875;0.013671875;0.015625;0.015625;0.015625;0.6
12;12;74.58;0.15625;0.71875;0.75;0.8046875;0.35546875;0.109375;0.06640625;0.0546875;0.009765625;0.01171875;0.01171875;0.013671875;0.013671875;0.013671875;0.015625;0.015625;0.6;0.15625;0.71875;0.734375;0.796875;0.34765625;0.1015625;0.05859375;0.05078125;0.009765625;0.01171875;0.01171875;0.013671875;0.013671875;0.013671875;0.015625;0.015625;0.6
13;13;74.83;0.15625;0.71875;0.7578125;0.8046875;0.36328125;0.11328125;0.0625;0.0546875;0.009765625;0.01171875;0.01171875;0.01171875;0.013671875;0.013671875;0.013671875;0.013671875;0.6;0.15625;0.71875;0.7421875;0.7890625;0.36328125;0.109375;0.0625;0.0546875;0.009765625;0.01171875;0.01171875;0.01171875;0.013671875;0.013671875;0.015625;0.015625;0.6
14;14;74.05;0.15625;0.71875;0.7578125;0.8125;0.359375;0.12109375;0.06640625;0.0546875;0.009765625;0.01171875;0.01171875;0.01171875;0.013671875;0.013671875;0.015625;0.015625;0.6;0.15625;0.734375;0.7421875;0.796875;0.36328125;0.1171875;0.0625;0.0546875;0.009765625;0.01171875;0.01171875;0.01171875;0.013671875;0.013671875;0.015625;0.015625;0.6
15;15;76.13;0.171875;0.734375;0.7578125;0.8125;0.375;0.1171875;0.06640625;0.05859375;0.009765625;0.01171875;0.01171875;0.01171875;0.013671875;0.013671875;0.015625;0.015625;0.6;0.171875;0.734375;0.7421875;0.796875;0.3671875;0.1171875;0.06640625;0.0546875;0.009765625;0.01171875;0.01171875;0.01171875;0.013671875;0.013671875;0.015625;0.015625;0.6
16;16;76.92;0.15625;0.734375;0.765625;0.8125;0.3671875;0.12109375;0.06640625;0.0546875;0.009765625;0.01171875;0.01171875;0.01171875;0.013671875;0.013671875;0.015625;0.015625;0.6;0.171875;0.734375;0.7421875;0.8046875;0.3671875;0.1171875;0.0625;0.0546875;0.009765625;0.01171875;0.01171875;0.01171875;0.01171875;0.013671875;0.015625;0.015625;0.6
17;17;75.6;0.15625;0.734375;0.765625;0.8125;0.375;0.125;0.07421875;0.0625;0.009765625;0.01171875;0.01171875;0.01171875;0.01171875;0.013671875;0.013671875;0.015625;0.6;0.171875;0.734375;0.7421875;0.8046875;0.36328125;0.125;0.0703125;0.05859375;0.009765625;0.01171875;0.01171875;0.01171875;0.013671875;0.013671875;0.015625;0.015625;0.6
18;18;76.26;0.171875;0.734375;0.765625;0.8203125;0.37890625;0.125;0.0703125;0.0546875;0.009765625;0.01171875;0.01171875;0.01171875;0.013671875;0.013671875;0.015625;0.015625;0.7;0.171875;0.734375;0.7421875;0.8125;0.37890625;0.12890625;0.0703125;0.05859375;0.009765625;0.01171875;0.01171875;0.01171875;0.01171875;0.013671875;0.015625;0.013671875;0.7
19;19;76.65;0.171875;0.734375;0.765625;0.8203125;0.37890625;0.12890625;0.0703125;0.05859375;0.009765625;0.01171875;0.01171875;0.01171875;0.013671875;0.013671875;0.015625;0.017578125;0.7;0.171875;0.75;0.75;0.8125;0.38671875;0.1328125;0.07421875;0.05859375;0.009765625;0.01171875;0.01171875;0.01171875;0.013671875;0.015625;0.015625;0.015625;0.7
20;20;77.71;0.171875;0.734375;0.765625;0.828125;0.375;0.125;0.07421875;0.05859375;0.009765625;0.01171875;0.01171875;0.01171875;0.01171875;0.013671875;0.015625;0.015625;0.7;0.171875;0.734375;0.75;0.8125;0.375;0.125;0.0703125;0.05859375;0.009765625;0.01171875;0.01171875;0.01171875;0.01171875;0.013671875;0.015625;0.015625;0.7
21;21;78.75;0.171875;0.734375;0.765625;0.828125;0.390625;0.140625;0.078125;0.0625;0.009765625;0.01171875;0.01171875;0.01171875;0.01171875;0.013671875;0.015625;0.017578125;0.7;0.171875;0.75;0.75;0.8203125;0.40234375;0.140625;0.078125;0.06640625;0.009765625;0.013671875;0.01171875;0.01171875;0.01171875;0.013671875;0.015625;0.015625;0.7
