Epoch,test accuracy,training accuracy
0,31.52,"(22.312, 11156, 50000)"
1,27.38,"(28.286, 14143, 50000)"
2,34.81,"(30.23, 15115, 50000)"
3,37.68,"(36.97, 18485, 50000)"
4,41.69,"(40.492, 20246, 50000)"
5,43.58,"(44.79, 22395, 50000)"
6,50.63,"(47.658, 23829, 50000)"
7,53.0,"(50.938, 25469, 50000)"
8,53.58,"(52.28, 26140, 50000)"
9,55.54,"(55.298, 27649, 50000)"
10,58.93,"(57.632, 28816, 50000)"
11,59.76,"(59.956, 29978, 50000)"
12,61.95,"(61.23, 30615, 50000)"
13,61.92,"(63.418, 31709, 50000)"
14,66.45,"(65.36, 32680, 50000)"
15,69.24,"(67.318, 33659, 50000)"
16,70.31,"(69.028, 34514, 50000)"
17,71.26,"(70.572, 35286, 50000)"
18,71.21,"(71.69, 35845, 50000)"
19,73.13,"(72.308, 36154, 50000)"
20,71.93,"(74.042, 37021, 50000)"
21,74.72,"(74.798, 37399, 50000)"
22,74.87,"(75.474, 37737, 50000)"
23,73.36,"(76.494, 38247, 50000)"
24,77.83,"(77.068, 38534, 50000)"
25,78.24,"(77.796, 38898, 50000)"
26,75.9,"(78.054, 39027, 50000)"
27,76.97,"(78.62, 39310, 50000)"
28,77.54,"(79.022, 39511, 50000)"
29,76.23,"(79.6, 39800, 50000)"
30,76.85,"(79.95, 39975, 50000)"
31,77.4,"(79.336, 39668, 50000)"
32,78.84,"(79.554, 39777, 50000)"
33,79.09,"(80.89, 40445, 50000)"
34,80.02,"(80.812, 40406, 50000)"
35,80.29,"(80.96, 40480, 50000)"
36,80.28,"(82.224, 41112, 50000)"
37,81.86,"(82.386, 41193, 50000)"
38,80.72,"(82.818, 41409, 50000)"
39,80.27,"(83.524, 41762, 50000)"
40,81.39,"(83.494, 41747, 50000)"
41,81.86,"(83.876, 41938, 50000)"
42,82.06,"(84.15, 42075, 50000)"
43,82.92,"(84.316, 42158, 50000)"
44,82.99,"(84.806, 42403, 50000)"
45,81.73,"(84.94, 42470, 50000)"
46,82.31,"(85.24, 42620, 50000)"
47,81.87,"(84.316, 42158, 50000)"
48,81.88,"(85.444, 42722, 50000)"
49,82.94,"(86.172, 43086, 50000)"
50,83.28,"(86.24, 43120, 50000)"
51,83.86,"(87.002, 43501, 50000)"
52,81.5,"(86.99, 43495, 50000)"
53,82.48,"(87.202, 43601, 50000)"
54,84.44,"(87.528, 43764, 50000)"
55,83.82,"(87.972, 43986, 50000)"
56,85.11,"(88.088, 44044, 50000)"
57,84.26,"(88.728, 44364, 50000)"
58,84.28,"(88.788, 44394, 50000)"
59,84.73,"(89.262, 44631, 50000)"
60,83.94,"(89.462, 44731, 50000)"
61,84.71,"(89.718, 44859, 50000)"
62,85.57,"(90.12, 45060, 50000)"
63,85.49,"(90.224, 45112, 50000)"
64,84.89,"(90.5, 45250, 50000)"
65,85.55,"(90.872, 45436, 50000)"
66,85.87,"(91.294, 45647, 50000)"
67,85.87,"(91.676, 45838, 50000)"
68,86.21,"(91.864, 45932, 50000)"
69,85.75,"(92.072, 46036, 50000)"
70,86.67,"(92.676, 46338, 50000)"
71,86.51,"(92.666, 46333, 50000)"
72,86.5,"(93.05, 46525, 50000)"
73,86.65,"(93.454, 46727, 50000)"
74,86.4,"(93.854, 46927, 50000)"
75,86.54,"(93.928, 46964, 50000)"
76,87.14,"(94.364, 47182, 50000)"
77,86.95,"(94.722, 47361, 50000)"
78,86.94,"(94.996, 47498, 50000)"
79,87.36,"(95.286, 47643, 50000)"
80,87.07,"(95.492, 47746, 50000)"
81,87.44,"(95.832, 47916, 50000)"
82,87.8,"(96.24, 48120, 50000)"
83,87.83,"(96.336, 48168, 50000)"
84,88.0,"(96.78, 48390, 50000)"
85,87.87,"(96.922, 48461, 50000)"
86,87.9,"(97.114, 48557, 50000)"
87,88.03,"(97.308, 48654, 50000)"
88,88.37,"(97.494, 48747, 50000)"
89,88.27,"(97.658, 48829, 50000)"
90,88.61,"(97.828, 48914, 50000)"
91,88.37,"(98.034, 49017, 50000)"
92,88.43,"(98.11, 49055, 50000)"
93,88.48,"(98.158, 49079, 50000)"
94,88.44,"(98.19, 49095, 50000)"
95,88.67,"(98.156, 49078, 50000)"
96,88.6,"(98.372, 49186, 50000)"
97,88.77,"(98.392, 49196, 50000)"
98,88.69,"(98.41, 49205, 50000)"
99,88.54,"(98.364, 49182, 50000)"
