;Epoch;test_accuracy;train-saturation_features-0;train-saturation_features-4;train-saturation_features-8;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-31;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_classifier;eval-saturation_features-0;eval-saturation_features-4;eval-saturation_features-8;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-31;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_classifier
0;0;60.78;0.140625;0.640625;0.71875;0.84375;0.8046875;0.86328125;0.87109375;0.8671875;0.59375;0.60546875;0.55859375;0.490234375;0.419921875;0.361328125;0.326171875;0.291015625;0.5;0.140625;0.671875;0.734375;0.8359375;0.80078125;0.859375;0.859375;0.85546875;0.6171875;0.630859375;0.57421875;0.4921875;0.412109375;0.345703125;0.30859375;0.275390625;0.5
1;1;71.24;0.140625;0.59375;0.6953125;0.8125;0.77734375;0.83984375;0.84375;0.83203125;0.5703125;0.587890625;0.533203125;0.45703125;0.37890625;0.314453125;0.27734375;0.248046875;0.6;0.140625;0.640625;0.703125;0.8125;0.77734375;0.8359375;0.84375;0.83203125;0.60546875;0.623046875;0.5625;0.478515625;0.388671875;0.31640625;0.2734375;0.2421875;0.6
2;2;68.21;0.140625;0.578125;0.6875;0.8046875;0.765625;0.83203125;0.8359375;0.82421875;0.5703125;0.583984375;0.529296875;0.455078125;0.375;0.306640625;0.26953125;0.244140625;0.6;0.15625;0.609375;0.6953125;0.7890625;0.7578125;0.82421875;0.83203125;0.81640625;0.599609375;0.62109375;0.564453125;0.48046875;0.39453125;0.31640625;0.271484375;0.2421875;0.7
3;3;76.48;0.15625;0.5625;0.6796875;0.7890625;0.7578125;0.82421875;0.828125;0.80859375;0.5625;0.578125;0.515625;0.4296875;0.33984375;0.267578125;0.232421875;0.216796875;0.7;0.15625;0.59375;0.6796875;0.7734375;0.75390625;0.81640625;0.828125;0.8125;0.591796875;0.609375;0.54296875;0.447265625;0.3515625;0.2734375;0.23828125;0.220703125;0.7
4;4;78.88;0.140625;0.546875;0.671875;0.78125;0.75;0.81640625;0.82421875;0.80859375;0.564453125;0.578125;0.51953125;0.435546875;0.34765625;0.271484375;0.232421875;0.212890625;0.7;0.15625;0.59375;0.6796875;0.7734375;0.75;0.8125;0.82421875;0.8046875;0.591796875;0.60546875;0.533203125;0.431640625;0.330078125;0.251953125;0.21875;0.205078125;0.7
5;5;80.84;0.15625;0.546875;0.6640625;0.765625;0.7421875;0.80859375;0.81640625;0.80078125;0.556640625;0.5625;0.498046875;0.404296875;0.31640625;0.24609375;0.212890625;0.203125;0.8;0.15625;0.578125;0.671875;0.75;0.734375;0.8046875;0.8203125;0.80078125;0.58984375;0.60546875;0.533203125;0.431640625;0.330078125;0.25390625;0.216796875;0.20703125;0.8
6;6;82.2;0.15625;0.53125;0.6640625;0.765625;0.7421875;0.80859375;0.8125;0.79296875;0.556640625;0.5625;0.5;0.412109375;0.326171875;0.251953125;0.212890625;0.19921875;0.8;0.15625;0.5625;0.6640625;0.7578125;0.734375;0.8046875;0.81640625;0.79296875;0.580078125;0.59375;0.515625;0.4140625;0.314453125;0.234375;0.201171875;0.19921875;0.8
7;7;83.48;0.15625;0.546875;0.6640625;0.7578125;0.734375;0.80078125;0.80859375;0.79296875;0.56640625;0.57421875;0.509765625;0.419921875;0.328125;0.24609375;0.20703125;0.197265625;0.8;0.15625;0.578125;0.6640625;0.7421875;0.7265625;0.796875;0.8046875;0.7890625;0.587890625;0.595703125;0.51953125;0.41796875;0.314453125;0.232421875;0.1953125;0.189453125;0.8
8;8;84.11;0.15625;0.53125;0.65625;0.75;0.73046875;0.79296875;0.80078125;0.7890625;0.568359375;0.56640625;0.5;0.408203125;0.318359375;0.240234375;0.19921875;0.197265625;0.8;0.171875;0.5625;0.65625;0.7421875;0.73046875;0.79296875;0.80859375;0.7890625;0.59765625;0.6015625;0.525390625;0.423828125;0.31640625;0.23046875;0.189453125;0.189453125;0.8
9;9;83.46;0.15625;0.53125;0.6484375;0.75;0.7265625;0.79296875;0.80078125;0.78515625;0.5703125;0.578125;0.517578125;0.427734375;0.328125;0.244140625;0.203125;0.201171875;0.8;0.171875;0.5625;0.6484375;0.734375;0.7265625;0.79296875;0.80078125;0.78125;0.58984375;0.595703125;0.5234375;0.419921875;0.3125;0.2265625;0.1875;0.1875;0.8
10;10;84.01;0.15625;0.53125;0.65625;0.75;0.73046875;0.79296875;0.80078125;0.78125;0.568359375;0.56640625;0.5;0.41015625;0.3203125;0.23828125;0.193359375;0.193359375;0.8;0.171875;0.5625;0.65625;0.734375;0.7265625;0.7890625;0.80078125;0.78125;0.591796875;0.58984375;0.517578125;0.41015625;0.302734375;0.21875;0.181640625;0.185546875;0.8
