Epoch,test accuracy,training accuracy
0,15.25,"(14.018, 7009, 50000)"
1,27.39,"(20.88, 10440, 50000)"
2,34.91,"(30.294, 15147, 50000)"
3,42.61,"(37.126, 18563, 50000)"
4,48.17,"(43.836, 21918, 50000)"
5,52.79,"(50.336, 25168, 50000)"
6,51.65,"(53.586, 26793, 50000)"
7,52.62,"(55.406, 27703, 50000)"
8,53.89,"(57.836, 28918, 50000)"
9,54.44,"(60.356, 30178, 50000)"
10,59.64,"(62.102, 31051, 50000)"
11,63.89,"(63.864, 31932, 50000)"
12,60.73,"(65.374, 32687, 50000)"
13,66.4,"(66.124, 33062, 50000)"
14,56.55,"(67.452, 33726, 50000)"
15,64.19,"(68.106, 34053, 50000)"
16,66.41,"(68.494, 34247, 50000)"
17,61.06,"(69.33, 34665, 50000)"
18,65.6,"(69.772, 34886, 50000)"
19,60.49,"(70.322, 35161, 50000)"
20,66.94,"(70.564, 35282, 50000)"
21,65.19,"(71.05, 35525, 50000)"
22,66.04,"(71.424, 35712, 50000)"
23,69.13,"(71.96, 35980, 50000)"
24,71.42,"(72.35, 36175, 50000)"
25,67.74,"(72.624, 36312, 50000)"
26,65.79,"(72.36, 36180, 50000)"
27,68.18,"(73.46, 36730, 50000)"
28,68.1,"(73.68, 36840, 50000)"
29,69.77,"(73.522, 36761, 50000)"
30,67.62,"(74.246, 37123, 50000)"
31,66.48,"(74.192, 37096, 50000)"
32,68.36,"(74.576, 37288, 50000)"
33,71.9,"(74.842, 37421, 50000)"
34,73.68,"(74.922, 37461, 50000)"
35,67.52,"(75.158, 37579, 50000)"
36,71.07,"(75.434, 37717, 50000)"
37,71.83,"(75.792, 37896, 50000)"
38,70.59,"(76.246, 38123, 50000)"
39,73.18,"(76.152, 38076, 50000)"
40,75.99,"(76.692, 38346, 50000)"
41,71.35,"(76.292, 38146, 50000)"
42,74.08,"(76.988, 38494, 50000)"
43,71.85,"(77.164, 38582, 50000)"
44,75.69,"(77.742, 38871, 50000)"
45,72.07,"(77.532, 38766, 50000)"
46,77.03,"(77.974, 38987, 50000)"
47,70.64,"(78.198, 39099, 50000)"
48,73.83,"(78.556, 39278, 50000)"
49,76.15,"(78.992, 39496, 50000)"
50,75.88,"(79.0, 39500, 50000)"
51,72.74,"(79.112, 39556, 50000)"
52,73.81,"(79.518, 39759, 50000)"
53,76.86,"(79.906, 39953, 50000)"
54,79.55,"(80.326, 40163, 50000)"
55,77.69,"(80.38, 40190, 50000)"
56,77.09,"(80.64, 40320, 50000)"
57,76.52,"(80.942, 40471, 50000)"
58,77.85,"(81.046, 40523, 50000)"
59,78.36,"(81.922, 40961, 50000)"
60,79.04,"(81.958, 40979, 50000)"
61,80.22,"(82.372, 41186, 50000)"
62,80.17,"(82.526, 41263, 50000)"
63,80.58,"(82.974, 41487, 50000)"
64,81.53,"(83.24, 41620, 50000)"
65,79.61,"(83.594, 41797, 50000)"
66,81.7,"(84.06, 42030, 50000)"
67,83.19,"(84.506, 42253, 50000)"
68,83.58,"(84.624, 42312, 50000)"
69,81.73,"(85.232, 42616, 50000)"
70,81.94,"(85.382, 42691, 50000)"
71,84.61,"(85.636, 42818, 50000)"
72,84.42,"(86.174, 43087, 50000)"
73,84.23,"(86.56, 43280, 50000)"
74,84.05,"(87.158, 43579, 50000)"
75,83.41,"(87.44, 43720, 50000)"
76,84.4,"(87.926, 43963, 50000)"
77,82.65,"(88.266, 44133, 50000)"
78,85.68,"(88.748, 44374, 50000)"
79,85.62,"(89.338, 44669, 50000)"
80,85.74,"(89.818, 44909, 50000)"
81,84.7,"(90.154, 45077, 50000)"
82,85.64,"(90.506, 45253, 50000)"
83,86.16,"(91.128, 45564, 50000)"
84,86.29,"(91.752, 45876, 50000)"
85,87.56,"(92.118, 46059, 50000)"
86,88.05,"(92.71, 46355, 50000)"
87,88.17,"(93.134, 46567, 50000)"
88,88.53,"(93.618, 46809, 50000)"
89,88.24,"(94.204, 47102, 50000)"
90,88.82,"(94.536, 47268, 50000)"
91,89.01,"(94.916, 47458, 50000)"
92,89.42,"(95.248, 47624, 50000)"
93,89.41,"(95.624, 47812, 50000)"
94,89.73,"(96.038, 48019, 50000)"
95,89.63,"(96.062, 48031, 50000)"
96,89.7,"(96.326, 48163, 50000)"
97,89.81,"(96.51, 48255, 50000)"
98,89.81,"(96.58, 48290, 50000)"
99,89.75,"(96.67, 48335, 50000)"
