;Epoch;test_accuracy;train-saturation_features-0;train-saturation_features-4;train-saturation_features-8;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-31;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_classifier;eval-saturation_features-0;eval-saturation_features-4;eval-saturation_features-8;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-31;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_classifier
0;0;43.5;0.125;0.75;0.78125;0.8359375;0.39453125;0.20703125;0.078125;0.05078125;0.009765625;0.0234375;0.02734375;0.029296875;0.029296875;0.029296875;0.02734375;0.021484375;0.4;0.140625;0.75;0.7734375;0.828125;0.40234375;0.19921875;0.0703125;0.05078125;0.009765625;0.0234375;0.02734375;0.029296875;0.029296875;0.02734375;0.025390625;0.01953125;0.4
1;1;53.49;0.140625;0.75;0.8125;0.859375;0.42578125;0.23828125;0.0859375;0.0625;0.009765625;0.025390625;0.02734375;0.03125;0.03125;0.033203125;0.033203125;0.025390625;0.5;0.140625;0.75;0.8046875;0.8359375;0.421875;0.21875;0.08203125;0.0625;0.009765625;0.0234375;0.02734375;0.03125;0.029296875;0.03125;0.029296875;0.0234375;0.4
2;2;58.52;0.140625;0.75;0.8125;0.859375;0.44921875;0.265625;0.1015625;0.07421875;0.01171875;0.02734375;0.029296875;0.03125;0.033203125;0.033203125;0.033203125;0.02734375;0.5;0.140625;0.75;0.796875;0.8359375;0.43359375;0.2421875;0.09375;0.07421875;0.01171875;0.025390625;0.029296875;0.03125;0.03125;0.03125;0.03125;0.025390625;0.5
3;3;63.76;0.140625;0.75;0.8046875;0.859375;0.4609375;0.27734375;0.10546875;0.07421875;0.01171875;0.02734375;0.029296875;0.03125;0.033203125;0.033203125;0.033203125;0.02734375;0.5;0.15625;0.75;0.7890625;0.8359375;0.46484375;0.26953125;0.1015625;0.07421875;0.01171875;0.02734375;0.029296875;0.029296875;0.03125;0.033203125;0.03125;0.02734375;0.6
4;4;63.16;0.15625;0.75;0.8125;0.859375;0.48046875;0.30078125;0.1171875;0.078125;0.01171875;0.025390625;0.025390625;0.02734375;0.02734375;0.029296875;0.029296875;0.0234375;0.6;0.15625;0.75;0.8046875;0.84375;0.4765625;0.2890625;0.109375;0.07421875;0.01171875;0.021484375;0.025390625;0.02734375;0.02734375;0.029296875;0.029296875;0.025390625;0.6
5;5;65.85;0.15625;0.765625;0.8125;0.859375;0.5;0.32421875;0.12109375;0.08203125;0.013671875;0.025390625;0.025390625;0.025390625;0.02734375;0.02734375;0.02734375;0.0234375;0.6;0.15625;0.75;0.8046875;0.84375;0.5;0.3125;0.1171875;0.08203125;0.01171875;0.0234375;0.025390625;0.02734375;0.029296875;0.029296875;0.029296875;0.025390625;0.6
6;6;67.09;0.140625;0.75;0.8125;0.859375;0.5078125;0.3359375;0.125;0.08203125;0.013671875;0.0234375;0.0234375;0.025390625;0.02734375;0.02734375;0.029296875;0.025390625;0.6;0.15625;0.75;0.796875;0.84375;0.50390625;0.3203125;0.1171875;0.08203125;0.013671875;0.0234375;0.025390625;0.025390625;0.02734375;0.02734375;0.029296875;0.025390625;0.6
7;7;67.43;0.15625;0.765625;0.8203125;0.859375;0.51171875;0.33984375;0.1328125;0.08984375;0.013671875;0.025390625;0.025390625;0.02734375;0.02734375;0.029296875;0.029296875;0.02734375;0.6;0.15625;0.765625;0.8046875;0.84375;0.5078125;0.32421875;0.12109375;0.0859375;0.013671875;0.0234375;0.025390625;0.02734375;0.02734375;0.02734375;0.029296875;0.025390625;0.6
8;8;71.29;0.15625;0.765625;0.8125;0.859375;0.51171875;0.34765625;0.13671875;0.09375;0.013671875;0.0234375;0.0234375;0.025390625;0.025390625;0.02734375;0.02734375;0.025390625;0.6;0.15625;0.765625;0.796875;0.84375;0.51953125;0.34765625;0.13671875;0.08984375;0.013671875;0.025390625;0.025390625;0.02734375;0.02734375;0.029296875;0.029296875;0.02734375;0.6
9;9;70.79;0.15625;0.765625;0.8125;0.8515625;0.515625;0.359375;0.14453125;0.08984375;0.013671875;0.02734375;0.02734375;0.02734375;0.029296875;0.03125;0.03125;0.029296875;0.7;0.15625;0.765625;0.796875;0.84375;0.52734375;0.35546875;0.140625;0.09375;0.013671875;0.0234375;0.0234375;0.025390625;0.025390625;0.02734375;0.029296875;0.02734375;0.6
