Epoch,test accuracy,training accuracy
0,33.03,"(22.478, 11239, 50000)"
1,43.04,"(36.948, 18474, 50000)"
2,50.39,"(46.528, 23264, 50000)"
3,50.96,"(53.676, 26838, 50000)"
4,62.48,"(59.574, 29787, 50000)"
5,56.54,"(63.852, 31926, 50000)"
6,65.58,"(67.19, 33595, 50000)"
7,67.59,"(69.682, 34841, 50000)"
8,69.82,"(71.648, 35824, 50000)"
9,71.78,"(73.142, 36571, 50000)"
10,74.02,"(74.758, 37379, 50000)"
11,72.09,"(76.376, 38188, 50000)"
12,74.61,"(77.474, 38737, 50000)"
13,70.98,"(78.778, 39389, 50000)"
14,75.76,"(79.746, 39873, 50000)"
15,78.25,"(80.84, 40420, 50000)"
16,78.77,"(81.766, 40883, 50000)"
17,75.19,"(82.466, 41233, 50000)"
18,78.23,"(83.282, 41641, 50000)"
19,78.44,"(83.97, 41985, 50000)"
20,80.89,"(84.678, 42339, 50000)"
21,78.48,"(85.082, 42541, 50000)"
22,80.2,"(85.644, 42822, 50000)"
23,78.29,"(85.932, 42966, 50000)"
24,84.68,"(86.448, 43224, 50000)"
25,78.85,"(86.958, 43479, 50000)"
26,80.72,"(86.97, 43485, 50000)"
27,83.51,"(87.404, 43702, 50000)"
28,82.17,"(88.104, 44052, 50000)"
29,80.97,"(88.124, 44062, 50000)"
30,84.3,"(88.43, 44215, 50000)"
31,83.29,"(88.904, 44452, 50000)"
32,85.45,"(89.118, 44559, 50000)"
33,78.07,"(89.344, 44672, 50000)"
34,84.13,"(89.542, 44771, 50000)"
35,83.36,"(89.674, 44837, 50000)"
36,84.26,"(90.184, 45092, 50000)"
37,85.86,"(90.358, 45179, 50000)"
38,84.01,"(90.586, 45293, 50000)"
39,85.87,"(90.676, 45338, 50000)"
40,85.13,"(90.93, 45465, 50000)"
41,83.93,"(91.3, 45650, 50000)"
42,85.49,"(91.56, 45780, 50000)"
43,84.19,"(91.728, 45864, 50000)"
44,86.55,"(92.074, 46037, 50000)"
45,88.55,"(92.614, 46307, 50000)"
46,86.29,"(92.218, 46109, 50000)"
47,88.12,"(92.562, 46281, 50000)"
48,86.71,"(92.748, 46374, 50000)"
49,88.63,"(93.174, 46587, 50000)"
50,88.42,"(93.412, 46706, 50000)"
51,88.07,"(93.52, 46760, 50000)"
52,89.44,"(93.906, 46953, 50000)"
53,89.33,"(93.938, 46969, 50000)"
54,87.79,"(94.376, 47188, 50000)"
55,88.38,"(94.51, 47255, 50000)"
56,89.95,"(94.838, 47419, 50000)"
57,89.05,"(95.088, 47544, 50000)"
58,89.52,"(95.34, 47670, 50000)"
59,88.63,"(95.656, 47828, 50000)"
60,89.39,"(95.728, 47864, 50000)"
61,90.44,"(95.932, 47966, 50000)"
62,89.43,"(96.184, 48092, 50000)"
63,90.35,"(96.306, 48153, 50000)"
64,90.44,"(96.966, 48483, 50000)"
65,91.28,"(96.824, 48412, 50000)"
66,89.8,"(97.344, 48672, 50000)"
67,91.15,"(97.342, 48671, 50000)"
68,91.37,"(97.746, 48873, 50000)"
69,91.04,"(98.004, 49002, 50000)"
70,92.09,"(98.136, 49068, 50000)"
71,91.56,"(98.198, 49099, 50000)"
72,91.82,"(98.578, 49289, 50000)"
73,92.64,"(98.674, 49337, 50000)"
74,92.39,"(98.912, 49456, 50000)"
75,92.12,"(98.934, 49467, 50000)"
76,93.08,"(99.244, 49622, 50000)"
77,93.0,"(99.432, 49716, 50000)"
78,93.17,"(99.562, 49781, 50000)"
79,93.59,"(99.608, 49804, 50000)"
80,93.86,"(99.696, 49848, 50000)"
81,93.39,"(99.744, 49872, 50000)"
82,94.0,"(99.816, 49908, 50000)"
83,94.02,"(99.852, 49926, 50000)"
84,93.95,"(99.876, 49938, 50000)"
85,94.25,"(99.89, 49945, 50000)"
86,94.32,"(99.954, 49977, 50000)"
87,94.32,"(99.926, 49963, 50000)"
88,94.4,"(99.96, 49980, 50000)"
89,94.32,"(99.954, 49977, 50000)"
90,94.35,"(99.962, 49981, 50000)"
91,94.53,"(99.956, 49978, 50000)"
92,94.42,"(99.972, 49986, 50000)"
93,94.5,"(99.962, 49981, 50000)"
94,94.59,"(99.952, 49976, 50000)"
95,94.56,"(99.976, 49988, 50000)"
96,94.55,"(99.972, 49986, 50000)"
97,94.51,"(99.98, 49990, 50000)"
98,94.49,"(99.97, 49985, 50000)"
99,94.48,"(99.98, 49990, 50000)"
