Epoch,test accuracy,training accuracy
0,23.67,"(15.602, 7801, 50000)"
1,36.52,"(27.964, 13982, 50000)"
2,41.79,"(35.336, 17668, 50000)"
3,45.59,"(40.06, 20030, 50000)"
4,49.01,"(44.962, 22481, 50000)"
5,53.77,"(49.336, 24668, 50000)"
6,54.32,"(52.924, 26462, 50000)"
7,57.21,"(56.062, 28031, 50000)"
8,63.03,"(58.658, 29329, 50000)"
9,60.82,"(60.728, 30364, 50000)"
10,60.35,"(62.338, 31169, 50000)"
11,66.45,"(63.902, 31951, 50000)"
12,66.37,"(65.548, 32774, 50000)"
13,68.26,"(66.46, 33230, 50000)"
14,69.15,"(67.66, 33830, 50000)"
15,66.05,"(68.422, 34211, 50000)"
16,69.5,"(69.164, 34582, 50000)"
17,68.77,"(69.996, 34998, 50000)"
18,68.97,"(70.462, 35231, 50000)"
19,67.08,"(67.87, 33935, 50000)"
20,72.81,"(70.73, 35365, 50000)"
21,72.91,"(73.05, 36525, 50000)"
22,71.61,"(74.156, 37078, 50000)"
23,72.3,"(75.248, 37624, 50000)"
24,75.86,"(76.26, 38130, 50000)"
25,73.4,"(76.868, 38434, 50000)"
26,74.49,"(77.448, 38724, 50000)"
27,76.89,"(77.986, 38993, 50000)"
28,75.77,"(78.274, 39137, 50000)"
29,78.72,"(78.694, 39347, 50000)"
30,77.17,"(79.03, 39515, 50000)"
31,78.96,"(79.356, 39678, 50000)"
32,77.87,"(79.724, 39862, 50000)"
33,79.29,"(80.364, 40182, 50000)"
34,78.17,"(80.856, 40428, 50000)"
35,78.44,"(80.91, 40455, 50000)"
36,78.67,"(81.076, 40538, 50000)"
37,80.58,"(81.618, 40809, 50000)"
38,79.64,"(81.89, 40945, 50000)"
39,79.88,"(82.144, 41072, 50000)"
40,79.35,"(82.448, 41224, 50000)"
41,78.55,"(82.752, 41376, 50000)"
42,80.74,"(83.192, 41596, 50000)"
43,81.99,"(83.19, 41595, 50000)"
44,82.01,"(83.376, 41688, 50000)"
45,81.82,"(83.894, 41947, 50000)"
46,81.77,"(84.024, 42012, 50000)"
47,82.65,"(84.432, 42216, 50000)"
48,78.29,"(84.688, 42344, 50000)"
49,81.57,"(84.966, 42483, 50000)"
50,83.19,"(85.366, 42683, 50000)"
51,82.09,"(85.544, 42772, 50000)"
52,81.44,"(86.076, 43038, 50000)"
53,83.73,"(86.026, 43013, 50000)"
54,83.11,"(86.634, 43317, 50000)"
55,83.4,"(86.778, 43389, 50000)"
56,84.06,"(86.764, 43382, 50000)"
57,83.19,"(87.456, 43728, 50000)"
58,83.93,"(87.668, 43834, 50000)"
59,84.9,"(87.84, 43920, 50000)"
60,83.8,"(88.278, 44139, 50000)"
61,83.96,"(88.394, 44197, 50000)"
62,84.19,"(88.636, 44318, 50000)"
63,84.43,"(89.268, 44634, 50000)"
64,84.46,"(89.324, 44662, 50000)"
65,84.91,"(89.536, 44768, 50000)"
66,85.72,"(90.058, 45029, 50000)"
67,85.54,"(90.84, 45420, 50000)"
68,86.44,"(90.624, 45312, 50000)"
69,86.35,"(91.144, 45572, 50000)"
70,86.32,"(91.378, 45689, 50000)"
71,86.89,"(91.758, 45879, 50000)"
72,86.93,"(92.11, 46055, 50000)"
73,87.31,"(92.438, 46219, 50000)"
74,86.7,"(93.166, 46583, 50000)"
75,87.19,"(93.196, 46598, 50000)"
76,87.5,"(93.702, 46851, 50000)"
77,87.27,"(93.874, 46937, 50000)"
78,87.6,"(94.346, 47173, 50000)"
79,87.47,"(94.708, 47354, 50000)"
80,88.31,"(94.904, 47452, 50000)"
81,88.16,"(95.444, 47722, 50000)"
82,88.26,"(95.794, 47897, 50000)"
83,88.45,"(96.122, 48061, 50000)"
84,88.37,"(96.224, 48112, 50000)"
85,89.09,"(96.522, 48261, 50000)"
86,89.18,"(96.918, 48459, 50000)"
87,89.11,"(97.118, 48559, 50000)"
88,89.14,"(97.484, 48742, 50000)"
89,89.29,"(97.612, 48806, 50000)"
90,89.64,"(97.86, 48930, 50000)"
91,89.38,"(97.888, 48944, 50000)"
92,89.38,"(98.132, 49066, 50000)"
93,89.5,"(98.156, 49078, 50000)"
94,89.35,"(98.244, 49122, 50000)"
95,89.48,"(98.318, 49159, 50000)"
96,89.56,"(98.32, 49160, 50000)"
97,89.51,"(98.496, 49248, 50000)"
98,89.56,"(98.484, 49242, 50000)"
99,89.46,"(98.428, 49214, 50000)"
