Epoch,test accuracy,training accuracy
0,15.57,"(15.316, 7658, 50000)"
1,32.61,"(24.93, 12465, 50000)"
2,33.3,"(33.634, 16817, 50000)"
3,44.69,"(39.956, 19978, 50000)"
4,46.64,"(45.794, 22897, 50000)"
5,53.15,"(49.358, 24679, 50000)"
6,54.48,"(52.02, 26010, 50000)"
7,51.65,"(55.03, 27515, 50000)"
8,55.56,"(56.638, 28319, 50000)"
9,58.44,"(59.698, 29849, 50000)"
10,60.47,"(61.976, 30988, 50000)"
11,57.28,"(63.882, 31941, 50000)"
12,60.11,"(65.36, 32680, 50000)"
13,59.77,"(66.7, 33350, 50000)"
14,65.18,"(66.998, 33499, 50000)"
15,66.57,"(68.28, 34140, 50000)"
16,66.68,"(68.9, 34450, 50000)"
17,66.3,"(69.702, 34851, 50000)"
18,66.88,"(69.868, 34934, 50000)"
19,67.34,"(70.384, 35192, 50000)"
20,70.44,"(71.054, 35527, 50000)"
21,65.32,"(71.452, 35726, 50000)"
22,67.52,"(71.658, 35829, 50000)"
23,70.88,"(72.182, 36091, 50000)"
24,68.39,"(72.654, 36327, 50000)"
25,65.48,"(72.898, 36449, 50000)"
26,72.21,"(73.042, 36521, 50000)"
27,66.0,"(73.516, 36758, 50000)"
28,70.42,"(73.45, 36725, 50000)"
29,74.2,"(73.87, 36935, 50000)"
30,70.82,"(74.072, 37036, 50000)"
31,72.84,"(74.71, 37355, 50000)"
32,66.0,"(74.812, 37406, 50000)"
33,73.03,"(75.166, 37583, 50000)"
34,71.5,"(75.186, 37593, 50000)"
35,72.67,"(75.498, 37749, 50000)"
36,73.2,"(75.498, 37749, 50000)"
37,72.2,"(75.98, 37990, 50000)"
38,75.96,"(75.996, 37998, 50000)"
39,74.27,"(76.422, 38211, 50000)"
40,75.44,"(76.642, 38321, 50000)"
41,77.51,"(77.014, 38507, 50000)"
42,75.69,"(77.252, 38626, 50000)"
43,71.74,"(77.406, 38703, 50000)"
44,75.23,"(77.72, 38860, 50000)"
45,74.85,"(77.568, 38784, 50000)"
46,73.7,"(78.39, 39195, 50000)"
47,75.59,"(78.928, 39464, 50000)"
48,67.73,"(78.648, 39324, 50000)"
49,76.18,"(79.308, 39654, 50000)"
50,71.89,"(79.064, 39532, 50000)"
51,76.44,"(79.66, 39830, 50000)"
52,76.6,"(80.102, 40051, 50000)"
53,74.61,"(80.098, 40049, 50000)"
54,80.16,"(80.594, 40297, 50000)"
55,76.9,"(80.844, 40422, 50000)"
56,78.42,"(81.032, 40516, 50000)"
57,79.29,"(81.372, 40686, 50000)"
58,80.37,"(81.764, 40882, 50000)"
59,78.7,"(82.144, 41072, 50000)"
60,78.16,"(82.462, 41231, 50000)"
61,74.93,"(82.556, 41278, 50000)"
62,80.92,"(82.92, 41460, 50000)"
63,80.27,"(83.474, 41737, 50000)"
64,78.05,"(83.658, 41829, 50000)"
65,80.81,"(84.182, 42091, 50000)"
66,81.14,"(84.448, 42224, 50000)"
67,79.97,"(84.504, 42252, 50000)"
68,82.92,"(85.244, 42622, 50000)"
69,82.11,"(85.624, 42812, 50000)"
70,80.7,"(85.862, 42931, 50000)"
71,82.83,"(86.21, 43105, 50000)"
72,83.44,"(86.52, 43260, 50000)"
73,84.6,"(87.086, 43543, 50000)"
74,83.92,"(87.528, 43764, 50000)"
75,83.86,"(87.73, 43865, 50000)"
76,85.11,"(88.458, 44229, 50000)"
77,84.04,"(88.756, 44378, 50000)"
78,85.83,"(89.164, 44582, 50000)"
79,85.28,"(89.79, 44895, 50000)"
80,85.16,"(90.034, 45017, 50000)"
81,85.79,"(90.726, 45363, 50000)"
82,87.41,"(91.188, 45594, 50000)"
83,86.65,"(91.766, 45883, 50000)"
84,87.38,"(92.032, 46016, 50000)"
85,87.14,"(92.608, 46304, 50000)"
86,87.47,"(92.96, 46480, 50000)"
87,88.04,"(93.62, 46810, 50000)"
88,88.5,"(94.032, 47016, 50000)"
89,88.58,"(94.522, 47261, 50000)"
90,88.76,"(94.87, 47435, 50000)"
91,88.98,"(95.464, 47732, 50000)"
92,89.28,"(95.748, 47874, 50000)"
93,89.16,"(96.106, 48053, 50000)"
94,89.16,"(96.296, 48148, 50000)"
95,89.05,"(96.682, 48341, 50000)"
96,89.39,"(96.732, 48366, 50000)"
97,89.41,"(96.904, 48452, 50000)"
98,89.48,"(96.86, 48430, 50000)"
99,89.62,"(96.93, 48465, 50000)"
