Epoch,test accuracy,training accuracy
0,35.11,"(27.268, 13634, 50000)"
1,42.43,"(33.748, 16874, 50000)"
2,44.06,"(37.594, 18797, 50000)"
3,46.25,"(38.834, 19417, 50000)"
4,48.46,"(44.362, 22181, 50000)"
5,48.96,"(46.788, 23394, 50000)"
6,55.31,"(50.106, 25053, 50000)"
7,50.81,"(46.06, 23030, 50000)"
8,39.57,"(31.234, 15617, 50000)"
9,46.39,"(40.226, 20113, 50000)"
10,50.24,"(45.994, 22997, 50000)"
11,49.89,"(47.978, 23989, 50000)"
12,53.88,"(49.46, 24730, 50000)"
13,53.99,"(52.048, 26024, 50000)"
14,55.98,"(52.832, 26416, 50000)"
15,54.5,"(51.168, 25584, 50000)"
16,52.53,"(51.458, 25729, 50000)"
17,54.4,"(51.808, 25904, 50000)"
18,57.1,"(54.242, 27121, 50000)"
19,58.0,"(57.552, 28776, 50000)"
20,59.21,"(57.274, 28637, 50000)"
21,62.22,"(59.106, 29553, 50000)"
22,61.18,"(60.92, 30460, 50000)"
23,62.17,"(61.59, 30795, 50000)"
24,62.63,"(58.312, 29156, 50000)"
25,64.54,"(61.998, 30999, 50000)"
26,63.59,"(63.592, 31796, 50000)"
27,65.78,"(63.042, 31521, 50000)"
28,65.4,"(59.254, 29627, 50000)"
29,66.49,"(64.722, 32361, 50000)"
30,66.03,"(66.676, 33338, 50000)"
31,68.12,"(67.678, 33839, 50000)"
32,69.78,"(68.504, 34252, 50000)"
33,69.88,"(69.564, 34782, 50000)"
34,69.99,"(69.92, 34960, 50000)"
35,71.42,"(71.064, 35532, 50000)"
36,71.12,"(72.172, 36086, 50000)"
37,72.44,"(72.49, 36245, 50000)"
38,72.35,"(73.63, 36815, 50000)"
39,70.42,"(73.878, 36939, 50000)"
40,72.86,"(74.21, 37105, 50000)"
41,73.68,"(74.926, 37463, 50000)"
42,72.91,"(75.566, 37783, 50000)"
43,74.24,"(76.334, 38167, 50000)"
44,74.96,"(77.028, 38514, 50000)"
45,74.15,"(77.51, 38755, 50000)"
46,74.93,"(78.116, 39058, 50000)"
47,75.32,"(78.522, 39261, 50000)"
48,75.15,"(78.98, 39490, 50000)"
49,75.56,"(79.54, 39770, 50000)"
50,77.15,"(80.05, 40025, 50000)"
51,76.44,"(80.558, 40279, 50000)"
52,76.02,"(81.102, 40551, 50000)"
53,76.32,"(81.774, 40887, 50000)"
54,77.15,"(82.106, 41053, 50000)"
55,77.37,"(83.032, 41516, 50000)"
56,77.58,"(83.428, 41714, 50000)"
57,77.01,"(84.018, 42009, 50000)"
58,77.56,"(84.164, 42082, 50000)"
59,77.71,"(84.866, 42433, 50000)"
60,78.31,"(85.22, 42610, 50000)"
61,78.04,"(85.834, 42917, 50000)"
62,78.26,"(86.472, 43236, 50000)"
63,78.57,"(87.02, 43510, 50000)"
64,78.86,"(87.434, 43717, 50000)"
65,79.43,"(87.774, 43887, 50000)"
66,78.57,"(88.262, 44131, 50000)"
67,78.8,"(88.758, 44379, 50000)"
68,79.15,"(89.432, 44716, 50000)"
69,79.16,"(89.874, 44937, 50000)"
70,79.27,"(90.328, 45164, 50000)"
71,79.16,"(90.754, 45377, 50000)"
72,79.12,"(91.272, 45636, 50000)"
73,79.71,"(91.778, 45889, 50000)"
74,79.43,"(91.996, 45998, 50000)"
75,79.68,"(92.6, 46300, 50000)"
76,79.55,"(92.994, 46497, 50000)"
77,79.66,"(93.176, 46588, 50000)"
78,79.69,"(93.786, 46893, 50000)"
79,79.63,"(94.124, 47062, 50000)"
80,79.69,"(94.386, 47193, 50000)"
81,79.42,"(94.83, 47415, 50000)"
82,79.54,"(95.248, 47624, 50000)"
83,79.89,"(95.582, 47791, 50000)"
84,79.57,"(95.562, 47781, 50000)"
85,79.37,"(95.946, 47973, 50000)"
86,79.42,"(96.43, 48215, 50000)"
87,79.78,"(96.388, 48194, 50000)"
88,79.61,"(96.73, 48365, 50000)"
89,79.9,"(96.894, 48447, 50000)"
90,79.77,"(97.142, 48571, 50000)"
91,79.77,"(97.172, 48586, 50000)"
92,79.96,"(97.384, 48692, 50000)"
93,80.0,"(97.386, 48693, 50000)"
94,80.22,"(97.478, 48739, 50000)"
95,80.34,"(97.698, 48849, 50000)"
96,80.33,"(97.602, 48801, 50000)"
97,80.28,"(97.716, 48858, 50000)"
98,80.12,"(97.772, 48886, 50000)"
99,80.12,"(97.712, 48856, 50000)"
