Epoch,test accuracy,training accuracy
0,51.95,"(47.366, 23683, 50000)"
1,68.03,"(65.984, 32992, 50000)"
2,71.91,"(72.66, 36330, 50000)"
3,78.12,"(77.004, 38502, 50000)"
4,78.92,"(79.682, 39841, 50000)"
5,81.49,"(81.538, 40769, 50000)"
6,82.12,"(83.262, 41631, 50000)"
7,81.23,"(84.538, 42269, 50000)"
8,85.58,"(85.492, 42746, 50000)"
9,85.43,"(86.634, 43317, 50000)"
10,85.23,"(87.334, 43667, 50000)"
11,85.99,"(88.176, 44088, 50000)"
12,84.63,"(88.978, 44489, 50000)"
13,85.89,"(89.474, 44737, 50000)"
14,86.93,"(89.998, 44999, 50000)"
15,87.49,"(90.482, 45241, 50000)"
16,87.35,"(91.022, 45511, 50000)"
17,87.52,"(91.62, 45810, 50000)"
18,86.76,"(91.894, 45947, 50000)"
19,88.02,"(92.076, 46038, 50000)"
20,85.77,"(92.64, 46320, 50000)"
21,88.1,"(92.758, 46379, 50000)"
22,88.37,"(93.45, 46725, 50000)"
23,88.22,"(93.704, 46852, 50000)"
24,88.07,"(94.156, 47078, 50000)"
25,88.17,"(94.246, 47123, 50000)"
26,89.03,"(94.5, 47250, 50000)"
27,88.13,"(94.668, 47334, 50000)"
28,89.35,"(95.01, 47505, 50000)"
29,88.85,"(95.138, 47569, 50000)"
30,89.21,"(95.6, 47800, 50000)"
31,88.75,"(95.668, 47834, 50000)"
32,89.07,"(95.824, 47912, 50000)"
33,88.57,"(96.104, 48052, 50000)"
34,89.28,"(96.202, 48101, 50000)"
35,89.74,"(96.392, 48196, 50000)"
36,89.77,"(96.636, 48318, 50000)"
37,90.35,"(96.732, 48366, 50000)"
38,89.23,"(96.892, 48446, 50000)"
39,89.76,"(97.094, 48547, 50000)"
40,89.61,"(97.38, 48690, 50000)"
41,89.23,"(97.272, 48636, 50000)"
42,90.26,"(97.44, 48720, 50000)"
43,90.08,"(97.514, 48757, 50000)"
44,90.3,"(97.744, 48872, 50000)"
45,90.04,"(98.044, 49022, 50000)"
46,90.02,"(98.204, 49102, 50000)"
47,89.91,"(98.128, 49064, 50000)"
48,90.33,"(98.212, 49106, 50000)"
49,90.57,"(98.3, 49150, 50000)"
50,90.7,"(98.494, 49247, 50000)"
51,89.86,"(98.364, 49182, 50000)"
52,90.62,"(98.53, 49265, 50000)"
53,90.23,"(98.776, 49388, 50000)"
54,90.66,"(98.846, 49423, 50000)"
55,91.08,"(98.89, 49445, 50000)"
56,90.76,"(98.93, 49465, 50000)"
57,90.73,"(99.002, 49501, 50000)"
58,90.7,"(99.078, 49539, 50000)"
59,91.2,"(99.096, 49548, 50000)"
60,91.1,"(99.274, 49637, 50000)"
61,91.38,"(99.352, 49676, 50000)"
62,91.46,"(99.39, 49695, 50000)"
63,91.28,"(99.418, 49709, 50000)"
64,91.24,"(99.542, 49771, 50000)"
65,91.56,"(99.492, 49746, 50000)"
66,91.78,"(99.642, 49821, 50000)"
67,91.86,"(99.59, 49795, 50000)"
68,91.74,"(99.618, 49809, 50000)"
69,92.04,"(99.7, 49850, 50000)"
70,91.88,"(99.71, 49855, 50000)"
71,91.45,"(99.738, 49869, 50000)"
72,92.09,"(99.72, 49860, 50000)"
73,92.09,"(99.782, 49891, 50000)"
74,92.21,"(99.838, 49919, 50000)"
75,91.98,"(99.818, 49909, 50000)"
76,91.87,"(99.874, 49937, 50000)"
77,92.07,"(99.86, 49930, 50000)"
78,92.16,"(99.884, 49942, 50000)"
79,92.08,"(99.91, 49955, 50000)"
80,92.14,"(99.906, 49953, 50000)"
81,92.24,"(99.93, 49965, 50000)"
82,92.29,"(99.934, 49967, 50000)"
83,92.27,"(99.936, 49968, 50000)"
84,92.24,"(99.938, 49969, 50000)"
85,92.29,"(99.946, 49973, 50000)"
86,92.17,"(99.956, 49978, 50000)"
87,92.24,"(99.936, 49968, 50000)"
88,92.26,"(99.954, 49977, 50000)"
89,92.37,"(99.968, 49984, 50000)"
90,92.32,"(99.942, 49971, 50000)"
91,92.46,"(99.966, 49983, 50000)"
92,92.4,"(99.952, 49976, 50000)"
93,92.42,"(99.964, 49982, 50000)"
94,92.45,"(99.968, 49984, 50000)"
95,92.42,"(99.962, 49981, 50000)"
96,92.47,"(99.956, 49978, 50000)"
97,92.44,"(99.964, 49982, 50000)"
98,92.39,"(99.962, 49981, 50000)"
99,92.39,"(99.958, 49979, 50000)"
