Epoch,test accuracy,training accuracy
0,45.63,"(37.186, 18593, 50000)"
1,61.31,"(55.432, 27716, 50000)"
2,64.89,"(64.638, 32319, 50000)"
3,66.74,"(69.976, 34988, 50000)"
4,71.8,"(73.942, 36971, 50000)"
5,75.28,"(77.698, 38849, 50000)"
6,76.08,"(80.526, 40263, 50000)"
7,81.07,"(82.382, 41191, 50000)"
8,79.82,"(83.838, 41919, 50000)"
9,82.94,"(85.558, 42779, 50000)"
10,83.54,"(86.324, 43162, 50000)"
11,82.64,"(87.552, 43776, 50000)"
12,84.5,"(88.194, 44097, 50000)"
13,84.88,"(89.226, 44613, 50000)"
14,85.73,"(90.006, 45003, 50000)"
15,85.85,"(90.62, 45310, 50000)"
16,86.16,"(90.992, 45496, 50000)"
17,84.42,"(91.758, 45879, 50000)"
18,85.67,"(92.008, 46004, 50000)"
19,86.49,"(92.842, 46421, 50000)"
20,87.03,"(93.03, 46515, 50000)"
21,87.64,"(93.554, 46777, 50000)"
22,87.26,"(94.0, 47000, 50000)"
23,87.48,"(94.37, 47185, 50000)"
24,87.2,"(94.848, 47424, 50000)"
25,87.8,"(95.116, 47558, 50000)"
26,87.72,"(95.524, 47762, 50000)"
27,87.41,"(95.866, 47933, 50000)"
28,88.85,"(95.89, 47945, 50000)"
29,88.68,"(96.1, 48050, 50000)"
30,88.53,"(96.312, 48156, 50000)"
31,88.92,"(96.74, 48370, 50000)"
32,89.32,"(96.916, 48458, 50000)"
33,89.19,"(97.272, 48636, 50000)"
34,88.13,"(97.3, 48650, 50000)"
35,88.72,"(97.432, 48716, 50000)"
36,87.37,"(97.334, 48667, 50000)"
37,90.05,"(97.936, 48968, 50000)"
38,88.81,"(97.994, 48997, 50000)"
39,89.67,"(98.144, 49072, 50000)"
40,88.74,"(98.294, 49147, 50000)"
41,89.77,"(98.35, 49175, 50000)"
42,89.99,"(98.554, 49277, 50000)"
43,90.05,"(98.832, 49416, 50000)"
44,90.3,"(98.696, 49348, 50000)"
45,89.61,"(98.956, 49478, 50000)"
46,90.29,"(98.728, 49364, 50000)"
47,89.55,"(98.992, 49496, 50000)"
48,90.64,"(99.154, 49577, 50000)"
49,90.31,"(99.196, 49598, 50000)"
50,90.85,"(99.302, 49651, 50000)"
51,90.44,"(99.332, 49666, 50000)"
52,90.79,"(99.384, 49692, 50000)"
53,91.03,"(99.442, 49721, 50000)"
54,90.79,"(99.598, 49799, 50000)"
55,90.96,"(99.602, 49801, 50000)"
56,91.12,"(99.626, 49813, 50000)"
57,91.21,"(99.674, 49837, 50000)"
58,91.09,"(99.712, 49856, 50000)"
59,91.02,"(99.69, 49845, 50000)"
60,91.62,"(99.82, 49910, 50000)"
61,91.27,"(99.828, 49914, 50000)"
62,91.53,"(99.824, 49912, 50000)"
63,91.22,"(99.838, 49919, 50000)"
64,91.64,"(99.894, 49947, 50000)"
65,91.45,"(99.896, 49948, 50000)"
66,91.58,"(99.878, 49939, 50000)"
67,91.57,"(99.914, 49957, 50000)"
68,91.39,"(99.932, 49966, 50000)"
69,91.52,"(99.958, 49979, 50000)"
70,91.72,"(99.942, 49971, 50000)"
71,91.75,"(99.956, 49978, 50000)"
72,91.63,"(99.946, 49973, 50000)"
73,91.56,"(99.956, 49978, 50000)"
74,91.79,"(99.96, 49980, 50000)"
75,91.61,"(99.934, 49967, 50000)"
76,91.8,"(99.97, 49985, 50000)"
77,91.89,"(99.94, 49970, 50000)"
78,91.69,"(99.968, 49984, 50000)"
79,91.78,"(99.974, 49987, 50000)"
80,91.74,"(99.99, 49995, 50000)"
81,91.79,"(99.976, 49988, 50000)"
82,91.89,"(99.974, 49987, 50000)"
83,92.03,"(99.97, 49985, 50000)"
84,91.89,"(99.974, 49987, 50000)"
85,92.01,"(99.976, 49988, 50000)"
86,92.05,"(99.972, 49986, 50000)"
87,91.98,"(99.982, 49991, 50000)"
88,91.99,"(99.996, 49998, 50000)"
89,91.93,"(99.976, 49988, 50000)"
90,92.03,"(99.972, 49986, 50000)"
91,91.85,"(99.986, 49993, 50000)"
92,91.94,"(99.992, 49996, 50000)"
93,91.96,"(99.976, 49988, 50000)"
94,92.1,"(99.978, 49989, 50000)"
95,92.0,"(99.984, 49992, 50000)"
96,92.03,"(99.976, 49988, 50000)"
97,91.97,"(99.992, 49996, 50000)"
98,91.9,"(99.976, 49988, 50000)"
99,92.01,"(99.98, 49990, 50000)"
