Epoch,test accuracy,training accuracy
0,31.15,"(20.666, 10333, 50000)"
1,29.77,"(32.608, 16304, 50000)"
2,43.02,"(38.818, 19409, 50000)"
3,51.15,"(45.134, 22567, 50000)"
4,55.95,"(50.614, 25307, 50000)"
5,55.36,"(55.062, 27531, 50000)"
6,59.29,"(58.516, 29258, 50000)"
7,61.06,"(60.594, 30297, 50000)"
8,64.94,"(62.508, 31254, 50000)"
9,64.43,"(62.938, 31469, 50000)"
10,66.57,"(65.612, 32806, 50000)"
11,67.27,"(67.216, 33608, 50000)"
12,68.58,"(68.44, 34220, 50000)"
13,70.22,"(69.46, 34730, 50000)"
14,71.17,"(70.93, 35465, 50000)"
15,69.53,"(72.192, 36096, 50000)"
16,64.9,"(71.648, 35824, 50000)"
17,73.59,"(71.058, 35529, 50000)"
18,72.72,"(73.926, 36963, 50000)"
19,75.14,"(75.966, 37983, 50000)"
20,71.15,"(75.236, 37618, 50000)"
21,73.5,"(77.268, 38634, 50000)"
22,77.9,"(78.202, 39101, 50000)"
23,75.16,"(78.778, 39389, 50000)"
24,76.07,"(79.416, 39708, 50000)"
25,77.61,"(79.728, 39864, 50000)"
26,77.09,"(80.042, 40021, 50000)"
27,80.25,"(80.69, 40345, 50000)"
28,78.28,"(80.984, 40492, 50000)"
29,80.03,"(81.618, 40809, 50000)"
30,79.23,"(81.65, 40825, 50000)"
31,80.22,"(81.688, 40844, 50000)"
32,81.78,"(82.284, 41142, 50000)"
33,79.33,"(82.564, 41282, 50000)"
34,79.32,"(82.584, 41292, 50000)"
35,79.38,"(83.292, 41646, 50000)"
36,81.69,"(83.488, 41744, 50000)"
37,81.74,"(83.696, 41848, 50000)"
38,79.02,"(83.916, 41958, 50000)"
39,82.37,"(84.43, 42215, 50000)"
40,82.12,"(84.306, 42153, 50000)"
41,80.7,"(84.764, 42382, 50000)"
42,81.47,"(84.98, 42490, 50000)"
43,81.36,"(85.37, 42685, 50000)"
44,83.35,"(85.57, 42785, 50000)"
45,82.36,"(85.966, 42983, 50000)"
46,83.61,"(86.146, 43073, 50000)"
47,81.75,"(86.248, 43124, 50000)"
48,83.59,"(86.346, 43173, 50000)"
49,82.6,"(86.998, 43499, 50000)"
50,81.57,"(87.168, 43584, 50000)"
51,83.74,"(87.358, 43679, 50000)"
52,83.01,"(87.674, 43837, 50000)"
53,84.16,"(87.822, 43911, 50000)"
54,83.81,"(88.264, 44132, 50000)"
55,84.6,"(88.174, 44087, 50000)"
56,84.29,"(88.852, 44426, 50000)"
57,85.77,"(88.942, 44471, 50000)"
58,85.27,"(89.28, 44640, 50000)"
59,85.67,"(89.49, 44745, 50000)"
60,85.42,"(89.726, 44863, 50000)"
61,84.64,"(90.116, 45058, 50000)"
62,86.53,"(90.38, 45190, 50000)"
63,85.82,"(90.768, 45384, 50000)"
64,86.05,"(90.832, 45416, 50000)"
65,86.5,"(91.318, 45659, 50000)"
66,85.76,"(91.412, 45706, 50000)"
67,85.59,"(91.976, 45988, 50000)"
68,86.71,"(92.252, 46126, 50000)"
69,87.49,"(92.696, 46348, 50000)"
70,86.94,"(92.778, 46389, 50000)"
71,86.67,"(93.29, 46645, 50000)"
72,87.46,"(93.452, 46726, 50000)"
73,87.15,"(93.714, 46857, 50000)"
74,88.24,"(93.984, 46992, 50000)"
75,87.66,"(94.472, 47236, 50000)"
76,88.25,"(94.724, 47362, 50000)"
77,88.48,"(94.992, 47496, 50000)"
78,88.58,"(95.172, 47586, 50000)"
79,88.13,"(95.738, 47869, 50000)"
80,88.82,"(95.872, 47936, 50000)"
81,88.31,"(96.362, 48181, 50000)"
82,88.41,"(96.576, 48288, 50000)"
83,88.76,"(96.836, 48418, 50000)"
84,89.24,"(97.122, 48561, 50000)"
85,89.05,"(97.426, 48713, 50000)"
86,89.0,"(97.46, 48730, 50000)"
87,89.49,"(97.73, 48865, 50000)"
88,89.14,"(97.914, 48957, 50000)"
89,89.6,"(98.03, 49015, 50000)"
90,89.79,"(98.238, 49119, 50000)"
91,89.61,"(98.398, 49199, 50000)"
92,89.82,"(98.444, 49222, 50000)"
93,89.57,"(98.56, 49280, 50000)"
94,89.91,"(98.612, 49306, 50000)"
95,89.76,"(98.66, 49330, 50000)"
96,89.96,"(98.76, 49380, 50000)"
97,89.91,"(98.744, 49372, 50000)"
98,89.96,"(98.806, 49403, 50000)"
99,90.09,"(98.804, 49402, 50000)"
