Epoch,test accuracy,training accuracy
0,34.85,"(19.946, 9973, 50000)"
1,45.92,"(37.53, 18765, 50000)"
2,54.32,"(47.102, 23551, 50000)"
3,55.39,"(55.16, 27580, 50000)"
4,61.87,"(60.622, 30311, 50000)"
5,65.97,"(64.822, 32411, 50000)"
6,65.0,"(67.436, 33718, 50000)"
7,69.38,"(70.412, 35206, 50000)"
8,72.04,"(72.562, 36281, 50000)"
9,68.5,"(75.26, 37630, 50000)"
10,77.52,"(77.026, 38513, 50000)"
11,78.09,"(79.168, 39584, 50000)"
12,79.0,"(80.316, 40158, 50000)"
13,78.1,"(81.442, 40721, 50000)"
14,79.79,"(82.42, 41210, 50000)"
15,78.62,"(83.158, 41579, 50000)"
16,81.41,"(83.644, 41822, 50000)"
17,82.93,"(84.178, 42089, 50000)"
18,80.29,"(85.028, 42514, 50000)"
19,82.25,"(85.82, 42910, 50000)"
20,83.14,"(86.122, 43061, 50000)"
21,82.67,"(86.674, 43337, 50000)"
22,84.66,"(87.2, 43600, 50000)"
23,81.93,"(87.594, 43797, 50000)"
24,85.45,"(87.976, 43988, 50000)"
25,84.94,"(87.908, 43954, 50000)"
26,82.35,"(88.272, 44136, 50000)"
27,84.62,"(88.632, 44316, 50000)"
28,84.77,"(88.962, 44481, 50000)"
29,85.32,"(89.086, 44543, 50000)"
30,86.61,"(89.46, 44730, 50000)"
31,84.71,"(89.63, 44815, 50000)"
32,85.64,"(89.81, 44905, 50000)"
33,83.8,"(90.388, 45194, 50000)"
34,86.65,"(90.47, 45235, 50000)"
35,85.94,"(90.552, 45276, 50000)"
36,83.06,"(90.92, 45460, 50000)"
37,86.73,"(91.128, 45564, 50000)"
38,84.78,"(91.44, 45720, 50000)"
39,85.35,"(91.53, 45765, 50000)"
40,87.9,"(91.854, 45927, 50000)"
41,87.22,"(91.904, 45952, 50000)"
42,84.99,"(92.49, 46245, 50000)"
43,88.21,"(92.446, 46223, 50000)"
44,86.23,"(92.692, 46346, 50000)"
45,86.75,"(92.932, 46466, 50000)"
46,87.64,"(93.378, 46689, 50000)"
47,87.1,"(93.47, 46735, 50000)"
48,88.98,"(93.78, 46890, 50000)"
49,88.58,"(93.994, 46997, 50000)"
50,89.45,"(94.092, 47046, 50000)"
51,89.41,"(94.128, 47064, 50000)"
52,89.52,"(94.712, 47356, 50000)"
53,89.02,"(94.63, 47315, 50000)"
54,89.86,"(95.008, 47504, 50000)"
55,88.95,"(95.112, 47556, 50000)"
56,91.1,"(95.376, 47688, 50000)"
57,89.2,"(95.726, 47863, 50000)"
58,89.48,"(95.754, 47877, 50000)"
59,90.29,"(96.218, 48109, 50000)"
60,91.09,"(96.448, 48224, 50000)"
61,89.94,"(96.536, 48268, 50000)"
62,90.45,"(96.728, 48364, 50000)"
63,90.67,"(96.97, 48485, 50000)"
64,90.56,"(96.982, 48491, 50000)"
65,91.78,"(97.446, 48723, 50000)"
66,91.57,"(97.772, 48886, 50000)"
67,92.01,"(97.874, 48937, 50000)"
68,92.25,"(98.16, 49080, 50000)"
69,92.77,"(98.35, 49175, 50000)"
70,93.07,"(98.42, 49210, 50000)"
71,91.78,"(98.676, 49338, 50000)"
72,93.01,"(99.024, 49512, 50000)"
73,92.66,"(99.0, 49500, 50000)"
74,93.35,"(99.186, 49593, 50000)"
75,92.87,"(99.336, 49668, 50000)"
76,93.06,"(99.446, 49723, 50000)"
77,93.54,"(99.46, 49730, 50000)"
78,93.48,"(99.628, 49814, 50000)"
79,93.63,"(99.622, 49811, 50000)"
80,93.96,"(99.764, 49882, 50000)"
81,93.9,"(99.828, 49914, 50000)"
82,93.95,"(99.854, 49927, 50000)"
83,94.13,"(99.84, 49920, 50000)"
84,93.98,"(99.928, 49964, 50000)"
85,94.24,"(99.9, 49950, 50000)"
86,94.38,"(99.928, 49964, 50000)"
87,94.43,"(99.96, 49980, 50000)"
88,94.21,"(99.94, 49970, 50000)"
89,94.26,"(99.948, 49974, 50000)"
90,94.3,"(99.956, 49978, 50000)"
91,94.31,"(99.962, 49981, 50000)"
92,94.24,"(99.966, 49983, 50000)"
93,94.22,"(99.956, 49978, 50000)"
94,94.29,"(99.986, 49993, 50000)"
95,94.32,"(99.962, 49981, 50000)"
96,94.24,"(99.972, 49986, 50000)"
97,94.18,"(99.976, 49988, 50000)"
98,94.26,"(99.974, 49987, 50000)"
99,94.19,"(99.954, 49977, 50000)"
