Epoch,test accuracy,training accuracy
0,35.43,"(26.666, 13333, 50000)"
1,47.79,"(41.994, 20997, 50000)"
2,52.14,"(49.832, 24916, 50000)"
3,60.44,"(55.416, 27708, 50000)"
4,59.48,"(60.14, 30070, 50000)"
5,61.99,"(63.814, 31907, 50000)"
6,69.49,"(66.596, 33298, 50000)"
7,67.25,"(68.224, 34112, 50000)"
8,70.15,"(69.94, 34970, 50000)"
9,73.32,"(71.114, 35557, 50000)"
10,72.11,"(72.394, 36197, 50000)"
11,73.76,"(73.792, 36896, 50000)"
12,75.89,"(74.596, 37298, 50000)"
13,75.39,"(75.374, 37687, 50000)"
14,76.03,"(76.262, 38131, 50000)"
15,75.67,"(77.104, 38552, 50000)"
16,76.85,"(77.504, 38752, 50000)"
17,75.94,"(78.02, 39010, 50000)"
18,77.85,"(78.444, 39222, 50000)"
19,77.59,"(79.114, 39557, 50000)"
20,77.67,"(79.512, 39756, 50000)"
21,79.09,"(79.71, 39855, 50000)"
22,78.75,"(80.396, 40198, 50000)"
23,79.26,"(80.458, 40229, 50000)"
24,79.26,"(80.918, 40459, 50000)"
25,80.01,"(81.244, 40622, 50000)"
26,77.89,"(81.696, 40848, 50000)"
27,79.99,"(81.934, 40967, 50000)"
28,80.67,"(82.37, 41185, 50000)"
29,78.38,"(82.658, 41329, 50000)"
30,80.45,"(82.93, 41465, 50000)"
31,80.57,"(83.358, 41679, 50000)"
32,80.64,"(83.73, 41865, 50000)"
33,81.28,"(83.58, 41790, 50000)"
34,80.71,"(83.982, 41991, 50000)"
35,81.35,"(84.072, 42036, 50000)"
36,80.86,"(84.318, 42159, 50000)"
37,81.21,"(84.328, 42164, 50000)"
38,81.64,"(85.028, 42514, 50000)"
39,81.98,"(84.952, 42476, 50000)"
40,80.45,"(85.426, 42713, 50000)"
41,81.76,"(85.468, 42734, 50000)"
42,82.11,"(85.896, 42948, 50000)"
43,81.89,"(85.954, 42977, 50000)"
44,82.81,"(86.514, 43257, 50000)"
45,82.4,"(86.402, 43201, 50000)"
46,82.42,"(86.416, 43208, 50000)"
47,81.58,"(86.874, 43437, 50000)"
48,82.39,"(87.4, 43700, 50000)"
49,82.37,"(87.332, 43666, 50000)"
50,82.79,"(87.378, 43689, 50000)"
51,82.83,"(87.796, 43898, 50000)"
52,82.46,"(87.818, 43909, 50000)"
53,82.89,"(87.916, 43958, 50000)"
54,81.91,"(88.398, 44199, 50000)"
55,82.38,"(88.488, 44244, 50000)"
56,82.89,"(88.67, 44335, 50000)"
57,82.23,"(88.826, 44413, 50000)"
58,83.07,"(89.124, 44562, 50000)"
59,82.73,"(89.328, 44664, 50000)"
60,82.65,"(89.652, 44826, 50000)"
61,82.89,"(89.896, 44948, 50000)"
62,83.81,"(89.96, 44980, 50000)"
63,83.29,"(90.192, 45096, 50000)"
64,83.32,"(90.408, 45204, 50000)"
65,83.22,"(90.792, 45396, 50000)"
66,83.33,"(90.81, 45405, 50000)"
67,83.56,"(91.188, 45594, 50000)"
68,83.43,"(91.032, 45516, 50000)"
69,83.47,"(91.458, 45729, 50000)"
70,83.54,"(91.738, 45869, 50000)"
71,83.73,"(91.82, 45910, 50000)"
72,84.03,"(92.054, 46027, 50000)"
73,83.79,"(92.302, 46151, 50000)"
74,84.01,"(92.468, 46234, 50000)"
75,84.0,"(92.736, 46368, 50000)"
76,83.73,"(92.996, 46498, 50000)"
77,83.81,"(93.084, 46542, 50000)"
78,84.1,"(93.258, 46629, 50000)"
79,84.05,"(93.39, 46695, 50000)"
80,83.97,"(93.484, 46742, 50000)"
81,83.76,"(93.776, 46888, 50000)"
82,84.02,"(94.03, 47015, 50000)"
83,84.13,"(94.116, 47058, 50000)"
84,84.17,"(94.176, 47088, 50000)"
85,83.96,"(94.386, 47193, 50000)"
86,84.2,"(94.442, 47221, 50000)"
87,84.28,"(94.302, 47151, 50000)"
88,84.1,"(94.568, 47284, 50000)"
89,84.13,"(94.912, 47456, 50000)"
90,83.92,"(94.98, 47490, 50000)"
91,84.19,"(95.0, 47500, 50000)"
92,84.24,"(94.942, 47471, 50000)"
93,84.17,"(94.99, 47495, 50000)"
94,84.3,"(94.866, 47433, 50000)"
95,84.31,"(95.128, 47564, 50000)"
96,84.35,"(95.222, 47611, 50000)"
97,84.35,"(95.132, 47566, 50000)"
98,84.44,"(95.286, 47643, 50000)"
99,84.24,"(95.254, 47627, 50000)"
