Epoch,test accuracy,training accuracy
0,30.39,"(21.716, 10858, 50000)"
1,39.98,"(33.678, 16839, 50000)"
2,46.17,"(42.444, 21222, 50000)"
3,51.81,"(47.884, 23942, 50000)"
4,51.7,"(51.968, 25984, 50000)"
5,57.83,"(55.274, 27637, 50000)"
6,58.82,"(57.634, 28817, 50000)"
7,56.41,"(60.004, 30002, 50000)"
8,53.76,"(61.696, 30848, 50000)"
9,57.29,"(62.79, 31395, 50000)"
10,63.68,"(64.128, 32064, 50000)"
11,63.77,"(64.604, 32302, 50000)"
12,67.1,"(65.378, 32689, 50000)"
13,63.99,"(65.748, 32874, 50000)"
14,64.67,"(66.54, 33270, 50000)"
15,65.72,"(67.98, 33990, 50000)"
16,62.35,"(67.84, 33920, 50000)"
17,66.74,"(68.4, 34200, 50000)"
18,63.34,"(68.938, 34469, 50000)"
19,68.28,"(69.33, 34665, 50000)"
20,67.28,"(69.586, 34793, 50000)"
21,65.04,"(69.726, 34863, 50000)"
22,68.45,"(70.688, 35344, 50000)"
23,68.57,"(70.38, 35190, 50000)"
24,71.9,"(73.618, 36809, 50000)"
25,74.08,"(74.616, 37308, 50000)"
26,75.03,"(75.428, 37714, 50000)"
27,70.55,"(75.762, 37881, 50000)"
28,73.75,"(76.172, 38086, 50000)"
29,74.6,"(76.376, 38188, 50000)"
30,71.41,"(76.426, 38213, 50000)"
31,73.72,"(76.876, 38438, 50000)"
32,73.63,"(77.224, 38612, 50000)"
33,77.45,"(77.24, 38620, 50000)"
34,75.88,"(77.35, 38675, 50000)"
35,75.44,"(77.79, 38895, 50000)"
36,76.94,"(78.332, 39166, 50000)"
37,76.23,"(78.474, 39237, 50000)"
38,76.77,"(78.874, 39437, 50000)"
39,74.36,"(78.72, 39360, 50000)"
40,75.89,"(79.066, 39533, 50000)"
41,77.96,"(78.98, 39490, 50000)"
42,75.73,"(79.306, 39653, 50000)"
43,76.27,"(79.71, 39855, 50000)"
44,77.52,"(80.086, 40043, 50000)"
45,76.63,"(80.15, 40075, 50000)"
46,77.65,"(80.512, 40256, 50000)"
47,78.89,"(80.514, 40257, 50000)"
48,76.2,"(80.776, 40388, 50000)"
49,78.17,"(81.134, 40567, 50000)"
50,79.3,"(81.108, 40554, 50000)"
51,77.45,"(81.728, 40864, 50000)"
52,76.8,"(81.622, 40811, 50000)"
53,79.24,"(82.144, 41072, 50000)"
54,79.87,"(82.044, 41022, 50000)"
55,80.24,"(82.554, 41277, 50000)"
56,79.93,"(82.644, 41322, 50000)"
57,80.24,"(82.902, 41451, 50000)"
58,79.1,"(82.93, 41465, 50000)"
59,81.24,"(83.258, 41629, 50000)"
60,79.16,"(83.66, 41830, 50000)"
61,80.67,"(83.55, 41775, 50000)"
62,78.53,"(84.016, 42008, 50000)"
63,80.22,"(84.434, 42217, 50000)"
64,80.81,"(84.784, 42392, 50000)"
65,82.15,"(85.038, 42519, 50000)"
66,81.04,"(85.12, 42560, 50000)"
67,81.74,"(85.186, 42593, 50000)"
68,82.66,"(85.88, 42940, 50000)"
69,82.5,"(85.828, 42914, 50000)"
70,81.89,"(86.308, 43154, 50000)"
71,82.46,"(86.47, 43235, 50000)"
72,82.5,"(86.772, 43386, 50000)"
73,82.96,"(87.242, 43621, 50000)"
74,82.67,"(87.618, 43809, 50000)"
75,83.46,"(87.586, 43793, 50000)"
76,83.5,"(88.046, 44023, 50000)"
77,83.32,"(88.47, 44235, 50000)"
78,82.59,"(88.738, 44369, 50000)"
79,83.46,"(88.976, 44488, 50000)"
80,84.17,"(89.28, 44640, 50000)"
81,84.12,"(89.516, 44758, 50000)"
82,84.26,"(89.972, 44986, 50000)"
83,84.04,"(90.084, 45042, 50000)"
84,84.6,"(90.46, 45230, 50000)"
85,84.79,"(90.712, 45356, 50000)"
86,84.97,"(90.836, 45418, 50000)"
87,84.76,"(91.464, 45732, 50000)"
88,85.54,"(91.708, 45854, 50000)"
89,85.26,"(91.856, 45928, 50000)"
90,85.07,"(92.128, 46064, 50000)"
91,85.58,"(92.35, 46175, 50000)"
92,85.62,"(92.614, 46307, 50000)"
93,85.34,"(92.5, 46250, 50000)"
94,85.36,"(92.752, 46376, 50000)"
95,85.64,"(92.962, 46481, 50000)"
96,85.63,"(93.052, 46526, 50000)"
97,85.56,"(93.032, 46516, 50000)"
98,85.52,"(92.834, 46417, 50000)"
99,85.64,"(93.038, 46519, 50000)"
