Epoch,test accuracy,training accuracy
0,39.98,"(35.208, 17604, 50000)"
1,60.79,"(55.826, 27913, 50000)"
2,68.68,"(65.682, 32841, 50000)"
3,70.95,"(70.796, 35398, 50000)"
4,73.64,"(74.368, 37184, 50000)"
5,75.18,"(77.21, 38605, 50000)"
6,76.26,"(79.098, 39549, 50000)"
7,78.49,"(80.24, 40120, 50000)"
8,77.83,"(81.632, 40816, 50000)"
9,81.4,"(82.466, 41233, 50000)"
10,80.32,"(83.264, 41632, 50000)"
11,78.53,"(83.97, 41985, 50000)"
12,81.64,"(84.42, 42210, 50000)"
13,82.82,"(85.204, 42602, 50000)"
14,81.05,"(85.37, 42685, 50000)"
15,79.85,"(85.958, 42979, 50000)"
16,82.92,"(86.164, 43082, 50000)"
17,84.22,"(86.518, 43259, 50000)"
18,83.35,"(86.962, 43481, 50000)"
19,81.52,"(87.384, 43692, 50000)"
20,85.79,"(87.406, 43703, 50000)"
21,83.69,"(87.77, 43885, 50000)"
22,82.86,"(88.056, 44028, 50000)"
23,83.97,"(88.268, 44134, 50000)"
24,83.47,"(88.604, 44302, 50000)"
25,85.9,"(88.578, 44289, 50000)"
26,86.0,"(88.936, 44468, 50000)"
27,83.22,"(88.926, 44463, 50000)"
28,84.63,"(89.334, 44667, 50000)"
29,86.91,"(89.686, 44843, 50000)"
30,85.04,"(89.644, 44822, 50000)"
31,84.98,"(89.934, 44967, 50000)"
32,83.66,"(90.066, 45033, 50000)"
33,85.92,"(90.306, 45153, 50000)"
34,85.56,"(90.406, 45203, 50000)"
35,82.23,"(90.766, 45383, 50000)"
36,85.28,"(90.712, 45356, 50000)"
37,86.02,"(90.802, 45401, 50000)"
38,86.33,"(91.182, 45591, 50000)"
39,87.71,"(91.586, 45793, 50000)"
40,85.99,"(91.574, 45787, 50000)"
41,87.62,"(91.716, 45858, 50000)"
42,86.85,"(92.074, 46037, 50000)"
43,86.0,"(92.106, 46053, 50000)"
44,83.78,"(92.194, 46097, 50000)"
45,85.7,"(92.544, 46272, 50000)"
46,87.34,"(92.974, 46487, 50000)"
47,85.71,"(93.048, 46524, 50000)"
48,85.95,"(93.238, 46619, 50000)"
49,87.04,"(93.226, 46613, 50000)"
50,88.03,"(93.82, 46910, 50000)"
51,88.3,"(93.508, 46754, 50000)"
52,88.22,"(93.98, 46990, 50000)"
53,87.13,"(94.066, 47033, 50000)"
54,89.19,"(94.428, 47214, 50000)"
55,88.98,"(94.508, 47254, 50000)"
56,89.38,"(94.688, 47344, 50000)"
57,89.36,"(94.986, 47493, 50000)"
58,89.24,"(95.442, 47721, 50000)"
59,89.07,"(95.442, 47721, 50000)"
60,87.55,"(95.672, 47836, 50000)"
61,89.29,"(95.726, 47863, 50000)"
62,89.42,"(96.038, 48019, 50000)"
63,88.48,"(96.228, 48114, 50000)"
64,89.15,"(96.524, 48262, 50000)"
65,87.87,"(96.934, 48467, 50000)"
66,89.99,"(96.956, 48478, 50000)"
67,90.4,"(97.118, 48559, 50000)"
68,90.51,"(97.404, 48702, 50000)"
69,90.02,"(97.446, 48723, 50000)"
70,90.46,"(97.748, 48874, 50000)"
71,90.87,"(97.824, 48912, 50000)"
72,90.29,"(98.01, 49005, 50000)"
73,90.8,"(98.274, 49137, 50000)"
74,91.29,"(98.53, 49265, 50000)"
75,91.34,"(98.704, 49352, 50000)"
76,91.26,"(98.684, 49342, 50000)"
77,91.54,"(98.95, 49475, 50000)"
78,91.6,"(99.166, 49583, 50000)"
79,92.12,"(99.156, 49578, 50000)"
80,91.7,"(99.398, 49699, 50000)"
81,92.16,"(99.428, 49714, 50000)"
82,92.33,"(99.512, 49756, 50000)"
83,92.32,"(99.618, 49809, 50000)"
84,92.35,"(99.674, 49837, 50000)"
85,92.33,"(99.662, 49831, 50000)"
86,92.51,"(99.716, 49858, 50000)"
87,92.74,"(99.786, 49893, 50000)"
88,92.7,"(99.8, 49900, 50000)"
89,92.85,"(99.88, 49940, 50000)"
90,92.81,"(99.87, 49935, 50000)"
91,92.88,"(99.918, 49959, 50000)"
92,92.99,"(99.924, 49962, 50000)"
93,92.97,"(99.916, 49958, 50000)"
94,92.95,"(99.932, 49966, 50000)"
95,93.0,"(99.954, 49977, 50000)"
96,92.97,"(99.944, 49972, 50000)"
97,93.02,"(99.942, 49971, 50000)"
98,92.89,"(99.946, 49973, 50000)"
99,92.93,"(99.94, 49970, 50000)"
