Epoch,test accuracy,training accuracy
0,42.4,"(33.228, 16614, 50000)"
1,49.14,"(42.71, 21355, 50000)"
2,42.4,"(36.772, 18386, 50000)"
3,49.33,"(44.148, 22074, 50000)"
4,48.84,"(48.168, 24084, 50000)"
5,54.17,"(50.71, 25355, 50000)"
6,58.0,"(53.072, 26536, 50000)"
7,59.29,"(56.634, 28317, 50000)"
8,48.58,"(53.264, 26632, 50000)"
9,58.13,"(53.844, 26922, 50000)"
10,59.44,"(57.156, 28578, 50000)"
11,63.49,"(60.38, 30190, 50000)"
12,64.32,"(63.18, 31590, 50000)"
13,66.34,"(64.428, 32214, 50000)"
14,67.75,"(65.944, 32972, 50000)"
15,68.14,"(66.16, 33080, 50000)"
16,69.62,"(68.492, 34246, 50000)"
17,70.04,"(69.862, 34931, 50000)"
18,72.1,"(70.348, 35174, 50000)"
19,71.14,"(71.52, 35760, 50000)"
20,72.96,"(71.858, 35929, 50000)"
21,73.73,"(72.62, 36310, 50000)"
22,74.16,"(74.268, 37134, 50000)"
23,74.97,"(74.822, 37411, 50000)"
24,75.62,"(75.828, 37914, 50000)"
25,75.0,"(76.828, 38414, 50000)"
26,75.95,"(76.792, 38396, 50000)"
27,76.71,"(78.262, 39131, 50000)"
28,76.18,"(76.422, 38211, 50000)"
29,76.35,"(77.674, 38837, 50000)"
30,77.75,"(79.254, 39627, 50000)"
31,77.06,"(78.216, 39108, 50000)"
32,77.17,"(79.988, 39994, 50000)"
33,78.36,"(80.558, 40279, 50000)"
34,78.36,"(81.412, 40706, 50000)"
35,79.55,"(81.828, 40914, 50000)"
36,80.05,"(82.276, 41138, 50000)"
37,78.73,"(83.056, 41528, 50000)"
38,79.57,"(83.256, 41628, 50000)"
39,79.99,"(84.196, 42098, 50000)"
40,80.16,"(84.158, 42079, 50000)"
41,80.0,"(84.738, 42369, 50000)"
42,80.17,"(85.164, 42582, 50000)"
43,80.6,"(85.44, 42720, 50000)"
44,80.89,"(85.744, 42872, 50000)"
45,80.85,"(86.408, 43204, 50000)"
46,81.28,"(86.756, 43378, 50000)"
47,80.95,"(87.138, 43569, 50000)"
48,82.14,"(87.186, 43593, 50000)"
49,81.57,"(87.7, 43850, 50000)"
50,81.94,"(88.028, 44014, 50000)"
51,82.01,"(88.384, 44192, 50000)"
52,81.62,"(88.648, 44324, 50000)"
53,81.81,"(89.028, 44514, 50000)"
54,82.2,"(89.404, 44702, 50000)"
55,82.67,"(89.566, 44783, 50000)"
56,82.18,"(89.652, 44826, 50000)"
57,82.34,"(90.358, 45179, 50000)"
58,82.11,"(90.776, 45388, 50000)"
59,82.78,"(90.856, 45428, 50000)"
60,82.57,"(91.184, 45592, 50000)"
61,82.54,"(91.466, 45733, 50000)"
62,83.4,"(91.656, 45828, 50000)"
63,83.0,"(92.252, 46126, 50000)"
64,83.15,"(92.28, 46140, 50000)"
65,83.34,"(92.728, 46364, 50000)"
66,83.72,"(92.984, 46492, 50000)"
67,82.8,"(93.368, 46684, 50000)"
68,83.05,"(93.434, 46717, 50000)"
69,83.21,"(93.806, 46903, 50000)"
70,83.07,"(94.018, 47009, 50000)"
71,83.43,"(94.374, 47187, 50000)"
72,83.6,"(94.374, 47187, 50000)"
73,82.83,"(94.822, 47411, 50000)"
74,82.78,"(94.904, 47452, 50000)"
75,83.32,"(95.34, 47670, 50000)"
76,83.44,"(95.504, 47752, 50000)"
77,83.39,"(95.636, 47818, 50000)"
78,83.53,"(95.86, 47930, 50000)"
79,83.82,"(96.15, 48075, 50000)"
80,83.83,"(96.3, 48150, 50000)"
81,83.69,"(96.374, 48187, 50000)"
82,83.77,"(96.422, 48211, 50000)"
83,83.56,"(96.734, 48367, 50000)"
84,83.62,"(96.908, 48454, 50000)"
85,83.93,"(97.11, 48555, 50000)"
86,83.8,"(97.12, 48560, 50000)"
87,83.98,"(97.292, 48646, 50000)"
88,83.96,"(97.406, 48703, 50000)"
89,84.1,"(97.378, 48689, 50000)"
90,84.08,"(97.63, 48815, 50000)"
91,83.88,"(97.718, 48859, 50000)"
92,83.89,"(97.788, 48894, 50000)"
93,83.98,"(97.726, 48863, 50000)"
94,83.8,"(97.864, 48932, 50000)"
95,84.04,"(97.738, 48869, 50000)"
96,83.71,"(97.742, 48871, 50000)"
97,83.64,"(97.728, 48864, 50000)"
98,84.01,"(97.72, 48860, 50000)"
99,84.06,"(97.88, 48940, 50000)"
