Epoch,test accuracy,training accuracy
0,51.58,"(46.152, 23076, 50000)"
1,67.95,"(63.992, 31996, 50000)"
2,72.93,"(71.738, 35869, 50000)"
3,72.13,"(76.024, 38012, 50000)"
4,77.99,"(79.16, 39580, 50000)"
5,80.13,"(81.27, 40635, 50000)"
6,81.17,"(82.674, 41337, 50000)"
7,82.07,"(84.288, 42144, 50000)"
8,82.47,"(85.196, 42598, 50000)"
9,85.94,"(86.568, 43284, 50000)"
10,85.74,"(87.172, 43586, 50000)"
11,85.52,"(87.79, 43895, 50000)"
12,86.06,"(88.606, 44303, 50000)"
13,86.27,"(89.266, 44633, 50000)"
14,86.04,"(89.604, 44802, 50000)"
15,85.53,"(90.362, 45181, 50000)"
16,86.66,"(90.686, 45343, 50000)"
17,86.58,"(91.022, 45511, 50000)"
18,86.4,"(91.612, 45806, 50000)"
19,85.76,"(91.874, 45937, 50000)"
20,87.32,"(92.248, 46124, 50000)"
21,87.44,"(92.714, 46357, 50000)"
22,88.58,"(93.144, 46572, 50000)"
23,88.9,"(93.242, 46621, 50000)"
24,88.92,"(93.54, 46770, 50000)"
25,87.4,"(93.894, 46947, 50000)"
26,88.2,"(94.31, 47155, 50000)"
27,88.14,"(94.34, 47170, 50000)"
28,89.47,"(94.688, 47344, 50000)"
29,88.67,"(95.046, 47523, 50000)"
30,88.62,"(95.096, 47548, 50000)"
31,89.01,"(95.236, 47618, 50000)"
32,90.05,"(95.534, 47767, 50000)"
33,89.58,"(95.648, 47824, 50000)"
34,88.89,"(95.898, 47949, 50000)"
35,89.27,"(96.116, 48058, 50000)"
36,88.19,"(96.346, 48173, 50000)"
37,89.95,"(96.616, 48308, 50000)"
38,89.46,"(96.41, 48205, 50000)"
39,89.85,"(96.824, 48412, 50000)"
40,90.01,"(97.092, 48546, 50000)"
41,89.36,"(97.118, 48559, 50000)"
42,89.93,"(96.92, 48460, 50000)"
43,89.73,"(97.49, 48745, 50000)"
44,88.37,"(97.252, 48626, 50000)"
45,90.08,"(97.664, 48832, 50000)"
46,90.12,"(97.562, 48781, 50000)"
47,90.34,"(97.98, 48990, 50000)"
48,90.92,"(97.872, 48936, 50000)"
49,90.78,"(98.164, 49082, 50000)"
50,90.57,"(98.326, 49163, 50000)"
51,90.87,"(98.23, 49115, 50000)"
52,90.39,"(98.366, 49183, 50000)"
53,90.8,"(98.484, 49242, 50000)"
54,90.47,"(98.68, 49340, 50000)"
55,90.68,"(98.662, 49331, 50000)"
56,90.69,"(98.786, 49393, 50000)"
57,90.94,"(98.872, 49436, 50000)"
58,90.88,"(98.89, 49445, 50000)"
59,90.7,"(99.012, 49506, 50000)"
60,91.12,"(99.118, 49559, 50000)"
61,90.71,"(99.304, 49652, 50000)"
62,90.81,"(99.212, 49606, 50000)"
63,90.83,"(99.1, 49550, 50000)"
64,91.06,"(99.27, 49635, 50000)"
65,91.62,"(99.408, 49704, 50000)"
66,91.43,"(99.568, 49784, 50000)"
67,91.24,"(99.536, 49768, 50000)"
68,91.74,"(99.62, 49810, 50000)"
69,91.64,"(99.618, 49809, 50000)"
70,91.85,"(99.684, 49842, 50000)"
71,91.44,"(99.738, 49869, 50000)"
72,91.72,"(99.726, 49863, 50000)"
73,91.86,"(99.774, 49887, 50000)"
74,92.03,"(99.754, 49877, 50000)"
75,91.97,"(99.818, 49909, 50000)"
76,92.09,"(99.826, 49913, 50000)"
77,91.98,"(99.886, 49943, 50000)"
78,92.19,"(99.914, 49957, 50000)"
79,91.95,"(99.906, 49953, 50000)"
80,92.2,"(99.914, 49957, 50000)"
81,92.06,"(99.94, 49970, 50000)"
82,92.08,"(99.934, 49967, 50000)"
83,92.18,"(99.94, 49970, 50000)"
84,92.32,"(99.948, 49974, 50000)"
85,92.23,"(99.942, 49971, 50000)"
86,92.33,"(99.956, 49978, 50000)"
87,92.36,"(99.95, 49975, 50000)"
88,92.45,"(99.942, 49971, 50000)"
89,92.34,"(99.962, 49981, 50000)"
90,92.37,"(99.95, 49975, 50000)"
91,92.4,"(99.98, 49990, 50000)"
92,92.39,"(99.962, 49981, 50000)"
93,92.33,"(99.968, 49984, 50000)"
94,92.32,"(99.972, 49986, 50000)"
95,92.4,"(99.966, 49983, 50000)"
96,92.34,"(99.96, 49980, 50000)"
97,92.49,"(99.978, 49989, 50000)"
98,92.46,"(99.97, 49985, 50000)"
99,92.41,"(99.962, 49981, 50000)"
