Epoch,test accuracy,training accuracy
0,37.21,"(31.646, 15823, 50000)"
1,51.91,"(48.006, 24003, 50000)"
2,57.4,"(58.11, 29055, 50000)"
3,65.43,"(65.182, 32591, 50000)"
4,69.29,"(70.414, 35207, 50000)"
5,70.04,"(73.39, 36695, 50000)"
6,70.02,"(76.0, 38000, 50000)"
7,68.63,"(77.352, 38676, 50000)"
8,72.38,"(78.452, 39226, 50000)"
9,76.85,"(79.436, 39718, 50000)"
10,75.28,"(79.854, 39927, 50000)"
11,75.59,"(80.922, 40461, 50000)"
12,78.28,"(81.138, 40569, 50000)"
13,80.11,"(81.914, 40957, 50000)"
14,72.74,"(82.328, 41164, 50000)"
15,80.21,"(82.342, 41171, 50000)"
16,76.19,"(83.026, 41513, 50000)"
17,78.0,"(83.058, 41529, 50000)"
18,75.6,"(83.522, 41761, 50000)"
19,78.16,"(84.028, 42014, 50000)"
20,73.86,"(83.99, 41995, 50000)"
21,79.45,"(84.31, 42155, 50000)"
22,77.44,"(84.568, 42284, 50000)"
23,77.87,"(84.62, 42310, 50000)"
24,79.43,"(85.48, 42740, 50000)"
25,79.84,"(85.218, 42609, 50000)"
26,77.72,"(85.61, 42805, 50000)"
27,82.51,"(85.34, 42670, 50000)"
28,82.6,"(85.982, 42991, 50000)"
29,80.25,"(86.136, 43068, 50000)"
30,81.89,"(86.446, 43223, 50000)"
31,81.56,"(86.77, 43385, 50000)"
32,80.43,"(86.838, 43419, 50000)"
33,78.61,"(87.044, 43522, 50000)"
34,82.57,"(87.266, 43633, 50000)"
35,83.59,"(87.69, 43845, 50000)"
36,81.76,"(88.02, 44010, 50000)"
37,81.03,"(88.008, 44004, 50000)"
38,83.6,"(88.276, 44138, 50000)"
39,81.78,"(88.344, 44172, 50000)"
40,81.88,"(88.524, 44262, 50000)"
41,82.08,"(89.048, 44524, 50000)"
42,87.51,"(89.158, 44579, 50000)"
43,85.72,"(89.278, 44639, 50000)"
44,85.57,"(89.77, 44885, 50000)"
45,84.23,"(90.026, 45013, 50000)"
46,86.63,"(90.128, 45064, 50000)"
47,81.49,"(90.378, 45189, 50000)"
48,85.93,"(90.594, 45297, 50000)"
49,86.88,"(90.856, 45428, 50000)"
50,84.77,"(90.856, 45428, 50000)"
51,86.46,"(91.096, 45548, 50000)"
52,87.06,"(91.554, 45777, 50000)"
53,86.66,"(91.716, 45858, 50000)"
54,85.78,"(91.69, 45845, 50000)"
55,81.56,"(91.994, 45997, 50000)"
56,87.25,"(92.346, 46173, 50000)"
57,86.14,"(92.46, 46230, 50000)"
58,87.56,"(92.784, 46392, 50000)"
59,86.71,"(93.098, 46549, 50000)"
60,86.95,"(93.552, 46776, 50000)"
61,87.45,"(93.818, 46909, 50000)"
62,87.84,"(93.97, 46985, 50000)"
63,85.9,"(94.206, 47103, 50000)"
64,85.55,"(94.38, 47190, 50000)"
65,87.66,"(94.722, 47361, 50000)"
66,88.83,"(94.936, 47468, 50000)"
67,88.0,"(95.41, 47705, 50000)"
68,88.39,"(95.806, 47903, 50000)"
69,89.15,"(95.798, 47899, 50000)"
70,90.32,"(96.03, 48015, 50000)"
71,89.17,"(96.346, 48173, 50000)"
72,90.8,"(96.614, 48307, 50000)"
73,90.16,"(97.008, 48504, 50000)"
74,90.03,"(97.11, 48555, 50000)"
75,89.85,"(97.462, 48731, 50000)"
76,90.66,"(97.708, 48854, 50000)"
77,90.76,"(97.954, 48977, 50000)"
78,91.35,"(98.194, 49097, 50000)"
79,90.8,"(98.464, 49232, 50000)"
80,91.11,"(98.656, 49328, 50000)"
81,91.9,"(98.838, 49419, 50000)"
82,91.02,"(98.924, 49462, 50000)"
83,91.94,"(99.1, 49550, 50000)"
84,91.96,"(99.296, 49648, 50000)"
85,92.4,"(99.444, 49722, 50000)"
86,92.72,"(99.518, 49759, 50000)"
87,92.39,"(99.642, 49821, 50000)"
88,92.69,"(99.64, 49820, 50000)"
89,92.76,"(99.774, 49887, 50000)"
90,92.64,"(99.74, 49870, 50000)"
91,92.81,"(99.836, 49918, 50000)"
92,92.99,"(99.842, 49921, 50000)"
93,93.03,"(99.874, 49937, 50000)"
94,92.87,"(99.884, 49942, 50000)"
95,93.05,"(99.92, 49960, 50000)"
96,93.05,"(99.894, 49947, 50000)"
97,93.0,"(99.882, 49941, 50000)"
98,93.07,"(99.87, 49935, 50000)"
99,93.1,"(99.912, 49956, 50000)"
