Epoch,test accuracy,training accuracy
0,17.23,"(13.722, 6861, 50000)"
1,24.44,"(18.938, 9469, 50000)"
2,28.93,"(24.754, 12377, 50000)"
3,30.75,"(27.562, 13781, 50000)"
4,31.62,"(30.338, 15169, 50000)"
5,35.58,"(32.416, 16208, 50000)"
6,40.7,"(35.77, 17885, 50000)"
7,43.61,"(40.676, 20338, 50000)"
8,46.46,"(44.592, 22296, 50000)"
9,50.13,"(48.354, 24177, 50000)"
10,52.31,"(51.862, 25931, 50000)"
11,56.03,"(54.66, 27330, 50000)"
12,59.98,"(57.444, 28722, 50000)"
13,60.07,"(59.728, 29864, 50000)"
14,61.62,"(61.33, 30665, 50000)"
15,63.7,"(62.87, 31435, 50000)"
16,63.78,"(64.016, 32008, 50000)"
17,65.13,"(65.194, 32597, 50000)"
18,65.74,"(66.184, 33092, 50000)"
19,67.02,"(67.474, 33737, 50000)"
20,65.87,"(68.468, 34234, 50000)"
21,70.72,"(70.272, 35136, 50000)"
22,70.63,"(71.544, 35772, 50000)"
23,71.54,"(72.656, 36328, 50000)"
24,69.64,"(73.568, 36784, 50000)"
25,72.19,"(74.488, 37244, 50000)"
26,67.56,"(74.944, 37472, 50000)"
27,74.29,"(75.6, 37800, 50000)"
28,73.22,"(76.052, 38026, 50000)"
29,74.16,"(76.464, 38232, 50000)"
30,73.7,"(76.932, 38466, 50000)"
31,72.15,"(77.44, 38720, 50000)"
32,75.87,"(77.574, 38787, 50000)"
33,74.7,"(78.1, 39050, 50000)"
34,74.24,"(78.314, 39157, 50000)"
35,75.98,"(79.018, 39509, 50000)"
36,76.97,"(79.012, 39506, 50000)"
37,76.79,"(79.41, 39705, 50000)"
38,78.45,"(79.97, 39985, 50000)"
39,80.45,"(80.446, 40223, 50000)"
40,78.86,"(80.376, 40188, 50000)"
41,78.68,"(80.774, 40387, 50000)"
42,78.2,"(81.038, 40519, 50000)"
43,78.63,"(81.418, 40709, 50000)"
44,79.64,"(81.43, 40715, 50000)"
45,81.33,"(81.858, 40929, 50000)"
46,75.89,"(82.184, 41092, 50000)"
47,77.58,"(82.482, 41241, 50000)"
48,79.61,"(82.808, 41404, 50000)"
49,79.96,"(83.11, 41555, 50000)"
50,81.04,"(83.078, 41539, 50000)"
51,78.13,"(83.594, 41797, 50000)"
52,81.46,"(83.898, 41949, 50000)"
53,81.27,"(83.916, 41958, 50000)"
54,81.35,"(84.294, 42147, 50000)"
55,83.15,"(84.56, 42280, 50000)"
56,82.7,"(84.958, 42479, 50000)"
57,80.75,"(85.22, 42610, 50000)"
58,82.31,"(85.71, 42855, 50000)"
59,82.59,"(85.924, 42962, 50000)"
60,82.35,"(86.258, 43129, 50000)"
61,84.23,"(86.62, 43310, 50000)"
62,82.63,"(86.636, 43318, 50000)"
63,83.79,"(87.208, 43604, 50000)"
64,83.28,"(87.688, 43844, 50000)"
65,82.43,"(87.45, 43725, 50000)"
66,83.72,"(87.82, 43910, 50000)"
67,85.7,"(88.52, 44260, 50000)"
68,85.28,"(88.84, 44420, 50000)"
69,85.95,"(88.978, 44489, 50000)"
70,85.91,"(89.338, 44669, 50000)"
71,85.89,"(89.644, 44822, 50000)"
72,86.44,"(90.204, 45102, 50000)"
73,86.22,"(90.526, 45263, 50000)"
74,85.61,"(90.722, 45361, 50000)"
75,85.11,"(91.282, 45641, 50000)"
76,87.2,"(91.386, 45693, 50000)"
77,87.28,"(91.944, 45972, 50000)"
78,87.67,"(92.332, 46166, 50000)"
79,87.65,"(92.676, 46338, 50000)"
80,87.92,"(93.144, 46572, 50000)"
81,88.39,"(93.462, 46731, 50000)"
82,88.47,"(93.94, 46970, 50000)"
83,88.57,"(94.246, 47123, 50000)"
84,88.88,"(94.608, 47304, 50000)"
85,89.11,"(94.974, 47487, 50000)"
86,89.01,"(95.348, 47674, 50000)"
87,89.44,"(95.696, 47848, 50000)"
88,89.36,"(96.04, 48020, 50000)"
89,89.73,"(96.318, 48159, 50000)"
90,89.46,"(96.462, 48231, 50000)"
91,89.88,"(96.86, 48430, 50000)"
92,89.78,"(97.126, 48563, 50000)"
93,89.8,"(97.204, 48602, 50000)"
94,90.12,"(97.382, 48691, 50000)"
95,90.15,"(97.472, 48736, 50000)"
96,90.09,"(97.468, 48734, 50000)"
97,90.05,"(97.734, 48867, 50000)"
98,90.17,"(97.808, 48904, 50000)"
99,90.13,"(97.532, 48766, 50000)"
