Epoch,test accuracy,training accuracy
0,26.12,"(18.096, 9048, 50000)"
1,31.95,"(27.28, 13640, 50000)"
2,36.64,"(32.89, 16445, 50000)"
3,39.96,"(39.096, 19548, 50000)"
4,47.93,"(46.366, 23183, 50000)"
5,54.41,"(53.384, 26692, 50000)"
6,50.87,"(57.612, 28806, 50000)"
7,56.61,"(61.62, 30810, 50000)"
8,57.42,"(63.732, 31866, 50000)"
9,59.82,"(66.002, 33001, 50000)"
10,66.97,"(67.622, 33811, 50000)"
11,58.05,"(68.616, 34308, 50000)"
12,64.34,"(70.122, 35061, 50000)"
13,61.74,"(71.062, 35531, 50000)"
14,61.29,"(71.514, 35757, 50000)"
15,64.55,"(72.812, 36406, 50000)"
16,73.65,"(74.14, 37070, 50000)"
17,67.61,"(75.096, 37548, 50000)"
18,74.68,"(76.188, 38094, 50000)"
19,71.57,"(76.92, 38460, 50000)"
20,72.64,"(77.424, 38712, 50000)"
21,72.76,"(77.814, 38907, 50000)"
22,65.6,"(78.49, 39245, 50000)"
23,72.87,"(78.706, 39353, 50000)"
24,76.74,"(79.102, 39551, 50000)"
25,72.36,"(79.464, 39732, 50000)"
26,70.12,"(79.948, 39974, 50000)"
27,75.57,"(80.27, 40135, 50000)"
28,76.63,"(80.53, 40265, 50000)"
29,78.12,"(81.058, 40529, 50000)"
30,78.65,"(81.15, 40575, 50000)"
31,75.76,"(81.406, 40703, 50000)"
32,78.76,"(81.562, 40781, 50000)"
33,75.9,"(82.036, 41018, 50000)"
34,77.33,"(82.248, 41124, 50000)"
35,78.68,"(82.364, 41182, 50000)"
36,77.94,"(82.838, 41419, 50000)"
37,76.56,"(82.972, 41486, 50000)"
38,79.2,"(83.718, 41859, 50000)"
39,78.68,"(83.832, 41916, 50000)"
40,80.01,"(84.092, 42046, 50000)"
41,80.12,"(84.002, 42001, 50000)"
42,71.14,"(84.436, 42218, 50000)"
43,81.19,"(84.748, 42374, 50000)"
44,80.74,"(85.028, 42514, 50000)"
45,78.61,"(85.178, 42589, 50000)"
46,79.32,"(85.376, 42688, 50000)"
47,80.85,"(85.758, 42879, 50000)"
48,79.25,"(86.162, 43081, 50000)"
49,80.8,"(85.994, 42997, 50000)"
50,80.62,"(86.774, 43387, 50000)"
51,82.32,"(87.076, 43538, 50000)"
52,81.62,"(87.288, 43644, 50000)"
53,84.49,"(87.464, 43732, 50000)"
54,84.53,"(88.092, 44046, 50000)"
55,85.61,"(87.94, 43970, 50000)"
56,85.35,"(88.528, 44264, 50000)"
57,85.8,"(88.73, 44365, 50000)"
58,82.4,"(89.132, 44566, 50000)"
59,85.19,"(89.086, 44543, 50000)"
60,86.46,"(89.774, 44887, 50000)"
61,85.58,"(89.714, 44857, 50000)"
62,85.95,"(90.36, 45180, 50000)"
63,83.86,"(90.464, 45232, 50000)"
64,83.07,"(90.828, 45414, 50000)"
65,85.99,"(91.11, 45555, 50000)"
66,88.54,"(91.358, 45679, 50000)"
67,86.71,"(91.792, 45896, 50000)"
68,87.06,"(92.314, 46157, 50000)"
69,89.16,"(92.542, 46271, 50000)"
70,87.6,"(93.04, 46520, 50000)"
71,87.9,"(93.328, 46664, 50000)"
72,88.7,"(93.722, 46861, 50000)"
73,89.03,"(93.872, 46936, 50000)"
74,90.45,"(94.318, 47159, 50000)"
75,89.39,"(94.76, 47380, 50000)"
76,90.22,"(95.092, 47546, 50000)"
77,90.17,"(95.716, 47858, 50000)"
78,89.8,"(96.064, 48032, 50000)"
79,91.55,"(96.376, 48188, 50000)"
80,90.79,"(96.63, 48315, 50000)"
81,91.79,"(97.124, 48562, 50000)"
82,91.69,"(97.674, 48837, 50000)"
83,92.01,"(98.038, 49019, 50000)"
84,92.75,"(98.276, 49138, 50000)"
85,92.86,"(98.62, 49310, 50000)"
86,93.33,"(98.974, 49487, 50000)"
87,93.42,"(99.182, 49591, 50000)"
88,93.71,"(99.452, 49726, 50000)"
89,93.53,"(99.52, 49760, 50000)"
90,93.76,"(99.638, 49819, 50000)"
91,93.87,"(99.756, 49878, 50000)"
92,93.83,"(99.768, 49884, 50000)"
93,93.97,"(99.854, 49927, 50000)"
94,94.06,"(99.848, 49924, 50000)"
95,94.23,"(99.848, 49924, 50000)"
96,94.24,"(99.908, 49954, 50000)"
97,94.36,"(99.896, 49948, 50000)"
98,94.21,"(99.928, 49964, 50000)"
99,94.26,"(99.932, 49966, 50000)"
