Epoch,test accuracy,training accuracy
0,25.3,"(21.328, 10664, 50000)"
1,36.03,"(30.908, 15454, 50000)"
2,44.36,"(39.974, 19987, 50000)"
3,42.76,"(45.17, 22585, 50000)"
4,50.82,"(49.994, 24997, 50000)"
5,47.77,"(53.296, 26648, 50000)"
6,56.87,"(55.742, 27871, 50000)"
7,52.86,"(57.864, 28932, 50000)"
8,60.53,"(59.42, 29710, 50000)"
9,57.34,"(61.402, 30701, 50000)"
10,45.93,"(61.878, 30939, 50000)"
11,60.31,"(63.382, 31691, 50000)"
12,63.05,"(64.132, 32066, 50000)"
13,59.34,"(64.378, 32189, 50000)"
14,61.12,"(65.142, 32571, 50000)"
15,65.08,"(64.966, 32483, 50000)"
16,60.79,"(65.734, 32867, 50000)"
17,66.47,"(66.238, 33119, 50000)"
18,65.8,"(66.774, 33387, 50000)"
19,65.33,"(66.792, 33396, 50000)"
20,60.71,"(67.656, 33828, 50000)"
21,59.1,"(67.632, 33816, 50000)"
22,68.13,"(69.264, 34632, 50000)"
23,67.16,"(71.968, 35984, 50000)"
24,68.36,"(72.722, 36361, 50000)"
25,72.77,"(73.084, 36542, 50000)"
26,65.12,"(73.206, 36603, 50000)"
27,69.22,"(73.796, 36898, 50000)"
28,69.01,"(74.246, 37123, 50000)"
29,73.01,"(74.922, 37461, 50000)"
30,71.14,"(75.31, 37655, 50000)"
31,74.0,"(75.474, 37737, 50000)"
32,67.62,"(75.992, 37996, 50000)"
33,70.25,"(76.376, 38188, 50000)"
34,73.36,"(76.552, 38276, 50000)"
35,73.91,"(76.94, 38470, 50000)"
36,73.78,"(77.164, 38582, 50000)"
37,76.52,"(77.58, 38790, 50000)"
38,72.54,"(77.468, 38734, 50000)"
39,74.31,"(77.73, 38865, 50000)"
40,74.85,"(77.958, 38979, 50000)"
41,74.36,"(78.364, 39182, 50000)"
42,73.18,"(78.876, 39438, 50000)"
43,77.02,"(78.926, 39463, 50000)"
44,77.03,"(79.106, 39553, 50000)"
45,75.7,"(79.194, 39597, 50000)"
46,76.68,"(79.428, 39714, 50000)"
47,76.21,"(79.696, 39848, 50000)"
48,77.78,"(80.012, 40006, 50000)"
49,72.08,"(80.28, 40140, 50000)"
50,73.59,"(80.402, 40201, 50000)"
51,78.47,"(80.412, 40206, 50000)"
52,77.49,"(80.944, 40472, 50000)"
53,78.93,"(81.034, 40517, 50000)"
54,77.24,"(81.306, 40653, 50000)"
55,78.89,"(81.796, 40898, 50000)"
56,76.36,"(81.562, 40781, 50000)"
57,78.36,"(81.998, 40999, 50000)"
58,78.82,"(82.304, 41152, 50000)"
59,78.64,"(82.604, 41302, 50000)"
60,79.69,"(82.644, 41322, 50000)"
61,80.44,"(83.13, 41565, 50000)"
62,79.2,"(83.512, 41756, 50000)"
63,77.71,"(83.574, 41787, 50000)"
64,81.0,"(83.584, 41792, 50000)"
65,78.29,"(84.23, 42115, 50000)"
66,81.09,"(84.292, 42146, 50000)"
67,80.38,"(84.638, 42319, 50000)"
68,83.19,"(85.092, 42546, 50000)"
69,81.42,"(85.196, 42598, 50000)"
70,81.1,"(85.586, 42793, 50000)"
71,81.11,"(85.936, 42968, 50000)"
72,83.42,"(86.162, 43081, 50000)"
73,82.03,"(86.6, 43300, 50000)"
74,82.81,"(86.868, 43434, 50000)"
75,82.17,"(87.184, 43592, 50000)"
76,83.29,"(87.548, 43774, 50000)"
77,81.96,"(87.932, 43966, 50000)"
78,83.17,"(88.228, 44114, 50000)"
79,83.53,"(88.322, 44161, 50000)"
80,83.44,"(89.098, 44549, 50000)"
81,84.19,"(89.288, 44644, 50000)"
82,83.81,"(89.816, 44908, 50000)"
83,83.99,"(90.062, 45031, 50000)"
84,84.6,"(90.252, 45126, 50000)"
85,84.02,"(90.61, 45305, 50000)"
86,84.19,"(90.77, 45385, 50000)"
87,85.08,"(91.32, 45660, 50000)"
88,84.99,"(91.658, 45829, 50000)"
89,84.65,"(91.972, 45986, 50000)"
90,84.75,"(92.098, 46049, 50000)"
91,85.19,"(92.274, 46137, 50000)"
92,85.42,"(92.698, 46349, 50000)"
93,85.47,"(93.012, 46506, 50000)"
94,85.42,"(93.058, 46529, 50000)"
95,85.25,"(93.296, 46648, 50000)"
96,85.3,"(93.406, 46703, 50000)"
97,85.5,"(93.476, 46738, 50000)"
98,85.44,"(93.338, 46669, 50000)"
99,85.43,"(93.56, 46780, 50000)"
