Epoch,test accuracy,training accuracy
0,40.82,"(29.444, 14722, 50000)"
1,50.91,"(45.936, 22968, 50000)"
2,55.36,"(54.606, 27303, 50000)"
3,63.41,"(60.868, 30434, 50000)"
4,65.42,"(65.924, 32962, 50000)"
5,69.43,"(69.068, 34534, 50000)"
6,71.45,"(72.062, 36031, 50000)"
7,73.85,"(74.088, 37044, 50000)"
8,77.13,"(76.578, 38289, 50000)"
9,77.3,"(78.47, 39235, 50000)"
10,77.76,"(80.418, 40209, 50000)"
11,80.85,"(82.2, 41100, 50000)"
12,81.04,"(83.294, 41647, 50000)"
13,82.17,"(84.226, 42113, 50000)"
14,82.98,"(84.766, 42383, 50000)"
15,79.37,"(86.044, 43022, 50000)"
16,83.11,"(86.462, 43231, 50000)"
17,84.4,"(87.178, 43589, 50000)"
18,84.55,"(87.918, 43959, 50000)"
19,83.23,"(88.434, 44217, 50000)"
20,83.93,"(88.908, 44454, 50000)"
21,84.72,"(89.438, 44719, 50000)"
22,86.29,"(89.84, 44920, 50000)"
23,85.4,"(90.266, 45133, 50000)"
24,84.82,"(90.626, 45313, 50000)"
25,85.74,"(90.838, 45419, 50000)"
26,87.73,"(91.292, 45646, 50000)"
27,86.16,"(91.396, 45698, 50000)"
28,86.76,"(91.75, 45875, 50000)"
29,86.57,"(92.202, 46101, 50000)"
30,88.66,"(92.52, 46260, 50000)"
31,88.54,"(92.688, 46344, 50000)"
32,87.32,"(92.902, 46451, 50000)"
33,89.11,"(93.364, 46682, 50000)"
34,88.5,"(93.448, 46724, 50000)"
35,87.89,"(93.572, 46786, 50000)"
36,87.69,"(94.096, 47048, 50000)"
37,89.26,"(94.102, 47051, 50000)"
38,88.57,"(94.582, 47291, 50000)"
39,89.16,"(94.816, 47408, 50000)"
40,88.25,"(95.116, 47558, 50000)"
41,89.43,"(95.102, 47551, 50000)"
42,88.18,"(95.638, 47819, 50000)"
43,88.22,"(95.806, 47903, 50000)"
44,89.3,"(95.852, 47926, 50000)"
45,89.62,"(96.042, 48021, 50000)"
46,88.95,"(96.128, 48064, 50000)"
47,89.7,"(96.48, 48240, 50000)"
48,90.28,"(96.94, 48470, 50000)"
49,90.13,"(96.838, 48419, 50000)"
50,90.19,"(96.888, 48444, 50000)"
51,90.29,"(97.334, 48667, 50000)"
52,90.59,"(97.154, 48577, 50000)"
53,89.01,"(97.45, 48725, 50000)"
54,91.52,"(97.76, 48880, 50000)"
55,90.9,"(97.822, 48911, 50000)"
56,91.39,"(98.086, 49043, 50000)"
57,90.7,"(98.188, 49094, 50000)"
58,90.5,"(98.192, 49096, 50000)"
59,92.01,"(98.696, 49348, 50000)"
60,91.89,"(98.872, 49436, 50000)"
61,91.89,"(98.812, 49406, 50000)"
62,91.72,"(98.942, 49471, 50000)"
63,92.16,"(98.99, 49495, 50000)"
64,92.32,"(99.19, 49595, 50000)"
65,91.95,"(99.304, 49652, 50000)"
66,92.41,"(99.19, 49595, 50000)"
67,92.91,"(99.474, 49737, 50000)"
68,92.86,"(99.568, 49784, 50000)"
69,92.94,"(99.556, 49778, 50000)"
70,93.19,"(99.682, 49841, 50000)"
71,93.16,"(99.82, 49910, 50000)"
72,93.22,"(99.786, 49893, 50000)"
73,93.37,"(99.874, 49937, 50000)"
74,93.24,"(99.826, 49913, 50000)"
75,93.34,"(99.88, 49940, 50000)"
76,93.47,"(99.91, 49955, 50000)"
77,93.64,"(99.898, 49949, 50000)"
78,93.64,"(99.93, 49965, 50000)"
79,93.77,"(99.936, 49968, 50000)"
80,93.86,"(99.948, 49974, 50000)"
81,93.71,"(99.956, 49978, 50000)"
82,93.88,"(99.96, 49980, 50000)"
83,93.9,"(99.976, 49988, 50000)"
84,93.81,"(99.974, 49987, 50000)"
85,93.9,"(99.984, 49992, 50000)"
86,93.81,"(99.982, 49991, 50000)"
87,93.83,"(99.988, 49994, 50000)"
88,93.91,"(99.99, 49995, 50000)"
89,93.87,"(99.982, 49991, 50000)"
90,93.98,"(99.968, 49984, 50000)"
91,93.98,"(99.994, 49997, 50000)"
92,93.97,"(99.986, 49993, 50000)"
93,93.91,"(99.976, 49988, 50000)"
94,93.98,"(99.994, 49997, 50000)"
95,94.02,"(99.984, 49992, 50000)"
96,93.94,"(99.99, 49995, 50000)"
97,93.98,"(99.994, 49997, 50000)"
98,93.88,"(99.994, 49997, 50000)"
99,93.86,"(99.978, 49989, 50000)"
