;Epoch;test_accuracy;train-saturation_features-0;train-saturation_features-4;train-saturation_features-8;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-31;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_classifier;eval-saturation_features-0;eval-saturation_features-4;eval-saturation_features-8;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-31;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_classifier
0;0;57.21;0.15625;0.59375;0.6875;0.796875;0.7578125;0.828125;0.828125;0.8125;0.529296875;0.54296875;0.4765625;0.404296875;0.326171875;0.26953125;0.228515625;0.19140625;0.5;0.15625;0.640625;0.71875;0.8046875;0.7578125;0.82421875;0.8203125;0.796875;0.54296875;0.564453125;0.49609375;0.419921875;0.3359375;0.27734375;0.232421875;0.19140625;0.5
1;1;67.49;0.15625;0.515625;0.640625;0.7578125;0.734375;0.81640625;0.8203125;0.80078125;0.541015625;0.55859375;0.48828125;0.40625;0.3203125;0.2578125;0.21875;0.1875;0.6;0.15625;0.5625;0.6484375;0.7421875;0.71875;0.80859375;0.80859375;0.7890625;0.548828125;0.560546875;0.474609375;0.376953125;0.279296875;0.21875;0.181640625;0.1640625;0.6
2;2;74.76;0.15625;0.515625;0.640625;0.75;0.71875;0.796875;0.80078125;0.77734375;0.515625;0.525390625;0.4453125;0.35546875;0.265625;0.2109375;0.1796875;0.173828125;0.7;0.171875;0.546875;0.640625;0.734375;0.70703125;0.7890625;0.7890625;0.7578125;0.5234375;0.54296875;0.45703125;0.353515625;0.259765625;0.205078125;0.1796875;0.171875;0.7
3;3;77.9;0.15625;0.5;0.609375;0.7265625;0.703125;0.78515625;0.79296875;0.7734375;0.525390625;0.537109375;0.453125;0.359375;0.26953125;0.208984375;0.173828125;0.16796875;0.7;0.171875;0.546875;0.6171875;0.7109375;0.69140625;0.78125;0.7890625;0.76171875;0.53515625;0.548828125;0.451171875;0.337890625;0.240234375;0.18359375;0.16015625;0.15625;0.7
4;4;80.27;0.171875;0.5;0.609375;0.71875;0.69140625;0.7734375;0.78515625;0.76171875;0.51171875;0.5078125;0.41796875;0.322265625;0.234375;0.1796875;0.16015625;0.15625;0.7;0.171875;0.546875;0.609375;0.6953125;0.68359375;0.76953125;0.78125;0.75390625;0.533203125;0.533203125;0.4296875;0.31640625;0.21484375;0.166015625;0.15234375;0.150390625;0.7
5;5;81.22;0.171875;0.5;0.609375;0.71875;0.69140625;0.765625;0.7734375;0.75390625;0.517578125;0.51171875;0.41796875;0.318359375;0.2265625;0.17578125;0.158203125;0.15625;0.7;0.171875;0.53125;0.609375;0.6953125;0.68359375;0.7578125;0.76953125;0.73828125;0.51953125;0.521484375;0.41796875;0.306640625;0.212890625;0.169921875;0.154296875;0.150390625;0.7
6;6;81.97;0.171875;0.5;0.609375;0.7109375;0.68359375;0.75390625;0.765625;0.73828125;0.509765625;0.50390625;0.404296875;0.30078125;0.2109375;0.1640625;0.15234375;0.1484375;0.7;0.171875;0.53125;0.609375;0.6875;0.671875;0.75;0.765625;0.734375;0.5234375;0.52734375;0.42578125;0.3125;0.212890625;0.166015625;0.154296875;0.150390625;0.7
7;7;84.08;0.171875;0.5;0.6015625;0.7109375;0.68359375;0.7578125;0.765625;0.7421875;0.5078125;0.49609375;0.40625;0.30859375;0.220703125;0.169921875;0.154296875;0.15625;0.8;0.171875;0.546875;0.609375;0.6953125;0.6796875;0.7578125;0.765625;0.73046875;0.5234375;0.515625;0.41015625;0.296875;0.201171875;0.16015625;0.1484375;0.150390625;0.8
8;8;84.08;0.171875;0.5;0.59375;0.7109375;0.6796875;0.75390625;0.765625;0.73828125;0.521484375;0.51953125;0.43359375;0.330078125;0.232421875;0.171875;0.154296875;0.15625;0.8;0.171875;0.53125;0.6015625;0.6875;0.671875;0.75;0.765625;0.73046875;0.5234375;0.51953125;0.416015625;0.29296875;0.19140625;0.15625;0.146484375;0.14453125;0.8
9;9;84.37;0.171875;0.5;0.59375;0.703125;0.671875;0.7421875;0.75390625;0.73046875;0.5078125;0.49609375;0.404296875;0.3046875;0.212890625;0.162109375;0.150390625;0.1484375;0.8;0.171875;0.53125;0.59375;0.6875;0.66796875;0.7421875;0.7578125;0.72265625;0.515625;0.51171875;0.408203125;0.29296875;0.1953125;0.15625;0.14453125;0.14453125;0.8
