Epoch,test accuracy,training accuracy
0,34.52,"(24.1, 12050, 50000)"
1,45.05,"(38.88, 19440, 50000)"
2,51.07,"(48.502, 24251, 50000)"
3,59.06,"(54.922, 27461, 50000)"
4,54.25,"(60.706, 30353, 50000)"
5,63.27,"(64.888, 32444, 50000)"
6,65.55,"(67.57, 33785, 50000)"
7,70.77,"(69.986, 34993, 50000)"
8,68.8,"(71.692, 35846, 50000)"
9,70.19,"(73.654, 36827, 50000)"
10,73.45,"(74.918, 37459, 50000)"
11,73.59,"(76.73, 38365, 50000)"
12,73.52,"(78.17, 39085, 50000)"
13,74.26,"(79.944, 39972, 50000)"
14,70.21,"(80.674, 40337, 50000)"
15,74.65,"(81.386, 40693, 50000)"
16,76.51,"(82.322, 41161, 50000)"
17,77.31,"(82.482, 41241, 50000)"
18,80.65,"(82.976, 41488, 50000)"
19,77.65,"(83.78, 41890, 50000)"
20,79.67,"(84.258, 42129, 50000)"
21,78.41,"(84.334, 42167, 50000)"
22,75.37,"(84.628, 42314, 50000)"
23,81.57,"(84.936, 42468, 50000)"
24,79.39,"(85.44, 42720, 50000)"
25,77.74,"(85.708, 42854, 50000)"
26,82.16,"(86.2, 43100, 50000)"
27,80.03,"(86.304, 43152, 50000)"
28,81.02,"(86.408, 43204, 50000)"
29,83.36,"(86.792, 43396, 50000)"
30,82.15,"(87.14, 43570, 50000)"
31,84.03,"(87.316, 43658, 50000)"
32,84.81,"(87.546, 43773, 50000)"
33,83.34,"(87.982, 43991, 50000)"
34,86.56,"(88.004, 44002, 50000)"
35,82.37,"(88.178, 44089, 50000)"
36,82.69,"(88.412, 44206, 50000)"
37,85.96,"(88.88, 44440, 50000)"
38,78.71,"(88.996, 44498, 50000)"
39,85.64,"(89.188, 44594, 50000)"
40,84.15,"(89.486, 44743, 50000)"
41,85.56,"(89.682, 44841, 50000)"
42,84.35,"(90.23, 45115, 50000)"
43,85.84,"(90.316, 45158, 50000)"
44,85.7,"(90.224, 45112, 50000)"
45,87.7,"(90.622, 45311, 50000)"
46,81.94,"(90.846, 45423, 50000)"
47,87.67,"(91.166, 45583, 50000)"
48,85.26,"(91.148, 45574, 50000)"
49,86.1,"(91.602, 45801, 50000)"
50,87.95,"(91.802, 45901, 50000)"
51,88.67,"(91.784, 45892, 50000)"
52,85.85,"(92.422, 46211, 50000)"
53,87.68,"(92.628, 46314, 50000)"
54,86.85,"(92.782, 46391, 50000)"
55,88.08,"(92.952, 46476, 50000)"
56,88.56,"(93.064, 46532, 50000)"
57,88.78,"(93.476, 46738, 50000)"
58,89.17,"(93.666, 46833, 50000)"
59,84.14,"(93.908, 46954, 50000)"
60,87.8,"(94.242, 47121, 50000)"
61,88.51,"(94.504, 47252, 50000)"
62,89.91,"(94.692, 47346, 50000)"
63,87.55,"(95.102, 47551, 50000)"
64,90.24,"(95.198, 47599, 50000)"
65,90.97,"(95.632, 47816, 50000)"
66,90.79,"(95.81, 47905, 50000)"
67,91.15,"(96.142, 48071, 50000)"
68,91.08,"(96.414, 48207, 50000)"
69,90.23,"(96.646, 48323, 50000)"
70,90.88,"(96.706, 48353, 50000)"
71,91.28,"(96.952, 48476, 50000)"
72,91.08,"(97.428, 48714, 50000)"
73,92.28,"(97.79, 48895, 50000)"
74,92.06,"(97.88, 48940, 50000)"
75,91.21,"(98.22, 49110, 50000)"
76,92.55,"(98.314, 49157, 50000)"
77,92.67,"(98.672, 49336, 50000)"
78,92.71,"(98.768, 49384, 50000)"
79,92.81,"(99.058, 49529, 50000)"
80,93.48,"(99.212, 49606, 50000)"
81,93.24,"(99.372, 49686, 50000)"
82,94.18,"(99.454, 49727, 50000)"
83,94.17,"(99.594, 49797, 50000)"
84,94.28,"(99.71, 49855, 50000)"
85,94.42,"(99.788, 49894, 50000)"
86,94.35,"(99.84, 49920, 50000)"
87,94.55,"(99.864, 49932, 50000)"
88,94.71,"(99.894, 49947, 50000)"
89,94.76,"(99.922, 49961, 50000)"
90,94.85,"(99.934, 49967, 50000)"
91,94.74,"(99.934, 49967, 50000)"
92,94.87,"(99.94, 49970, 50000)"
93,94.83,"(99.936, 49968, 50000)"
94,94.96,"(99.962, 49981, 50000)"
95,94.82,"(99.972, 49986, 50000)"
96,94.92,"(99.958, 49979, 50000)"
97,94.87,"(99.97, 49985, 50000)"
98,94.99,"(99.952, 49976, 50000)"
99,95.03,"(99.95, 49975, 50000)"
