Epoch,test accuracy,training accuracy
0,35.61,"(28.1, 14050, 50000)"
1,41.27,"(38.066, 19033, 50000)"
2,38.75,"(41.298, 20649, 50000)"
3,42.38,"(36.366, 18183, 50000)"
4,27.6,"(27.962, 13981, 50000)"
5,42.63,"(36.962, 18481, 50000)"
6,36.18,"(41.694, 20847, 50000)"
7,45.63,"(42.464, 21232, 50000)"
8,51.32,"(45.868, 22934, 50000)"
9,53.3,"(47.836, 23918, 50000)"
10,50.26,"(43.444, 21722, 50000)"
11,55.21,"(50.232, 25116, 50000)"
12,55.73,"(52.95, 26475, 50000)"
13,60.15,"(55.728, 27864, 50000)"
14,59.43,"(57.994, 28997, 50000)"
15,63.21,"(59.322, 29661, 50000)"
16,63.46,"(61.134, 30567, 50000)"
17,65.23,"(62.636, 31318, 50000)"
18,65.92,"(63.958, 31979, 50000)"
19,67.05,"(65.796, 32898, 50000)"
20,68.15,"(66.338, 33169, 50000)"
21,70.09,"(68.184, 34092, 50000)"
22,69.35,"(69.324, 34662, 50000)"
23,70.86,"(70.038, 35019, 50000)"
24,70.69,"(70.312, 35156, 50000)"
25,72.05,"(71.78, 35890, 50000)"
26,72.71,"(71.496, 35748, 50000)"
27,73.87,"(73.114, 36557, 50000)"
28,74.97,"(74.944, 37472, 50000)"
29,74.34,"(75.72, 37860, 50000)"
30,75.51,"(76.12, 38060, 50000)"
31,76.33,"(76.92, 38460, 50000)"
32,77.33,"(77.87, 38935, 50000)"
33,77.45,"(78.778, 39389, 50000)"
34,77.66,"(79.558, 39779, 50000)"
35,78.1,"(79.712, 39856, 50000)"
36,78.16,"(80.714, 40357, 50000)"
37,78.4,"(80.938, 40469, 50000)"
38,79.43,"(81.614, 40807, 50000)"
39,78.15,"(82.308, 41154, 50000)"
40,79.85,"(82.662, 41331, 50000)"
41,79.15,"(83.044, 41522, 50000)"
42,80.12,"(83.246, 41623, 50000)"
43,80.46,"(83.994, 41997, 50000)"
44,80.3,"(84.584, 42292, 50000)"
45,80.84,"(84.852, 42426, 50000)"
46,80.53,"(84.892, 42446, 50000)"
47,81.01,"(85.208, 42604, 50000)"
48,81.28,"(85.752, 42876, 50000)"
49,81.05,"(86.452, 43226, 50000)"
50,81.09,"(86.894, 43447, 50000)"
51,81.75,"(86.982, 43491, 50000)"
52,81.28,"(87.426, 43713, 50000)"
53,81.59,"(87.842, 43921, 50000)"
54,81.79,"(88.388, 44194, 50000)"
55,81.74,"(88.808, 44404, 50000)"
56,82.25,"(88.97, 44485, 50000)"
57,82.49,"(89.35, 44675, 50000)"
58,81.93,"(89.496, 44748, 50000)"
59,82.07,"(89.97, 44985, 50000)"
60,82.16,"(90.684, 45342, 50000)"
61,82.09,"(90.74, 45370, 50000)"
62,82.06,"(91.002, 45501, 50000)"
63,82.82,"(91.354, 45677, 50000)"
64,82.48,"(91.792, 45896, 50000)"
65,83.02,"(91.968, 45984, 50000)"
66,82.71,"(92.376, 46188, 50000)"
67,82.59,"(92.85, 46425, 50000)"
68,82.89,"(93.198, 46599, 50000)"
69,82.99,"(93.304, 46652, 50000)"
70,83.42,"(93.738, 46869, 50000)"
71,83.57,"(94.046, 47023, 50000)"
72,83.69,"(94.264, 47132, 50000)"
73,83.51,"(94.61, 47305, 50000)"
74,83.4,"(95.052, 47526, 50000)"
75,83.47,"(95.268, 47634, 50000)"
76,83.36,"(95.38, 47690, 50000)"
77,83.54,"(95.564, 47782, 50000)"
78,82.81,"(95.848, 47924, 50000)"
79,83.83,"(96.134, 48067, 50000)"
80,83.43,"(96.332, 48166, 50000)"
81,83.51,"(96.43, 48215, 50000)"
82,83.89,"(96.798, 48399, 50000)"
83,83.84,"(96.962, 48481, 50000)"
84,83.64,"(97.114, 48557, 50000)"
85,83.93,"(97.268, 48634, 50000)"
86,83.97,"(97.336, 48668, 50000)"
87,83.74,"(97.458, 48729, 50000)"
88,84.03,"(97.496, 48748, 50000)"
89,83.9,"(97.616, 48808, 50000)"
90,83.93,"(97.82, 48910, 50000)"
91,83.91,"(97.89, 48945, 50000)"
92,84.09,"(97.878, 48939, 50000)"
93,83.86,"(97.948, 48974, 50000)"
94,84.04,"(98.054, 49027, 50000)"
95,83.99,"(98.05, 49025, 50000)"
96,84.23,"(98.008, 49004, 50000)"
97,84.06,"(98.046, 49023, 50000)"
98,84.13,"(98.036, 49018, 50000)"
99,84.18,"(98.098, 49049, 50000)"
