Epoch,test accuracy,training accuracy
0,50.43,"(35.348, 17674, 50000)"
1,58.32,"(55.802, 27901, 50000)"
2,70.5,"(64.944, 32472, 50000)"
3,71.12,"(72.252, 36126, 50000)"
4,77.68,"(76.974, 38487, 50000)"
5,77.6,"(79.834, 39917, 50000)"
6,81.1,"(81.914, 40957, 50000)"
7,82.79,"(83.726, 41863, 50000)"
8,83.77,"(85.122, 42561, 50000)"
9,82.51,"(86.33, 43165, 50000)"
10,83.64,"(87.166, 43583, 50000)"
11,84.74,"(88.054, 44027, 50000)"
12,83.31,"(88.966, 44483, 50000)"
13,86.3,"(89.532, 44766, 50000)"
14,85.3,"(90.414, 45207, 50000)"
15,85.14,"(90.656, 45328, 50000)"
16,87.48,"(91.154, 45577, 50000)"
17,85.51,"(91.732, 45866, 50000)"
18,87.55,"(91.892, 45946, 50000)"
19,87.47,"(92.478, 46239, 50000)"
20,87.2,"(93.008, 46504, 50000)"
21,87.68,"(93.04, 46520, 50000)"
22,87.78,"(93.402, 46701, 50000)"
23,88.05,"(93.854, 46927, 50000)"
24,89.1,"(94.126, 47063, 50000)"
25,87.94,"(94.48, 47240, 50000)"
26,88.73,"(94.628, 47314, 50000)"
27,88.43,"(94.784, 47392, 50000)"
28,88.21,"(95.148, 47574, 50000)"
29,88.48,"(95.332, 47666, 50000)"
30,87.62,"(95.522, 47761, 50000)"
31,89.33,"(95.656, 47828, 50000)"
32,89.46,"(95.94, 47970, 50000)"
33,88.67,"(96.16, 48080, 50000)"
34,90.02,"(96.392, 48196, 50000)"
35,89.95,"(96.64, 48320, 50000)"
36,89.93,"(96.746, 48373, 50000)"
37,89.36,"(96.872, 48436, 50000)"
38,90.16,"(97.082, 48541, 50000)"
39,90.36,"(97.136, 48568, 50000)"
40,90.12,"(97.384, 48692, 50000)"
41,89.47,"(97.61, 48805, 50000)"
42,90.6,"(97.672, 48836, 50000)"
43,89.28,"(97.838, 48919, 50000)"
44,91.03,"(97.95, 48975, 50000)"
45,91.5,"(98.0, 49000, 50000)"
46,90.12,"(98.26, 49130, 50000)"
47,91.04,"(98.41, 49205, 50000)"
48,90.39,"(98.4, 49200, 50000)"
49,91.15,"(98.452, 49226, 50000)"
50,91.71,"(98.708, 49354, 50000)"
51,91.58,"(98.81, 49405, 50000)"
52,91.36,"(98.894, 49447, 50000)"
53,92.02,"(98.862, 49431, 50000)"
54,91.99,"(99.062, 49531, 50000)"
55,91.76,"(99.15, 49575, 50000)"
56,91.52,"(99.248, 49624, 50000)"
57,91.94,"(99.258, 49629, 50000)"
58,91.8,"(99.332, 49666, 50000)"
59,92.08,"(99.426, 49713, 50000)"
60,92.63,"(99.494, 49747, 50000)"
61,92.17,"(99.554, 49777, 50000)"
62,92.33,"(99.596, 49798, 50000)"
63,92.35,"(99.644, 49822, 50000)"
64,92.89,"(99.72, 49860, 50000)"
65,92.85,"(99.812, 49906, 50000)"
66,93.02,"(99.826, 49913, 50000)"
67,92.91,"(99.842, 49921, 50000)"
68,93.13,"(99.898, 49949, 50000)"
69,93.31,"(99.902, 49951, 50000)"
70,93.31,"(99.91, 49955, 50000)"
71,92.98,"(99.92, 49960, 50000)"
72,93.54,"(99.97, 49985, 50000)"
73,93.44,"(99.956, 49978, 50000)"
74,93.66,"(99.932, 49966, 50000)"
75,93.59,"(99.962, 49981, 50000)"
76,93.62,"(99.97, 49985, 50000)"
77,93.53,"(99.976, 49988, 50000)"
78,93.73,"(99.982, 49991, 50000)"
79,93.74,"(99.986, 49993, 50000)"
80,93.65,"(99.988, 49994, 50000)"
81,93.7,"(99.986, 49993, 50000)"
82,93.64,"(99.988, 49994, 50000)"
83,93.62,"(99.984, 49992, 50000)"
84,93.63,"(99.986, 49993, 50000)"
85,93.79,"(99.98, 49990, 50000)"
86,93.74,"(99.992, 49996, 50000)"
87,93.7,"(99.994, 49997, 50000)"
88,93.69,"(99.996, 49998, 50000)"
89,93.77,"(99.992, 49996, 50000)"
90,93.66,"(99.99, 49995, 50000)"
91,93.77,"(99.992, 49996, 50000)"
92,93.72,"(99.996, 49998, 50000)"
93,93.66,"(99.992, 49996, 50000)"
94,93.71,"(99.994, 49997, 50000)"
95,93.76,"(99.99, 49995, 50000)"
96,93.73,"(99.986, 49993, 50000)"
97,93.7,"(99.99, 49995, 50000)"
98,93.73,"(99.99, 49995, 50000)"
99,93.71,"(99.994, 49997, 50000)"
