Epoch,test accuracy,training accuracy
0,21.57,"(16.924, 8462, 50000)"
1,29.56,"(25.292, 12646, 50000)"
2,35.83,"(30.916, 15458, 50000)"
3,37.44,"(34.924, 17462, 50000)"
4,40.95,"(38.082, 19041, 50000)"
5,43.44,"(40.682, 20341, 50000)"
6,45.73,"(43.31, 21655, 50000)"
7,48.27,"(46.01, 23005, 50000)"
8,50.81,"(47.958, 23979, 50000)"
9,51.62,"(49.94, 24970, 50000)"
10,53.41,"(51.698, 25849, 50000)"
11,54.65,"(53.032, 26516, 50000)"
12,55.82,"(54.23, 27115, 50000)"
13,57.47,"(55.684, 27842, 50000)"
14,58.12,"(56.818, 28409, 50000)"
15,58.26,"(57.968, 28984, 50000)"
16,60.18,"(59.188, 29594, 50000)"
17,60.23,"(59.994, 29997, 50000)"
18,61.39,"(61.192, 30596, 50000)"
19,61.68,"(61.874, 30937, 50000)"
20,63.69,"(62.854, 31427, 50000)"
21,64.4,"(63.972, 31986, 50000)"
22,63.92,"(64.414, 32207, 50000)"
23,65.31,"(65.346, 32673, 50000)"
24,65.58,"(66.308, 33154, 50000)"
25,66.87,"(66.782, 33391, 50000)"
26,66.91,"(67.274, 33637, 50000)"
27,67.13,"(68.22, 34110, 50000)"
28,68.11,"(68.752, 34376, 50000)"
29,68.33,"(69.198, 34599, 50000)"
30,68.34,"(69.67, 34835, 50000)"
31,69.3,"(70.344, 35172, 50000)"
32,69.37,"(70.672, 35336, 50000)"
33,69.52,"(71.138, 35569, 50000)"
34,70.05,"(71.306, 35653, 50000)"
35,70.73,"(71.98, 35990, 50000)"
36,70.66,"(72.306, 36153, 50000)"
37,70.56,"(72.906, 36453, 50000)"
38,70.74,"(73.264, 36632, 50000)"
39,71.32,"(73.794, 36897, 50000)"
40,71.22,"(73.874, 36937, 50000)"
41,72.06,"(74.336, 37168, 50000)"
42,71.93,"(74.824, 37412, 50000)"
43,72.25,"(75.108, 37554, 50000)"
44,72.29,"(75.178, 37589, 50000)"
45,72.38,"(75.636, 37818, 50000)"
46,73.35,"(75.74, 37870, 50000)"
47,72.9,"(76.286, 38143, 50000)"
48,73.04,"(76.63, 38315, 50000)"
49,73.29,"(76.916, 38458, 50000)"
50,73.4,"(76.908, 38454, 50000)"
51,73.56,"(77.716, 38858, 50000)"
52,73.9,"(77.6, 38800, 50000)"
53,73.68,"(77.872, 38936, 50000)"
54,74.61,"(78.178, 39089, 50000)"
55,74.08,"(78.3, 39150, 50000)"
56,74.23,"(78.566, 39283, 50000)"
57,74.35,"(78.83, 39415, 50000)"
58,74.74,"(79.154, 39577, 50000)"
59,74.73,"(79.308, 39654, 50000)"
60,74.78,"(79.476, 39738, 50000)"
61,74.84,"(79.666, 39833, 50000)"
62,74.89,"(80.002, 40001, 50000)"
63,75.1,"(79.978, 39989, 50000)"
64,75.19,"(80.274, 40137, 50000)"
65,75.16,"(80.344, 40172, 50000)"
66,75.26,"(80.616, 40308, 50000)"
67,75.43,"(80.708, 40354, 50000)"
68,75.26,"(80.798, 40399, 50000)"
69,75.3,"(81.048, 40524, 50000)"
70,75.67,"(81.18, 40590, 50000)"
71,75.83,"(81.252, 40626, 50000)"
72,75.91,"(81.434, 40717, 50000)"
73,75.66,"(81.38, 40690, 50000)"
74,75.79,"(81.498, 40749, 50000)"
75,75.72,"(81.674, 40837, 50000)"
76,75.77,"(81.736, 40868, 50000)"
77,76.26,"(81.918, 40959, 50000)"
78,75.99,"(82.008, 41004, 50000)"
79,75.98,"(81.914, 40957, 50000)"
80,76.19,"(82.012, 41006, 50000)"
81,76.37,"(82.126, 41063, 50000)"
82,76.25,"(82.036, 41018, 50000)"
83,76.37,"(82.24, 41120, 50000)"
84,76.37,"(82.14, 41070, 50000)"
85,76.1,"(82.216, 41108, 50000)"
86,76.33,"(82.212, 41106, 50000)"
87,76.24,"(82.56, 41280, 50000)"
88,76.33,"(82.244, 41122, 50000)"
89,76.41,"(82.37, 41185, 50000)"
90,76.35,"(82.364, 41182, 50000)"
91,76.2,"(82.374, 41187, 50000)"
92,76.62,"(82.24, 41120, 50000)"
93,76.45,"(82.606, 41303, 50000)"
94,76.18,"(82.648, 41324, 50000)"
95,76.28,"(82.396, 41198, 50000)"
96,76.61,"(82.39, 41195, 50000)"
97,76.08,"(82.7, 41350, 50000)"
98,76.34,"(82.468, 41234, 50000)"
99,76.34,"(82.576, 41288, 50000)"
