Epoch,test accuracy,training accuracy
0,48.38,"(37.798, 18899, 50000)"
1,63.91,"(58.078, 29039, 50000)"
2,68.34,"(67.384, 33692, 50000)"
3,71.86,"(72.44, 36220, 50000)"
4,74.85,"(75.678, 37839, 50000)"
5,76.43,"(78.482, 39241, 50000)"
6,77.32,"(80.354, 40177, 50000)"
7,76.9,"(81.622, 40811, 50000)"
8,82.51,"(82.598, 41299, 50000)"
9,80.65,"(83.696, 41848, 50000)"
10,77.65,"(84.658, 42329, 50000)"
11,83.23,"(85.186, 42593, 50000)"
12,84.46,"(85.716, 42858, 50000)"
13,84.93,"(86.554, 43277, 50000)"
14,83.31,"(86.728, 43364, 50000)"
15,83.82,"(87.142, 43571, 50000)"
16,81.61,"(87.498, 43749, 50000)"
17,84.11,"(87.824, 43912, 50000)"
18,83.95,"(88.184, 44092, 50000)"
19,85.6,"(88.45, 44225, 50000)"
20,82.99,"(88.706, 44353, 50000)"
21,85.48,"(88.892, 44446, 50000)"
22,85.49,"(89.338, 44669, 50000)"
23,85.66,"(89.588, 44794, 50000)"
24,81.46,"(89.662, 44831, 50000)"
25,84.39,"(89.796, 44898, 50000)"
26,85.29,"(89.922, 44961, 50000)"
27,84.73,"(90.5, 45250, 50000)"
28,84.01,"(90.59, 45295, 50000)"
29,85.26,"(90.734, 45367, 50000)"
30,84.84,"(90.824, 45412, 50000)"
31,86.16,"(91.028, 45514, 50000)"
32,85.3,"(91.214, 45607, 50000)"
33,87.17,"(91.628, 45814, 50000)"
34,86.31,"(91.482, 45741, 50000)"
35,87.25,"(91.756, 45878, 50000)"
36,86.72,"(92.04, 46020, 50000)"
37,87.72,"(92.322, 46161, 50000)"
38,85.18,"(92.358, 46179, 50000)"
39,88.73,"(92.342, 46171, 50000)"
40,87.03,"(92.902, 46451, 50000)"
41,84.79,"(92.952, 46476, 50000)"
42,87.73,"(92.998, 46499, 50000)"
43,88.23,"(93.19, 46595, 50000)"
44,87.83,"(93.48, 46740, 50000)"
45,88.1,"(93.676, 46838, 50000)"
46,86.45,"(93.646, 46823, 50000)"
47,88.74,"(93.996, 46998, 50000)"
48,88.62,"(94.226, 47113, 50000)"
49,88.34,"(94.304, 47152, 50000)"
50,88.66,"(94.706, 47353, 50000)"
51,87.45,"(94.678, 47339, 50000)"
52,89.16,"(95.106, 47553, 50000)"
53,88.21,"(94.878, 47439, 50000)"
54,89.22,"(95.472, 47736, 50000)"
55,87.21,"(95.488, 47744, 50000)"
56,89.64,"(95.744, 47872, 50000)"
57,87.92,"(95.9, 47950, 50000)"
58,89.39,"(96.122, 48061, 50000)"
59,88.82,"(96.282, 48141, 50000)"
60,89.69,"(96.438, 48219, 50000)"
61,89.66,"(96.59, 48295, 50000)"
62,90.14,"(96.798, 48399, 50000)"
63,88.95,"(97.082, 48541, 50000)"
64,89.56,"(97.144, 48572, 50000)"
65,89.22,"(97.418, 48709, 50000)"
66,90.41,"(97.486, 48743, 50000)"
67,90.68,"(97.632, 48816, 50000)"
68,90.83,"(98.012, 49006, 50000)"
69,90.72,"(98.024, 49012, 50000)"
70,90.93,"(98.208, 49104, 50000)"
71,90.62,"(98.308, 49154, 50000)"
72,91.24,"(98.632, 49316, 50000)"
73,90.65,"(98.722, 49361, 50000)"
74,91.24,"(98.826, 49413, 50000)"
75,91.54,"(98.978, 49489, 50000)"
76,91.32,"(99.118, 49559, 50000)"
77,92.08,"(99.23, 49615, 50000)"
78,91.98,"(99.41, 49705, 50000)"
79,92.17,"(99.536, 49768, 50000)"
80,91.42,"(99.558, 49779, 50000)"
81,92.24,"(99.612, 49806, 50000)"
82,92.19,"(99.692, 49846, 50000)"
83,92.32,"(99.742, 49871, 50000)"
84,92.59,"(99.752, 49876, 50000)"
85,92.56,"(99.782, 49891, 50000)"
86,92.58,"(99.848, 49924, 50000)"
87,92.87,"(99.884, 49942, 50000)"
88,92.75,"(99.898, 49949, 50000)"
89,92.72,"(99.906, 49953, 50000)"
90,92.79,"(99.914, 49957, 50000)"
91,92.8,"(99.91, 49955, 50000)"
92,93.13,"(99.934, 49967, 50000)"
93,92.79,"(99.918, 49959, 50000)"
94,92.99,"(99.924, 49962, 50000)"
95,93.03,"(99.954, 49977, 50000)"
96,92.83,"(99.944, 49972, 50000)"
97,92.82,"(99.944, 49972, 50000)"
98,92.84,"(99.944, 49972, 50000)"
99,92.89,"(99.958, 49979, 50000)"
