Epoch,test accuracy,training accuracy
0,22.88,"(19.588, 9794, 50000)"
1,30.63,"(26.658, 13329, 50000)"
2,39.7,"(33.916, 16958, 50000)"
3,43.57,"(41.55, 20775, 50000)"
4,47.33,"(46.114, 23057, 50000)"
5,46.76,"(49.746, 24873, 50000)"
6,47.05,"(54.658, 27329, 50000)"
7,57.06,"(57.548, 28774, 50000)"
8,56.23,"(59.372, 29686, 50000)"
9,56.38,"(61.074, 30537, 50000)"
10,61.3,"(62.762, 31381, 50000)"
11,63.57,"(63.836, 31918, 50000)"
12,57.46,"(64.474, 32237, 50000)"
13,61.54,"(65.154, 32577, 50000)"
14,65.65,"(65.382, 32691, 50000)"
15,63.67,"(65.734, 32867, 50000)"
16,66.84,"(66.036, 33018, 50000)"
17,67.43,"(67.812, 33906, 50000)"
18,65.49,"(71.074, 35537, 50000)"
19,70.1,"(72.324, 36162, 50000)"
20,69.4,"(72.188, 36094, 50000)"
21,67.93,"(72.722, 36361, 50000)"
22,73.81,"(73.296, 36648, 50000)"
23,67.55,"(74.112, 37056, 50000)"
24,74.23,"(74.212, 37106, 50000)"
25,69.95,"(74.412, 37206, 50000)"
26,72.73,"(74.606, 37303, 50000)"
27,70.28,"(75.384, 37692, 50000)"
28,72.59,"(75.724, 37862, 50000)"
29,72.01,"(75.9, 37950, 50000)"
30,74.81,"(76.47, 38235, 50000)"
31,74.48,"(76.726, 38363, 50000)"
32,75.88,"(77.42, 38710, 50000)"
33,75.29,"(77.756, 38878, 50000)"
34,74.92,"(77.82, 38910, 50000)"
35,75.67,"(78.152, 39076, 50000)"
36,75.28,"(78.238, 39119, 50000)"
37,76.58,"(78.834, 39417, 50000)"
38,73.62,"(78.94, 39470, 50000)"
39,75.32,"(79.048, 39524, 50000)"
40,77.22,"(79.284, 39642, 50000)"
41,79.87,"(79.548, 39774, 50000)"
42,78.03,"(79.908, 39954, 50000)"
43,77.56,"(80.228, 40114, 50000)"
44,77.99,"(80.134, 40067, 50000)"
45,79.09,"(80.46, 40230, 50000)"
46,78.39,"(80.612, 40306, 50000)"
47,78.63,"(80.706, 40353, 50000)"
48,79.37,"(81.346, 40673, 50000)"
49,75.56,"(81.5, 40750, 50000)"
50,77.99,"(81.574, 40787, 50000)"
51,77.43,"(81.68, 40840, 50000)"
52,79.01,"(81.908, 40954, 50000)"
53,79.14,"(82.35, 41175, 50000)"
54,79.29,"(82.406, 41203, 50000)"
55,81.12,"(82.392, 41196, 50000)"
56,80.07,"(82.88, 41440, 50000)"
57,78.4,"(83.56, 41780, 50000)"
58,79.62,"(83.488, 41744, 50000)"
59,81.49,"(83.574, 41787, 50000)"
60,82.29,"(84.038, 42019, 50000)"
61,80.28,"(84.186, 42093, 50000)"
62,78.49,"(84.174, 42087, 50000)"
63,80.67,"(84.606, 42303, 50000)"
64,82.11,"(84.84, 42420, 50000)"
65,81.75,"(85.168, 42584, 50000)"
66,81.54,"(85.582, 42791, 50000)"
67,81.47,"(85.65, 42825, 50000)"
68,81.74,"(85.904, 42952, 50000)"
69,81.73,"(86.39, 43195, 50000)"
70,82.71,"(86.592, 43296, 50000)"
71,82.38,"(86.934, 43467, 50000)"
72,83.01,"(87.31, 43655, 50000)"
73,83.24,"(87.598, 43799, 50000)"
74,83.52,"(87.904, 43952, 50000)"
75,82.64,"(88.206, 44103, 50000)"
76,83.02,"(88.392, 44196, 50000)"
77,83.53,"(88.698, 44349, 50000)"
78,84.29,"(89.27, 44635, 50000)"
79,83.85,"(89.688, 44844, 50000)"
80,83.63,"(89.96, 44980, 50000)"
81,84.66,"(90.342, 45171, 50000)"
82,84.18,"(90.632, 45316, 50000)"
83,84.5,"(91.096, 45548, 50000)"
84,84.57,"(91.282, 45641, 50000)"
85,85.33,"(91.632, 45816, 50000)"
86,85.38,"(91.828, 45914, 50000)"
87,85.5,"(92.228, 46114, 50000)"
88,85.38,"(92.45, 46225, 50000)"
89,85.47,"(92.78, 46390, 50000)"
90,85.15,"(93.01, 46505, 50000)"
91,85.63,"(93.146, 46573, 50000)"
92,85.64,"(93.534, 46767, 50000)"
93,85.68,"(93.548, 46774, 50000)"
94,85.91,"(93.804, 46902, 50000)"
95,85.81,"(93.782, 46891, 50000)"
96,85.84,"(93.86, 46930, 50000)"
97,85.82,"(94.23, 47115, 50000)"
98,85.9,"(94.308, 47154, 50000)"
99,85.8,"(94.002, 47001, 50000)"
