Epoch,test accuracy,training accuracy
0,33.27,"(24.232, 12116, 50000)"
1,41.18,"(35.79, 17895, 50000)"
2,47.82,"(41.988, 20994, 50000)"
3,52.41,"(47.866, 23933, 50000)"
4,56.77,"(52.586, 26293, 50000)"
5,59.3,"(56.088, 28044, 50000)"
6,61.49,"(58.928, 29464, 50000)"
7,63.39,"(60.998, 30499, 50000)"
8,64.94,"(63.06, 31530, 50000)"
9,66.32,"(64.874, 32437, 50000)"
10,67.76,"(66.142, 33071, 50000)"
11,67.96,"(67.574, 33787, 50000)"
12,69.76,"(68.734, 34367, 50000)"
13,70.35,"(70.06, 35030, 50000)"
14,70.83,"(70.856, 35428, 50000)"
15,72.16,"(71.998, 35999, 50000)"
16,72.76,"(72.768, 36384, 50000)"
17,71.89,"(73.54, 36770, 50000)"
18,73.62,"(74.118, 37059, 50000)"
19,73.66,"(74.95, 37475, 50000)"
20,74.81,"(75.618, 37809, 50000)"
21,73.88,"(76.386, 38193, 50000)"
22,75.57,"(76.828, 38414, 50000)"
23,75.53,"(77.33, 38665, 50000)"
24,76.15,"(78.034, 39017, 50000)"
25,77.04,"(78.432, 39216, 50000)"
26,77.2,"(78.928, 39464, 50000)"
27,77.33,"(79.36, 39680, 50000)"
28,77.26,"(80.168, 40084, 50000)"
29,77.85,"(80.282, 40141, 50000)"
30,77.8,"(80.72, 40360, 50000)"
31,78.46,"(81.106, 40553, 50000)"
32,78.45,"(81.578, 40789, 50000)"
33,78.33,"(81.712, 40856, 50000)"
34,78.69,"(81.908, 40954, 50000)"
35,79.6,"(82.526, 41263, 50000)"
36,78.8,"(82.824, 41412, 50000)"
37,79.14,"(83.01, 41505, 50000)"
38,79.43,"(83.438, 41719, 50000)"
39,79.62,"(83.722, 41861, 50000)"
40,79.64,"(84.024, 42012, 50000)"
41,79.98,"(84.186, 42093, 50000)"
42,80.36,"(84.314, 42157, 50000)"
43,79.98,"(84.778, 42389, 50000)"
44,80.26,"(85.17, 42585, 50000)"
45,80.58,"(85.244, 42622, 50000)"
46,80.56,"(85.842, 42921, 50000)"
47,80.48,"(85.778, 42889, 50000)"
48,80.55,"(86.104, 43052, 50000)"
49,80.75,"(86.13, 43065, 50000)"
50,81.08,"(86.694, 43347, 50000)"
51,80.71,"(86.716, 43358, 50000)"
52,80.95,"(86.76, 43380, 50000)"
53,81.14,"(87.086, 43543, 50000)"
54,81.05,"(87.292, 43646, 50000)"
55,81.26,"(87.436, 43718, 50000)"
56,81.34,"(87.55, 43775, 50000)"
57,81.27,"(87.514, 43757, 50000)"
58,81.4,"(87.96, 43980, 50000)"
59,81.49,"(87.93, 43965, 50000)"
60,81.28,"(88.362, 44181, 50000)"
61,81.56,"(88.24, 44120, 50000)"
62,81.49,"(88.498, 44249, 50000)"
63,81.79,"(88.36, 44180, 50000)"
64,81.7,"(88.704, 44352, 50000)"
65,81.55,"(88.998, 44499, 50000)"
66,81.85,"(88.844, 44422, 50000)"
67,81.61,"(89.082, 44541, 50000)"
68,81.76,"(89.242, 44621, 50000)"
69,81.89,"(89.3, 44650, 50000)"
70,82.1,"(89.46, 44730, 50000)"
71,81.63,"(89.358, 44679, 50000)"
72,81.84,"(89.602, 44801, 50000)"
73,82.15,"(89.646, 44823, 50000)"
74,81.99,"(89.864, 44932, 50000)"
75,82.11,"(89.884, 44942, 50000)"
76,82.2,"(90.07, 45035, 50000)"
77,81.98,"(90.0, 45000, 50000)"
78,81.93,"(90.06, 45030, 50000)"
79,82.13,"(90.234, 45117, 50000)"
80,81.95,"(90.3, 45150, 50000)"
81,81.94,"(90.292, 45146, 50000)"
82,82.22,"(90.372, 45186, 50000)"
83,82.28,"(90.338, 45169, 50000)"
84,82.04,"(90.436, 45218, 50000)"
85,81.99,"(90.592, 45296, 50000)"
86,82.24,"(90.364, 45182, 50000)"
87,82.2,"(90.45, 45225, 50000)"
88,82.2,"(90.802, 45401, 50000)"
89,82.25,"(90.568, 45284, 50000)"
90,82.2,"(90.346, 45173, 50000)"
91,82.19,"(90.67, 45335, 50000)"
92,82.11,"(90.804, 45402, 50000)"
93,82.09,"(90.538, 45269, 50000)"
94,82.16,"(90.764, 45382, 50000)"
95,82.22,"(90.562, 45281, 50000)"
96,82.27,"(90.678, 45339, 50000)"
97,82.11,"(90.542, 45271, 50000)"
98,82.15,"(90.742, 45371, 50000)"
99,82.19,"(90.636, 45318, 50000)"
