Epoch,test accuracy,training accuracy
0,27.03,"(19.97, 9985, 50000)"
1,31.92,"(28.802, 14401, 50000)"
2,43.28,"(38.882, 19441, 50000)"
3,46.54,"(44.64, 22320, 50000)"
4,46.99,"(50.38, 25190, 50000)"
5,54.48,"(53.626, 26813, 50000)"
6,54.83,"(55.96, 27980, 50000)"
7,47.62,"(57.688, 28844, 50000)"
8,58.33,"(59.152, 29576, 50000)"
9,60.91,"(60.65, 30325, 50000)"
10,64.12,"(61.864, 30932, 50000)"
11,60.84,"(62.306, 31153, 50000)"
12,61.25,"(63.296, 31648, 50000)"
13,63.04,"(62.8, 31400, 50000)"
14,61.78,"(63.454, 31727, 50000)"
15,62.75,"(63.002, 31501, 50000)"
16,62.97,"(63.186, 31593, 50000)"
17,50.23,"(63.228, 31614, 50000)"
18,58.97,"(63.84, 31920, 50000)"
19,62.71,"(63.588, 31794, 50000)"
20,68.35,"(65.348, 32674, 50000)"
21,64.95,"(66.096, 33048, 50000)"
22,68.09,"(69.82, 34910, 50000)"
23,65.97,"(70.96, 35480, 50000)"
24,64.76,"(71.528, 35764, 50000)"
25,68.88,"(71.85, 35925, 50000)"
26,68.2,"(72.218, 36109, 50000)"
27,63.95,"(72.448, 36224, 50000)"
28,65.42,"(72.94, 36470, 50000)"
29,69.07,"(72.97, 36485, 50000)"
30,69.95,"(73.746, 36873, 50000)"
31,63.26,"(73.558, 36779, 50000)"
32,72.74,"(74.07, 37035, 50000)"
33,71.83,"(74.136, 37068, 50000)"
34,64.95,"(74.454, 37227, 50000)"
35,69.55,"(75.174, 37587, 50000)"
36,70.87,"(75.024, 37512, 50000)"
37,72.87,"(75.512, 37756, 50000)"
38,70.72,"(75.658, 37829, 50000)"
39,73.08,"(75.738, 37869, 50000)"
40,69.73,"(75.93, 37965, 50000)"
41,74.56,"(76.168, 38084, 50000)"
42,72.7,"(76.482, 38241, 50000)"
43,73.74,"(76.94, 38470, 50000)"
44,74.99,"(76.878, 38439, 50000)"
45,72.7,"(77.23, 38615, 50000)"
46,74.27,"(77.532, 38766, 50000)"
47,74.91,"(77.714, 38857, 50000)"
48,74.76,"(78.036, 39018, 50000)"
49,70.62,"(78.39, 39195, 50000)"
50,72.68,"(78.438, 39219, 50000)"
51,71.31,"(78.68, 39340, 50000)"
52,73.9,"(78.74, 39370, 50000)"
53,70.85,"(79.176, 39588, 50000)"
54,77.36,"(79.388, 39694, 50000)"
55,76.52,"(79.666, 39833, 50000)"
56,75.57,"(79.946, 39973, 50000)"
57,78.25,"(80.37, 40185, 50000)"
58,77.35,"(80.148, 40074, 50000)"
59,78.02,"(80.504, 40252, 50000)"
60,77.9,"(80.75, 40375, 50000)"
61,77.91,"(81.26, 40630, 50000)"
62,77.94,"(81.128, 40564, 50000)"
63,75.4,"(81.648, 40824, 50000)"
64,78.46,"(81.84, 40920, 50000)"
65,78.81,"(82.562, 41281, 50000)"
66,80.67,"(82.738, 41369, 50000)"
67,80.5,"(83.0, 41500, 50000)"
68,79.94,"(83.208, 41604, 50000)"
69,79.73,"(83.874, 41937, 50000)"
70,80.46,"(83.812, 41906, 50000)"
71,81.05,"(84.37, 42185, 50000)"
72,78.85,"(84.614, 42307, 50000)"
73,80.87,"(85.036, 42518, 50000)"
74,82.02,"(85.22, 42610, 50000)"
75,82.14,"(85.576, 42788, 50000)"
76,80.88,"(85.816, 42908, 50000)"
77,81.59,"(86.076, 43038, 50000)"
78,82.8,"(86.544, 43272, 50000)"
79,83.35,"(86.928, 43464, 50000)"
80,82.86,"(87.314, 43657, 50000)"
81,82.05,"(87.73, 43865, 50000)"
82,83.63,"(88.254, 44127, 50000)"
83,83.14,"(88.338, 44169, 50000)"
84,84.23,"(88.762, 44381, 50000)"
85,84.02,"(89.296, 44648, 50000)"
86,84.21,"(89.516, 44758, 50000)"
87,84.09,"(89.978, 44989, 50000)"
88,84.58,"(90.07, 45035, 50000)"
89,84.59,"(90.58, 45290, 50000)"
90,84.45,"(90.902, 45451, 50000)"
91,84.61,"(91.062, 45531, 50000)"
92,84.8,"(91.292, 45646, 50000)"
93,84.87,"(91.454, 45727, 50000)"
94,84.8,"(91.62, 45810, 50000)"
95,84.99,"(91.77, 45885, 50000)"
96,84.89,"(92.134, 46067, 50000)"
97,84.96,"(92.28, 46140, 50000)"
98,85.03,"(92.22, 46110, 50000)"
99,84.89,"(92.238, 46119, 50000)"
