Epoch,test accuracy,training accuracy
0,27.77,"(18.846, 9423, 50000)"
1,37.43,"(33.562, 16781, 50000)"
2,41.01,"(41.49, 20745, 50000)"
3,40.31,"(46.692, 23346, 50000)"
4,49.74,"(51.05, 25525, 50000)"
5,45.63,"(53.858, 26929, 50000)"
6,55.35,"(56.742, 28371, 50000)"
7,60.74,"(60.452, 30226, 50000)"
8,64.34,"(62.452, 31226, 50000)"
9,62.79,"(64.024, 32012, 50000)"
10,67.06,"(65.504, 32752, 50000)"
11,67.0,"(66.744, 33372, 50000)"
12,63.74,"(67.802, 33901, 50000)"
13,63.37,"(68.782, 34391, 50000)"
14,67.83,"(69.276, 34638, 50000)"
15,67.84,"(70.086, 35043, 50000)"
16,68.06,"(70.662, 35331, 50000)"
17,70.68,"(70.894, 35447, 50000)"
18,72.3,"(71.344, 35672, 50000)"
19,71.97,"(72.146, 36073, 50000)"
20,69.1,"(72.11, 36055, 50000)"
21,70.07,"(72.432, 36216, 50000)"
22,69.64,"(72.84, 36420, 50000)"
23,70.52,"(73.128, 36564, 50000)"
24,69.83,"(73.45, 36725, 50000)"
25,71.37,"(73.936, 36968, 50000)"
26,65.0,"(74.048, 37024, 50000)"
27,68.8,"(74.378, 37189, 50000)"
28,72.67,"(74.398, 37199, 50000)"
29,72.16,"(75.386, 37693, 50000)"
30,72.37,"(75.236, 37618, 50000)"
31,69.16,"(75.05, 37525, 50000)"
32,72.02,"(75.356, 37678, 50000)"
33,71.36,"(75.572, 37786, 50000)"
34,71.03,"(75.902, 37951, 50000)"
35,70.74,"(76.13, 38065, 50000)"
36,75.66,"(76.082, 38041, 50000)"
37,70.81,"(76.338, 38169, 50000)"
38,73.21,"(76.402, 38201, 50000)"
39,72.29,"(76.838, 38419, 50000)"
40,73.64,"(77.048, 38524, 50000)"
41,69.83,"(77.286, 38643, 50000)"
42,71.67,"(77.34, 38670, 50000)"
43,75.84,"(77.494, 38747, 50000)"
44,71.38,"(77.96, 38980, 50000)"
45,74.92,"(78.176, 39088, 50000)"
46,76.16,"(78.288, 39144, 50000)"
47,71.5,"(78.888, 39444, 50000)"
48,72.25,"(78.672, 39336, 50000)"
49,77.39,"(79.248, 39624, 50000)"
50,74.95,"(78.912, 39456, 50000)"
51,72.99,"(79.82, 39910, 50000)"
52,75.74,"(80.086, 40043, 50000)"
53,75.65,"(79.486, 39743, 50000)"
54,76.91,"(80.084, 40042, 50000)"
55,76.79,"(80.336, 40168, 50000)"
56,72.73,"(80.688, 40344, 50000)"
57,75.39,"(80.732, 40366, 50000)"
58,77.48,"(81.098, 40549, 50000)"
59,78.66,"(81.168, 40584, 50000)"
60,76.06,"(81.648, 40824, 50000)"
61,78.55,"(81.782, 40891, 50000)"
62,78.96,"(82.28, 41140, 50000)"
63,76.75,"(82.108, 41054, 50000)"
64,79.83,"(82.598, 41299, 50000)"
65,78.58,"(82.9, 41450, 50000)"
66,80.39,"(83.096, 41548, 50000)"
67,80.11,"(83.356, 41678, 50000)"
68,78.05,"(83.626, 41813, 50000)"
69,79.75,"(84.142, 42071, 50000)"
70,81.52,"(84.4, 42200, 50000)"
71,81.49,"(84.794, 42397, 50000)"
72,80.73,"(84.97, 42485, 50000)"
73,81.23,"(85.53, 42765, 50000)"
74,81.26,"(85.776, 42888, 50000)"
75,81.29,"(85.958, 42979, 50000)"
76,83.61,"(86.56, 43280, 50000)"
77,82.62,"(86.88, 43440, 50000)"
78,82.32,"(87.108, 43554, 50000)"
79,82.71,"(87.538, 43769, 50000)"
80,83.27,"(87.794, 43897, 50000)"
81,83.58,"(88.148, 44074, 50000)"
82,83.84,"(88.634, 44317, 50000)"
83,84.05,"(88.954, 44477, 50000)"
84,84.14,"(89.514, 44757, 50000)"
85,84.12,"(89.728, 44864, 50000)"
86,84.56,"(89.918, 44959, 50000)"
87,84.86,"(90.446, 45223, 50000)"
88,84.4,"(90.826, 45413, 50000)"
89,84.9,"(90.916, 45458, 50000)"
90,84.88,"(91.308, 45654, 50000)"
91,85.29,"(91.596, 45798, 50000)"
92,85.4,"(91.912, 45956, 50000)"
93,85.22,"(92.146, 46073, 50000)"
94,85.17,"(92.476, 46238, 50000)"
95,85.48,"(92.38, 46190, 50000)"
96,85.54,"(92.458, 46229, 50000)"
97,85.61,"(92.68, 46340, 50000)"
98,85.6,"(92.75, 46375, 50000)"
99,85.39,"(92.786, 46393, 50000)"
