Epoch,test accuracy,training accuracy
0,24.52,"(17.36, 8680, 50000)"
1,34.62,"(28.894, 14447, 50000)"
2,38.75,"(37.228, 18614, 50000)"
3,45.54,"(44.55, 22275, 50000)"
4,47.57,"(50.862, 25431, 50000)"
5,53.58,"(56.214, 28107, 50000)"
6,57.61,"(60.628, 30314, 50000)"
7,63.32,"(63.75, 31875, 50000)"
8,59.14,"(66.116, 33058, 50000)"
9,47.7,"(68.21, 34105, 50000)"
10,68.59,"(70.33, 35165, 50000)"
11,65.99,"(72.812, 36406, 50000)"
12,62.43,"(74.506, 37253, 50000)"
13,70.02,"(75.422, 37711, 50000)"
14,72.98,"(76.362, 38181, 50000)"
15,65.76,"(77.184, 38592, 50000)"
16,73.74,"(77.578, 38789, 50000)"
17,65.74,"(78.112, 39056, 50000)"
18,70.11,"(78.494, 39247, 50000)"
19,74.9,"(79.296, 39648, 50000)"
20,72.43,"(79.266, 39633, 50000)"
21,68.94,"(79.74, 39870, 50000)"
22,62.3,"(79.914, 39957, 50000)"
23,74.14,"(79.992, 39996, 50000)"
24,78.2,"(80.706, 40353, 50000)"
25,75.47,"(80.904, 40452, 50000)"
26,75.34,"(81.184, 40592, 50000)"
27,75.94,"(81.66, 40830, 50000)"
28,77.51,"(81.814, 40907, 50000)"
29,79.31,"(81.644, 40822, 50000)"
30,76.94,"(82.138, 41069, 50000)"
31,78.24,"(82.31, 41155, 50000)"
32,79.47,"(82.51, 41255, 50000)"
33,72.89,"(83.004, 41502, 50000)"
34,77.16,"(82.832, 41416, 50000)"
35,75.08,"(83.254, 41627, 50000)"
36,77.42,"(83.486, 41743, 50000)"
37,80.3,"(84.01, 42005, 50000)"
38,78.0,"(83.976, 41988, 50000)"
39,80.69,"(84.336, 42168, 50000)"
40,79.18,"(84.168, 42084, 50000)"
41,75.12,"(84.826, 42413, 50000)"
42,77.32,"(84.788, 42394, 50000)"
43,78.13,"(85.048, 42524, 50000)"
44,76.11,"(85.598, 42799, 50000)"
45,79.22,"(85.628, 42814, 50000)"
46,81.98,"(85.978, 42989, 50000)"
47,78.63,"(86.238, 43119, 50000)"
48,82.35,"(86.19, 43095, 50000)"
49,83.53,"(86.71, 43355, 50000)"
50,81.42,"(87.014, 43507, 50000)"
51,83.27,"(87.252, 43626, 50000)"
52,82.1,"(87.582, 43791, 50000)"
53,85.44,"(87.674, 43837, 50000)"
54,80.49,"(88.256, 44128, 50000)"
55,79.53,"(88.436, 44218, 50000)"
56,84.04,"(88.474, 44237, 50000)"
57,83.16,"(88.95, 44475, 50000)"
58,83.25,"(89.328, 44664, 50000)"
59,85.2,"(89.464, 44732, 50000)"
60,83.25,"(89.786, 44893, 50000)"
61,86.53,"(90.172, 45086, 50000)"
62,83.19,"(90.454, 45227, 50000)"
63,83.98,"(90.686, 45343, 50000)"
64,85.87,"(90.99, 45495, 50000)"
65,84.21,"(91.486, 45743, 50000)"
66,87.85,"(91.618, 45809, 50000)"
67,85.5,"(91.968, 45984, 50000)"
68,87.88,"(92.382, 46191, 50000)"
69,88.72,"(92.722, 46361, 50000)"
70,87.7,"(93.152, 46576, 50000)"
71,88.86,"(93.482, 46741, 50000)"
72,87.97,"(93.912, 46956, 50000)"
73,89.86,"(94.262, 47131, 50000)"
74,89.15,"(94.718, 47359, 50000)"
75,88.9,"(94.908, 47454, 50000)"
76,89.09,"(95.214, 47607, 50000)"
77,90.12,"(96.042, 48021, 50000)"
78,90.52,"(96.136, 48068, 50000)"
79,91.16,"(96.632, 48316, 50000)"
80,91.3,"(97.032, 48516, 50000)"
81,91.82,"(97.216, 48608, 50000)"
82,92.06,"(97.814, 48907, 50000)"
83,92.12,"(98.108, 49054, 50000)"
84,92.25,"(98.56, 49280, 50000)"
85,92.15,"(98.768, 49384, 50000)"
86,92.84,"(98.972, 49486, 50000)"
87,93.74,"(99.238, 49619, 50000)"
88,93.89,"(99.454, 49727, 50000)"
89,93.8,"(99.604, 49802, 50000)"
90,93.87,"(99.66, 49830, 50000)"
91,94.17,"(99.756, 49878, 50000)"
92,94.2,"(99.814, 49907, 50000)"
93,94.14,"(99.84, 49920, 50000)"
94,94.26,"(99.9, 49950, 50000)"
95,94.31,"(99.886, 49943, 50000)"
96,94.33,"(99.874, 49937, 50000)"
97,94.37,"(99.896, 49948, 50000)"
98,94.33,"(99.906, 49953, 50000)"
99,94.42,"(99.92, 49960, 50000)"
