Epoch,test accuracy,training accuracy
0,50.38,"(43.252, 21626, 50000)"
1,62.97,"(62.126, 31063, 50000)"
2,70.37,"(70.268, 35134, 50000)"
3,74.15,"(74.872, 37436, 50000)"
4,76.58,"(77.566, 38783, 50000)"
5,78.18,"(79.518, 39759, 50000)"
6,81.79,"(82.202, 41101, 50000)"
7,81.92,"(83.08, 41540, 50000)"
8,81.15,"(84.408, 42204, 50000)"
9,83.12,"(85.298, 42649, 50000)"
10,84.35,"(86.172, 43086, 50000)"
11,84.97,"(86.804, 43402, 50000)"
12,84.46,"(87.882, 43941, 50000)"
13,86.66,"(88.332, 44166, 50000)"
14,86.55,"(88.706, 44353, 50000)"
15,85.81,"(89.456, 44728, 50000)"
16,85.54,"(89.926, 44963, 50000)"
17,86.82,"(90.182, 45091, 50000)"
18,87.2,"(90.904, 45452, 50000)"
19,87.32,"(90.806, 45403, 50000)"
20,87.33,"(91.618, 45809, 50000)"
21,86.84,"(91.556, 45778, 50000)"
22,87.59,"(91.922, 45961, 50000)"
23,87.26,"(92.14, 46070, 50000)"
24,88.3,"(92.934, 46467, 50000)"
25,88.62,"(92.722, 46361, 50000)"
26,88.61,"(93.032, 46516, 50000)"
27,87.54,"(93.25, 46625, 50000)"
28,87.5,"(93.114, 46557, 50000)"
29,87.99,"(93.76, 46880, 50000)"
30,88.28,"(93.856, 46928, 50000)"
31,86.68,"(93.898, 46949, 50000)"
32,88.95,"(94.3, 47150, 50000)"
33,87.44,"(94.44, 47220, 50000)"
34,88.14,"(94.514, 47257, 50000)"
35,87.59,"(94.582, 47291, 50000)"
36,88.52,"(95.038, 47519, 50000)"
37,89.17,"(95.088, 47544, 50000)"
38,88.47,"(95.2, 47600, 50000)"
39,88.37,"(95.418, 47709, 50000)"
40,89.52,"(95.47, 47735, 50000)"
41,88.06,"(95.714, 47857, 50000)"
42,89.43,"(95.666, 47833, 50000)"
43,88.85,"(96.07, 48035, 50000)"
44,88.81,"(95.952, 47976, 50000)"
45,89.91,"(96.202, 48101, 50000)"
46,89.17,"(96.476, 48238, 50000)"
47,88.47,"(96.392, 48196, 50000)"
48,89.9,"(96.85, 48425, 50000)"
49,88.82,"(96.964, 48482, 50000)"
50,89.44,"(96.898, 48449, 50000)"
51,90.36,"(97.25, 48625, 50000)"
52,89.7,"(97.256, 48628, 50000)"
53,89.94,"(97.6, 48800, 50000)"
54,90.07,"(97.538, 48769, 50000)"
55,89.92,"(97.638, 48819, 50000)"
56,89.9,"(97.822, 48911, 50000)"
57,90.18,"(97.918, 48959, 50000)"
58,90.77,"(97.976, 48988, 50000)"
59,89.87,"(98.092, 49046, 50000)"
60,90.25,"(98.412, 49206, 50000)"
61,90.98,"(98.468, 49234, 50000)"
62,91.11,"(98.67, 49335, 50000)"
63,91.28,"(98.81, 49405, 50000)"
64,91.09,"(98.816, 49408, 50000)"
65,90.99,"(98.942, 49471, 50000)"
66,90.56,"(98.996, 49498, 50000)"
67,90.88,"(99.094, 49547, 50000)"
68,91.46,"(99.18, 49590, 50000)"
69,91.43,"(99.278, 49639, 50000)"
70,91.3,"(99.39, 49695, 50000)"
71,91.4,"(99.316, 49658, 50000)"
72,91.89,"(99.504, 49752, 50000)"
73,91.74,"(99.552, 49776, 50000)"
74,92.22,"(99.696, 49848, 50000)"
75,92.12,"(99.696, 49848, 50000)"
76,92.05,"(99.682, 49841, 50000)"
77,92.16,"(99.762, 49881, 50000)"
78,92.2,"(99.794, 49897, 50000)"
79,92.19,"(99.81, 49905, 50000)"
80,92.07,"(99.83, 49915, 50000)"
81,92.53,"(99.818, 49909, 50000)"
82,92.49,"(99.87, 49935, 50000)"
83,92.53,"(99.892, 49946, 50000)"
84,92.46,"(99.904, 49952, 50000)"
85,92.54,"(99.888, 49944, 50000)"
86,92.53,"(99.938, 49969, 50000)"
87,92.61,"(99.94, 49970, 50000)"
88,92.6,"(99.962, 49981, 50000)"
89,92.7,"(99.93, 49965, 50000)"
90,92.74,"(99.95, 49975, 50000)"
91,92.68,"(99.956, 49978, 50000)"
92,92.7,"(99.966, 49983, 50000)"
93,92.74,"(99.964, 49982, 50000)"
94,92.67,"(99.966, 49983, 50000)"
95,92.75,"(99.968, 49984, 50000)"
96,92.69,"(99.944, 49972, 50000)"
97,92.81,"(99.972, 49986, 50000)"
98,92.8,"(99.976, 49988, 50000)"
99,92.75,"(99.972, 49986, 50000)"
