Epoch,test accuracy,training accuracy
0,33.01,"(25.696, 12848, 50000)"
1,42.88,"(41.798, 20899, 50000)"
2,57.36,"(54.896, 27448, 50000)"
3,62.19,"(61.754, 30877, 50000)"
4,56.94,"(65.928, 32964, 50000)"
5,59.12,"(69.058, 34529, 50000)"
6,67.13,"(71.406, 35703, 50000)"
7,62.26,"(73.382, 36691, 50000)"
8,67.2,"(74.204, 37102, 50000)"
9,72.14,"(75.306, 37653, 50000)"
10,69.01,"(76.238, 38119, 50000)"
11,76.01,"(76.924, 38462, 50000)"
12,69.37,"(77.226, 38613, 50000)"
13,71.36,"(77.89, 38945, 50000)"
14,71.59,"(78.38, 39190, 50000)"
15,65.58,"(78.278, 39139, 50000)"
16,67.9,"(78.824, 39412, 50000)"
17,73.4,"(79.368, 39684, 50000)"
18,71.4,"(79.562, 39781, 50000)"
19,66.58,"(79.818, 39909, 50000)"
20,76.23,"(80.022, 40011, 50000)"
21,68.4,"(80.78, 40390, 50000)"
22,72.91,"(80.348, 40174, 50000)"
23,76.79,"(81.126, 40563, 50000)"
24,72.01,"(81.354, 40677, 50000)"
25,63.85,"(81.07, 40535, 50000)"
26,78.06,"(81.64, 40820, 50000)"
27,75.23,"(81.802, 40901, 50000)"
28,71.04,"(81.82, 40910, 50000)"
29,75.05,"(82.192, 41096, 50000)"
30,72.69,"(82.54, 41270, 50000)"
31,79.98,"(82.286, 41143, 50000)"
32,73.81,"(82.768, 41384, 50000)"
33,77.9,"(82.832, 41416, 50000)"
34,80.73,"(83.094, 41547, 50000)"
35,79.19,"(83.566, 41783, 50000)"
36,69.22,"(83.688, 41844, 50000)"
37,80.17,"(83.624, 41812, 50000)"
38,74.07,"(84.146, 42073, 50000)"
39,80.47,"(84.602, 42301, 50000)"
40,77.97,"(84.598, 42299, 50000)"
41,78.13,"(84.68, 42340, 50000)"
42,74.68,"(84.66, 42330, 50000)"
43,75.4,"(85.1, 42550, 50000)"
44,76.33,"(85.398, 42699, 50000)"
45,78.8,"(85.734, 42867, 50000)"
46,75.25,"(85.914, 42957, 50000)"
47,75.12,"(86.26, 43130, 50000)"
48,83.1,"(86.47, 43235, 50000)"
49,81.57,"(86.848, 43424, 50000)"
50,80.0,"(86.876, 43438, 50000)"
51,83.78,"(87.306, 43653, 50000)"
52,82.92,"(87.702, 43851, 50000)"
53,73.83,"(87.8, 43900, 50000)"
54,79.02,"(88.23, 44115, 50000)"
55,77.5,"(88.578, 44289, 50000)"
56,84.35,"(88.568, 44284, 50000)"
57,83.9,"(88.872, 44436, 50000)"
58,77.16,"(88.996, 44498, 50000)"
59,82.82,"(89.588, 44794, 50000)"
60,85.5,"(89.97, 44985, 50000)"
61,81.14,"(90.004, 45002, 50000)"
62,81.66,"(90.7, 45350, 50000)"
63,84.89,"(90.588, 45294, 50000)"
64,86.94,"(91.062, 45531, 50000)"
65,86.54,"(91.81, 45905, 50000)"
66,86.6,"(91.774, 45887, 50000)"
67,86.44,"(92.434, 46217, 50000)"
68,86.18,"(92.344, 46172, 50000)"
69,86.68,"(92.586, 46293, 50000)"
70,89.4,"(92.994, 46497, 50000)"
71,87.89,"(93.676, 46838, 50000)"
72,88.07,"(93.818, 46909, 50000)"
73,88.65,"(94.098, 47049, 50000)"
74,88.23,"(94.556, 47278, 50000)"
75,88.02,"(94.948, 47474, 50000)"
76,90.1,"(95.204, 47602, 50000)"
77,89.62,"(95.778, 47889, 50000)"
78,90.33,"(96.144, 48072, 50000)"
79,89.92,"(96.546, 48273, 50000)"
80,89.7,"(96.898, 48449, 50000)"
81,91.18,"(97.084, 48542, 50000)"
82,90.51,"(97.454, 48727, 50000)"
83,91.01,"(97.83, 48915, 50000)"
84,91.93,"(98.176, 49088, 50000)"
85,91.74,"(98.594, 49297, 50000)"
86,91.97,"(98.562, 49281, 50000)"
87,92.38,"(98.982, 49491, 50000)"
88,92.58,"(99.122, 49561, 50000)"
89,92.79,"(99.33, 49665, 50000)"
90,93.12,"(99.462, 49731, 50000)"
91,93.06,"(99.558, 49779, 50000)"
92,93.03,"(99.716, 49858, 50000)"
93,93.12,"(99.746, 49873, 50000)"
94,93.07,"(99.758, 49879, 50000)"
95,93.14,"(99.83, 49915, 50000)"
96,93.15,"(99.814, 49907, 50000)"
97,93.12,"(99.826, 49913, 50000)"
98,93.3,"(99.88, 49940, 50000)"
99,93.14,"(99.844, 49922, 50000)"
