Epoch,test accuracy,training accuracy
0,48.32,"(36.622, 18311, 50000)"
1,54.67,"(51.464, 25732, 50000)"
2,60.92,"(57.38, 28690, 50000)"
3,63.5,"(61.106, 30553, 50000)"
4,64.65,"(63.784, 31892, 50000)"
5,66.98,"(66.608, 33304, 50000)"
6,67.62,"(68.1, 34050, 50000)"
7,69.78,"(69.978, 34989, 50000)"
8,70.33,"(71.01, 35505, 50000)"
9,73.21,"(72.27, 36135, 50000)"
10,73.1,"(73.264, 36632, 50000)"
11,72.63,"(73.89, 36945, 50000)"
12,73.76,"(75.018, 37509, 50000)"
13,73.33,"(75.63, 37815, 50000)"
14,75.9,"(76.39, 38195, 50000)"
15,74.94,"(76.74, 38370, 50000)"
16,75.1,"(77.226, 38613, 50000)"
17,76.12,"(78.208, 39104, 50000)"
18,77.25,"(78.794, 39397, 50000)"
19,78.72,"(79.108, 39554, 50000)"
20,78.3,"(79.572, 39786, 50000)"
21,78.18,"(80.048, 40024, 50000)"
22,78.89,"(80.376, 40188, 50000)"
23,78.83,"(80.7, 40350, 50000)"
24,79.93,"(80.854, 40427, 50000)"
25,78.24,"(81.196, 40598, 50000)"
26,78.95,"(81.692, 40846, 50000)"
27,79.42,"(82.072, 41036, 50000)"
28,79.26,"(82.196, 41098, 50000)"
29,79.33,"(82.674, 41337, 50000)"
30,79.67,"(82.944, 41472, 50000)"
31,80.35,"(83.344, 41672, 50000)"
32,80.93,"(83.52, 41760, 50000)"
33,80.83,"(83.808, 41904, 50000)"
34,80.66,"(84.028, 42014, 50000)"
35,80.53,"(84.322, 42161, 50000)"
36,81.37,"(84.542, 42271, 50000)"
37,81.05,"(84.75, 42375, 50000)"
38,81.41,"(85.004, 42502, 50000)"
39,81.14,"(85.242, 42621, 50000)"
40,81.09,"(85.334, 42667, 50000)"
41,81.9,"(85.52, 42760, 50000)"
42,82.1,"(85.908, 42954, 50000)"
43,81.52,"(86.252, 43126, 50000)"
44,81.66,"(86.554, 43277, 50000)"
45,82.54,"(86.774, 43387, 50000)"
46,81.52,"(86.938, 43469, 50000)"
47,82.04,"(87.058, 43529, 50000)"
48,82.4,"(87.21, 43605, 50000)"
49,81.77,"(87.768, 43884, 50000)"
50,81.83,"(87.806, 43903, 50000)"
51,82.34,"(87.996, 43998, 50000)"
52,82.31,"(88.14, 44070, 50000)"
53,81.77,"(88.288, 44144, 50000)"
54,82.47,"(88.618, 44309, 50000)"
55,82.67,"(88.71, 44355, 50000)"
56,82.32,"(89.134, 44567, 50000)"
57,83.45,"(89.214, 44607, 50000)"
58,82.44,"(89.428, 44714, 50000)"
59,82.61,"(89.59, 44795, 50000)"
60,83.36,"(89.768, 44884, 50000)"
61,82.81,"(90.076, 45038, 50000)"
62,83.24,"(90.542, 45271, 50000)"
63,82.75,"(90.264, 45132, 50000)"
64,83.37,"(90.638, 45319, 50000)"
65,83.1,"(90.804, 45402, 50000)"
66,82.96,"(91.262, 45631, 50000)"
67,83.66,"(91.118, 45559, 50000)"
68,83.36,"(91.544, 45772, 50000)"
69,83.4,"(91.63, 45815, 50000)"
70,83.2,"(91.826, 45913, 50000)"
71,83.65,"(92.092, 46046, 50000)"
72,83.26,"(92.156, 46078, 50000)"
73,83.3,"(92.6, 46300, 50000)"
74,83.22,"(92.616, 46308, 50000)"
75,83.06,"(92.532, 46266, 50000)"
76,83.9,"(92.602, 46301, 50000)"
77,83.55,"(93.226, 46613, 50000)"
78,83.53,"(93.392, 46696, 50000)"
79,83.61,"(93.186, 46593, 50000)"
80,83.51,"(93.562, 46781, 50000)"
81,83.34,"(93.658, 46829, 50000)"
82,83.54,"(93.878, 46939, 50000)"
83,83.51,"(93.846, 46923, 50000)"
84,83.63,"(94.148, 47074, 50000)"
85,83.6,"(94.192, 47096, 50000)"
86,83.7,"(94.448, 47224, 50000)"
87,83.59,"(94.202, 47101, 50000)"
88,83.79,"(94.546, 47273, 50000)"
89,83.7,"(94.574, 47287, 50000)"
90,83.73,"(94.728, 47364, 50000)"
91,83.72,"(94.74, 47370, 50000)"
92,83.73,"(94.93, 47465, 50000)"
93,83.73,"(94.906, 47453, 50000)"
94,83.69,"(94.842, 47421, 50000)"
95,83.71,"(94.816, 47408, 50000)"
96,83.83,"(94.954, 47477, 50000)"
97,83.79,"(95.116, 47558, 50000)"
98,83.78,"(94.968, 47484, 50000)"
99,83.95,"(94.98, 47490, 50000)"
