Epoch,test accuracy,training accuracy
0,29.83,"(20.072, 10036, 50000)"
1,38.37,"(33.574, 16787, 50000)"
2,46.35,"(41.728, 20864, 50000)"
3,52.0,"(48.802, 24401, 50000)"
4,59.73,"(55.824, 27912, 50000)"
5,60.47,"(61.142, 30571, 50000)"
6,60.69,"(64.682, 32341, 50000)"
7,59.4,"(67.672, 33836, 50000)"
8,65.55,"(69.698, 34849, 50000)"
9,63.82,"(72.06, 36030, 50000)"
10,71.71,"(73.598, 36799, 50000)"
11,72.16,"(75.012, 37506, 50000)"
12,70.79,"(76.424, 38212, 50000)"
13,74.79,"(77.188, 38594, 50000)"
14,69.6,"(78.262, 39131, 50000)"
15,70.81,"(79.478, 39739, 50000)"
16,72.88,"(80.13, 40065, 50000)"
17,78.19,"(80.884, 40442, 50000)"
18,79.45,"(81.424, 40712, 50000)"
19,78.48,"(82.242, 41121, 50000)"
20,80.81,"(82.65, 41325, 50000)"
21,75.29,"(83.054, 41527, 50000)"
22,74.72,"(83.394, 41697, 50000)"
23,74.14,"(83.756, 41878, 50000)"
24,81.5,"(84.332, 42166, 50000)"
25,76.58,"(84.85, 42425, 50000)"
26,81.28,"(85.096, 42548, 50000)"
27,79.27,"(85.39, 42695, 50000)"
28,82.27,"(85.818, 42909, 50000)"
29,79.05,"(85.866, 42933, 50000)"
30,82.52,"(86.252, 43126, 50000)"
31,79.42,"(86.672, 43336, 50000)"
32,80.96,"(86.542, 43271, 50000)"
33,83.0,"(87.068, 43534, 50000)"
34,78.3,"(87.36, 43680, 50000)"
35,79.55,"(87.712, 43856, 50000)"
36,80.33,"(87.856, 43928, 50000)"
37,82.37,"(88.17, 44085, 50000)"
38,78.86,"(88.112, 44056, 50000)"
39,84.17,"(88.488, 44244, 50000)"
40,84.36,"(88.498, 44249, 50000)"
41,81.51,"(89.206, 44603, 50000)"
42,81.18,"(89.438, 44719, 50000)"
43,83.76,"(89.312, 44656, 50000)"
44,84.01,"(89.564, 44782, 50000)"
45,85.06,"(90.054, 45027, 50000)"
46,84.26,"(90.16, 45080, 50000)"
47,83.93,"(90.404, 45202, 50000)"
48,84.97,"(90.66, 45330, 50000)"
49,84.97,"(91.062, 45531, 50000)"
50,85.0,"(91.092, 45546, 50000)"
51,83.42,"(91.182, 45591, 50000)"
52,86.6,"(91.766, 45883, 50000)"
53,86.14,"(91.868, 45934, 50000)"
54,84.44,"(92.288, 46144, 50000)"
55,85.52,"(92.402, 46201, 50000)"
56,87.22,"(92.63, 46315, 50000)"
57,88.06,"(92.912, 46456, 50000)"
58,87.48,"(93.11, 46555, 50000)"
59,87.9,"(93.32, 46660, 50000)"
60,84.12,"(93.636, 46818, 50000)"
61,88.83,"(93.81, 46905, 50000)"
62,87.77,"(94.284, 47142, 50000)"
63,88.44,"(94.63, 47315, 50000)"
64,86.53,"(94.91, 47455, 50000)"
65,87.34,"(94.756, 47378, 50000)"
66,89.04,"(95.344, 47672, 50000)"
67,90.35,"(95.534, 47767, 50000)"
68,89.61,"(96.096, 48048, 50000)"
69,90.18,"(96.07, 48035, 50000)"
70,90.94,"(96.438, 48219, 50000)"
71,90.94,"(96.856, 48428, 50000)"
72,90.43,"(97.048, 48524, 50000)"
73,90.99,"(97.232, 48616, 50000)"
74,91.01,"(97.65, 48825, 50000)"
75,91.76,"(97.65, 48825, 50000)"
76,91.28,"(98.218, 49109, 50000)"
77,91.99,"(98.274, 49137, 50000)"
78,92.11,"(98.704, 49352, 50000)"
79,92.55,"(98.976, 49488, 50000)"
80,91.87,"(99.064, 49532, 50000)"
81,93.22,"(99.26, 49630, 50000)"
82,93.15,"(99.53, 49765, 50000)"
83,93.13,"(99.556, 49778, 50000)"
84,93.32,"(99.71, 49855, 50000)"
85,93.6,"(99.728, 49864, 50000)"
86,94.01,"(99.81, 49905, 50000)"
87,93.89,"(99.852, 49926, 50000)"
88,93.89,"(99.886, 49943, 50000)"
89,94.01,"(99.92, 49960, 50000)"
90,94.18,"(99.94, 49970, 50000)"
91,94.16,"(99.906, 49953, 50000)"
92,94.18,"(99.928, 49964, 50000)"
93,94.26,"(99.928, 49964, 50000)"
94,94.24,"(99.952, 49976, 50000)"
95,94.42,"(99.952, 49976, 50000)"
96,94.3,"(99.966, 49983, 50000)"
97,94.38,"(99.97, 49985, 50000)"
98,94.4,"(99.966, 49983, 50000)"
99,94.46,"(99.956, 49978, 50000)"
