Epoch,test accuracy,training accuracy
0,58.94,"(47.478, 23739, 50000)"
1,67.79,"(65.582, 32791, 50000)"
2,74.76,"(72.902, 36451, 50000)"
3,77.12,"(76.75, 38375, 50000)"
4,75.17,"(79.724, 39862, 50000)"
5,81.28,"(81.714, 40857, 50000)"
6,83.04,"(83.418, 41709, 50000)"
7,82.99,"(84.714, 42357, 50000)"
8,81.63,"(85.85, 42925, 50000)"
9,84.66,"(86.764, 43382, 50000)"
10,84.42,"(87.376, 43688, 50000)"
11,83.82,"(88.502, 44251, 50000)"
12,86.4,"(89.192, 44596, 50000)"
13,84.31,"(89.666, 44833, 50000)"
14,85.97,"(90.198, 45099, 50000)"
15,84.6,"(90.972, 45486, 50000)"
16,86.55,"(91.028, 45514, 50000)"
17,86.84,"(91.694, 45847, 50000)"
18,86.89,"(92.226, 46113, 50000)"
19,88.35,"(92.178, 46089, 50000)"
20,87.71,"(93.092, 46546, 50000)"
21,87.63,"(93.174, 46587, 50000)"
22,88.21,"(93.404, 46702, 50000)"
23,88.32,"(93.736, 46868, 50000)"
24,88.64,"(94.076, 47038, 50000)"
25,87.51,"(94.408, 47204, 50000)"
26,88.51,"(94.812, 47406, 50000)"
27,88.19,"(94.956, 47478, 50000)"
28,87.74,"(95.164, 47582, 50000)"
29,87.94,"(95.422, 47711, 50000)"
30,89.05,"(95.69, 47845, 50000)"
31,88.76,"(95.918, 47959, 50000)"
32,88.65,"(96.032, 48016, 50000)"
33,88.18,"(96.254, 48127, 50000)"
34,88.53,"(96.646, 48323, 50000)"
35,88.9,"(96.39, 48195, 50000)"
36,88.83,"(96.722, 48361, 50000)"
37,89.7,"(96.858, 48429, 50000)"
38,90.3,"(97.332, 48666, 50000)"
39,89.48,"(97.2, 48600, 50000)"
40,89.92,"(97.212, 48606, 50000)"
41,90.24,"(97.464, 48732, 50000)"
42,89.88,"(97.576, 48788, 50000)"
43,89.71,"(97.9, 48950, 50000)"
44,89.58,"(97.792, 48896, 50000)"
45,89.79,"(97.962, 48981, 50000)"
46,89.93,"(98.206, 49103, 50000)"
47,90.28,"(98.334, 49167, 50000)"
48,89.97,"(98.166, 49083, 50000)"
49,90.66,"(98.47, 49235, 50000)"
50,90.57,"(98.518, 49259, 50000)"
51,90.71,"(98.66, 49330, 50000)"
52,90.55,"(98.784, 49392, 50000)"
53,90.33,"(98.762, 49381, 50000)"
54,90.61,"(98.904, 49452, 50000)"
55,90.71,"(98.938, 49469, 50000)"
56,91.0,"(99.036, 49518, 50000)"
57,90.98,"(99.188, 49594, 50000)"
58,90.81,"(99.346, 49673, 50000)"
59,91.03,"(99.298, 49649, 50000)"
60,91.05,"(99.292, 49646, 50000)"
61,91.36,"(99.382, 49691, 50000)"
62,91.09,"(99.564, 49782, 50000)"
63,91.46,"(99.596, 49798, 50000)"
64,91.36,"(99.648, 49824, 50000)"
65,91.2,"(99.558, 49779, 50000)"
66,91.4,"(99.608, 49804, 50000)"
67,91.18,"(99.688, 49844, 50000)"
68,91.41,"(99.68, 49840, 50000)"
69,91.79,"(99.682, 49841, 50000)"
70,91.8,"(99.794, 49897, 50000)"
71,91.77,"(99.79, 49895, 50000)"
72,92.02,"(99.79, 49895, 50000)"
73,91.81,"(99.772, 49886, 50000)"
74,91.92,"(99.826, 49913, 50000)"
75,91.79,"(99.832, 49916, 50000)"
76,92.05,"(99.872, 49936, 50000)"
77,91.72,"(99.85, 49925, 50000)"
78,91.93,"(99.884, 49942, 50000)"
79,92.02,"(99.872, 49936, 50000)"
80,91.97,"(99.916, 49958, 50000)"
81,92.02,"(99.946, 49973, 50000)"
82,92.06,"(99.902, 49951, 50000)"
83,92.06,"(99.948, 49974, 50000)"
84,92.04,"(99.93, 49965, 50000)"
85,92.11,"(99.93, 49965, 50000)"
86,92.15,"(99.958, 49979, 50000)"
87,92.16,"(99.948, 49974, 50000)"
88,92.1,"(99.962, 49981, 50000)"
89,92.2,"(99.974, 49987, 50000)"
90,92.23,"(99.97, 49985, 50000)"
91,92.24,"(99.966, 49983, 50000)"
92,92.2,"(99.96, 49980, 50000)"
93,92.15,"(99.968, 49984, 50000)"
94,92.27,"(99.966, 49983, 50000)"
95,92.26,"(99.958, 49979, 50000)"
96,92.18,"(99.97, 49985, 50000)"
97,92.27,"(99.954, 49977, 50000)"
98,92.23,"(99.956, 49978, 50000)"
99,92.25,"(99.962, 49981, 50000)"
