Epoch,test accuracy,training accuracy
0,47.53,"(36.686, 18343, 50000)"
1,59.33,"(57.234, 28617, 50000)"
2,66.24,"(66.106, 33053, 50000)"
3,71.99,"(71.792, 35896, 50000)"
4,74.26,"(76.558, 38279, 50000)"
5,77.28,"(79.282, 39641, 50000)"
6,79.2,"(81.72, 40860, 50000)"
7,81.9,"(83.462, 41731, 50000)"
8,81.88,"(85.006, 42503, 50000)"
9,82.42,"(86.11, 43055, 50000)"
10,81.98,"(87.152, 43576, 50000)"
11,86.08,"(88.17, 44085, 50000)"
12,83.28,"(88.752, 44376, 50000)"
13,83.27,"(89.484, 44742, 50000)"
14,86.17,"(90.154, 45077, 50000)"
15,86.03,"(90.762, 45381, 50000)"
16,83.56,"(91.262, 45631, 50000)"
17,85.23,"(91.874, 45937, 50000)"
18,86.54,"(92.326, 46163, 50000)"
19,87.7,"(92.48, 46240, 50000)"
20,87.71,"(92.944, 46472, 50000)"
21,88.03,"(93.232, 46616, 50000)"
22,88.86,"(93.698, 46849, 50000)"
23,87.66,"(93.92, 46960, 50000)"
24,87.97,"(94.374, 47187, 50000)"
25,87.71,"(94.452, 47226, 50000)"
26,89.3,"(94.722, 47361, 50000)"
27,87.09,"(94.912, 47456, 50000)"
28,88.39,"(95.286, 47643, 50000)"
29,90.15,"(95.458, 47729, 50000)"
30,89.77,"(95.726, 47863, 50000)"
31,89.08,"(95.854, 47927, 50000)"
32,89.86,"(96.096, 48048, 50000)"
33,88.9,"(96.392, 48196, 50000)"
34,89.46,"(96.444, 48222, 50000)"
35,90.14,"(96.74, 48370, 50000)"
36,90.53,"(96.788, 48394, 50000)"
37,90.19,"(96.924, 48462, 50000)"
38,90.93,"(97.09, 48545, 50000)"
39,89.38,"(97.18, 48590, 50000)"
40,90.5,"(97.528, 48764, 50000)"
41,90.07,"(97.596, 48798, 50000)"
42,90.59,"(97.66, 48830, 50000)"
43,90.11,"(97.632, 48816, 50000)"
44,90.33,"(97.948, 48974, 50000)"
45,91.08,"(98.176, 49088, 50000)"
46,90.59,"(98.284, 49142, 50000)"
47,90.27,"(98.296, 49148, 50000)"
48,90.88,"(98.446, 49223, 50000)"
49,91.63,"(98.432, 49216, 50000)"
50,91.74,"(98.586, 49293, 50000)"
51,92.09,"(98.702, 49351, 50000)"
52,91.84,"(98.87, 49435, 50000)"
53,92.23,"(98.858, 49429, 50000)"
54,92.16,"(98.984, 49492, 50000)"
55,91.85,"(99.228, 49614, 50000)"
56,92.18,"(99.152, 49576, 50000)"
57,91.86,"(99.132, 49566, 50000)"
58,92.13,"(99.362, 49681, 50000)"
59,92.32,"(99.486, 49743, 50000)"
60,92.83,"(99.486, 49743, 50000)"
61,92.72,"(99.586, 49793, 50000)"
62,92.75,"(99.62, 49810, 50000)"
63,92.83,"(99.68, 49840, 50000)"
64,93.03,"(99.776, 49888, 50000)"
65,93.2,"(99.84, 49920, 50000)"
66,93.31,"(99.81, 49905, 50000)"
67,93.41,"(99.85, 49925, 50000)"
68,93.23,"(99.884, 49942, 50000)"
69,93.51,"(99.88, 49940, 50000)"
70,93.64,"(99.896, 49948, 50000)"
71,93.67,"(99.936, 49968, 50000)"
72,93.88,"(99.928, 49964, 50000)"
73,93.62,"(99.956, 49978, 50000)"
74,93.8,"(99.956, 49978, 50000)"
75,93.85,"(99.954, 49977, 50000)"
76,93.66,"(99.952, 49976, 50000)"
77,93.71,"(99.954, 49977, 50000)"
78,93.89,"(99.982, 49991, 50000)"
79,93.85,"(99.978, 49989, 50000)"
80,93.89,"(99.98, 49990, 50000)"
81,93.96,"(99.982, 49991, 50000)"
82,93.96,"(99.988, 49994, 50000)"
83,93.89,"(99.992, 49996, 50000)"
84,94.06,"(99.978, 49989, 50000)"
85,94.04,"(99.986, 49993, 50000)"
86,94.0,"(99.988, 49994, 50000)"
87,94.12,"(99.986, 49993, 50000)"
88,94.0,"(99.996, 49998, 50000)"
89,93.98,"(99.986, 49993, 50000)"
90,94.02,"(99.986, 49993, 50000)"
91,94.05,"(99.99, 49995, 50000)"
92,94.02,"(99.984, 49992, 50000)"
93,94.02,"(99.986, 49993, 50000)"
94,94.1,"(99.98, 49990, 50000)"
95,94.04,"(99.996, 49998, 50000)"
96,94.05,"(99.99, 49995, 50000)"
97,94.11,"(99.996, 49998, 50000)"
98,94.02,"(99.992, 49996, 50000)"
99,94.03,"(99.996, 49998, 50000)"
