Epoch,test accuracy,training accuracy
0,25.02,"(19.776, 9888, 50000)"
1,30.46,"(28.938, 14469, 50000)"
2,38.81,"(35.02, 17510, 50000)"
3,46.84,"(40.512, 20256, 50000)"
4,48.49,"(45.206, 22603, 50000)"
5,53.54,"(49.654, 24827, 50000)"
6,53.47,"(53.474, 26737, 50000)"
7,58.46,"(56.36, 28180, 50000)"
8,57.05,"(58.646, 29323, 50000)"
9,62.8,"(59.872, 29936, 50000)"
10,59.5,"(61.528, 30764, 50000)"
11,62.9,"(62.924, 31462, 50000)"
12,66.92,"(64.876, 32438, 50000)"
13,68.08,"(67.152, 33576, 50000)"
14,66.35,"(68.41, 34205, 50000)"
15,69.25,"(69.172, 34586, 50000)"
16,67.01,"(70.346, 35173, 50000)"
17,69.08,"(71.33, 35665, 50000)"
18,72.16,"(72.018, 36009, 50000)"
19,66.59,"(72.416, 36208, 50000)"
20,71.46,"(73.428, 36714, 50000)"
21,71.98,"(73.654, 36827, 50000)"
22,73.5,"(74.484, 37242, 50000)"
23,74.02,"(74.484, 37242, 50000)"
24,71.65,"(74.958, 37479, 50000)"
25,73.07,"(75.502, 37751, 50000)"
26,73.36,"(75.776, 37888, 50000)"
27,74.8,"(75.886, 37943, 50000)"
28,75.03,"(76.258, 38129, 50000)"
29,73.27,"(76.562, 38281, 50000)"
30,74.65,"(76.474, 38237, 50000)"
31,70.49,"(77.138, 38569, 50000)"
32,76.12,"(77.384, 38692, 50000)"
33,74.42,"(77.242, 38621, 50000)"
34,77.75,"(77.84, 38920, 50000)"
35,75.97,"(77.986, 38993, 50000)"
36,76.23,"(78.332, 39166, 50000)"
37,78.92,"(78.72, 39360, 50000)"
38,76.94,"(79.082, 39541, 50000)"
39,77.6,"(79.264, 39632, 50000)"
40,78.36,"(79.606, 39803, 50000)"
41,78.71,"(79.84, 39920, 50000)"
42,77.93,"(79.948, 39974, 50000)"
43,78.36,"(80.586, 40293, 50000)"
44,77.02,"(80.646, 40323, 50000)"
45,81.02,"(80.676, 40338, 50000)"
46,76.32,"(81.346, 40673, 50000)"
47,76.06,"(81.438, 40719, 50000)"
48,77.24,"(81.502, 40751, 50000)"
49,80.27,"(81.728, 40864, 50000)"
50,78.48,"(82.33, 41165, 50000)"
51,80.1,"(82.524, 41262, 50000)"
52,78.76,"(82.636, 41318, 50000)"
53,79.58,"(82.832, 41416, 50000)"
54,79.96,"(83.354, 41677, 50000)"
55,79.19,"(83.618, 41809, 50000)"
56,82.45,"(83.96, 41980, 50000)"
57,81.97,"(84.036, 42018, 50000)"
58,81.54,"(84.484, 42242, 50000)"
59,83.98,"(84.906, 42453, 50000)"
60,81.38,"(84.936, 42468, 50000)"
61,82.33,"(85.596, 42798, 50000)"
62,81.6,"(85.708, 42854, 50000)"
63,82.47,"(85.962, 42981, 50000)"
64,80.99,"(86.394, 43197, 50000)"
65,82.98,"(86.728, 43364, 50000)"
66,84.28,"(86.968, 43484, 50000)"
67,85.5,"(87.504, 43752, 50000)"
68,83.7,"(87.722, 43861, 50000)"
69,85.27,"(88.102, 44051, 50000)"
70,85.84,"(88.412, 44206, 50000)"
71,84.47,"(88.79, 44395, 50000)"
72,85.94,"(89.114, 44557, 50000)"
73,85.5,"(89.498, 44749, 50000)"
74,85.65,"(89.888, 44944, 50000)"
75,85.81,"(90.486, 45243, 50000)"
76,86.62,"(90.696, 45348, 50000)"
77,86.76,"(91.13, 45565, 50000)"
78,86.71,"(91.56, 45780, 50000)"
79,86.97,"(92.152, 46076, 50000)"
80,87.53,"(92.552, 46276, 50000)"
81,86.91,"(92.982, 46491, 50000)"
82,87.5,"(93.368, 46684, 50000)"
83,88.08,"(93.772, 46886, 50000)"
84,88.25,"(94.228, 47114, 50000)"
85,88.22,"(94.892, 47446, 50000)"
86,88.65,"(95.0, 47500, 50000)"
87,89.11,"(95.496, 47748, 50000)"
88,89.02,"(95.848, 47924, 50000)"
89,89.14,"(96.202, 48101, 50000)"
90,89.42,"(96.614, 48307, 50000)"
91,89.42,"(96.83, 48415, 50000)"
92,89.33,"(97.158, 48579, 50000)"
93,89.48,"(97.308, 48654, 50000)"
94,89.45,"(97.442, 48721, 50000)"
95,89.7,"(97.694, 48847, 50000)"
96,89.59,"(97.728, 48864, 50000)"
97,89.6,"(97.852, 48926, 50000)"
98,89.69,"(97.946, 48973, 50000)"
99,89.6,"(97.848, 48924, 50000)"
