;Epoch;test_accuracy;train-saturation_features-0;train-saturation_features-4;train-saturation_features-8;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-31;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_classifier;eval-saturation_features-0;eval-saturation_features-4;eval-saturation_features-8;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-31;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_classifier
0;0;32.0;0.125;0.40625;0.4453125;0.4296875;0.03125;0.01953125;0.01953125;0.015625;0.001953125;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.00390625;0.3;0.125;0.375;0.421875;0.40625;0.03515625;0.0234375;0.01953125;0.01953125;0.001953125;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.005859375;0.00390625;0.2
1;1;41.94;0.125;0.453125;0.484375;0.5;0.0390625;0.01953125;0.015625;0.01171875;0.001953125;0.00390625;0.005859375;0.0078125;0.009765625;0.009765625;0.009765625;0.0078125;0.3;0.125;0.4375;0.46875;0.453125;0.0390625;0.01953125;0.01171875;0.01171875;0.001953125;0.00390625;0.005859375;0.0078125;0.0078125;0.009765625;0.0078125;0.005859375;0.3
2;2;46.48;0.140625;0.515625;0.546875;0.53125;0.0546875;0.0234375;0.01953125;0.015625;0.001953125;0.005859375;0.005859375;0.0078125;0.0078125;0.009765625;0.009765625;0.005859375;0.3;0.140625;0.515625;0.53125;0.4921875;0.0546875;0.0234375;0.015625;0.01171875;0.001953125;0.005859375;0.005859375;0.0078125;0.0078125;0.009765625;0.009765625;0.0078125;0.3
3;3;51.46;0.140625;0.53125;0.578125;0.59375;0.0703125;0.0234375;0.01953125;0.01953125;0.001953125;0.005859375;0.005859375;0.0078125;0.009765625;0.009765625;0.009765625;0.0078125;0.4;0.140625;0.53125;0.5625;0.5390625;0.0703125;0.0234375;0.01953125;0.015625;0.001953125;0.005859375;0.005859375;0.0078125;0.009765625;0.009765625;0.009765625;0.005859375;0.4
4;4;56.63;0.140625;0.578125;0.609375;0.625;0.08984375;0.02734375;0.01953125;0.01953125;0.001953125;0.005859375;0.005859375;0.0078125;0.0078125;0.009765625;0.009765625;0.0078125;0.4;0.140625;0.5625;0.5859375;0.5703125;0.078125;0.02734375;0.01953125;0.01953125;0.001953125;0.005859375;0.0078125;0.0078125;0.0078125;0.009765625;0.009765625;0.009765625;0.4
5;5;55.89;0.140625;0.59375;0.6171875;0.625;0.0859375;0.03515625;0.0234375;0.0234375;0.001953125;0.005859375;0.005859375;0.0078125;0.0078125;0.009765625;0.009765625;0.0078125;0.5;0.15625;0.59375;0.5859375;0.578125;0.0859375;0.0390625;0.0234375;0.01953125;0.001953125;0.005859375;0.0078125;0.0078125;0.0078125;0.009765625;0.009765625;0.0078125;0.5
6;6;64.86;0.140625;0.59375;0.609375;0.65625;0.109375;0.0390625;0.0234375;0.0234375;0.00390625;0.0078125;0.0078125;0.0078125;0.009765625;0.01171875;0.01171875;0.009765625;0.5;0.15625;0.609375;0.59375;0.609375;0.1015625;0.04296875;0.02734375;0.0234375;0.00390625;0.0078125;0.0078125;0.0078125;0.009765625;0.01171875;0.01171875;0.01171875;0.5
7;7;66.76;0.15625;0.625;0.640625;0.6796875;0.1171875;0.04296875;0.02734375;0.0234375;0.00390625;0.0078125;0.0078125;0.0078125;0.009765625;0.01171875;0.013671875;0.01171875;0.5;0.15625;0.640625;0.6171875;0.640625;0.10546875;0.046875;0.02734375;0.02734375;0.00390625;0.0078125;0.0078125;0.0078125;0.009765625;0.01171875;0.013671875;0.01171875;0.5
8;8;64.64;0.15625;0.640625;0.640625;0.6796875;0.125;0.046875;0.02734375;0.0234375;0.00390625;0.0078125;0.0078125;0.0078125;0.009765625;0.01171875;0.013671875;0.01171875;0.5;0.15625;0.640625;0.625;0.65625;0.1171875;0.05078125;0.03125;0.0234375;0.00390625;0.0078125;0.0078125;0.0078125;0.009765625;0.01171875;0.013671875;0.01171875;0.5
9;9;66.15;0.15625;0.65625;0.65625;0.6875;0.12890625;0.05078125;0.03125;0.02734375;0.00390625;0.0078125;0.005859375;0.0078125;0.009765625;0.01171875;0.01171875;0.01171875;0.5;0.15625;0.65625;0.625;0.671875;0.125;0.0546875;0.03125;0.02734375;0.00390625;0.0078125;0.0078125;0.0078125;0.009765625;0.01171875;0.013671875;0.01171875;0.5
10;10;70.16;0.15625;0.65625;0.6640625;0.7109375;0.13671875;0.05078125;0.03125;0.02734375;0.00390625;0.0078125;0.0078125;0.0078125;0.009765625;0.01171875;0.013671875;0.01171875;0.6;0.15625;0.65625;0.640625;0.6875;0.125;0.0546875;0.03125;0.02734375;0.00390625;0.0078125;0.0078125;0.0078125;0.009765625;0.01171875;0.013671875;0.013671875;0.5
