Epoch,test accuracy,training accuracy
0,36.59,"(26.502, 13251, 50000)"
1,46.33,"(43.04, 21520, 50000)"
2,51.14,"(53.856, 26928, 50000)"
3,54.55,"(61.084, 30542, 50000)"
4,52.98,"(65.778, 32889, 50000)"
5,62.09,"(69.446, 34723, 50000)"
6,64.31,"(71.602, 35801, 50000)"
7,68.57,"(72.68, 36340, 50000)"
8,64.98,"(73.84, 36920, 50000)"
9,68.43,"(75.176, 37588, 50000)"
10,61.94,"(75.586, 37793, 50000)"
11,66.2,"(76.02, 38010, 50000)"
12,74.47,"(76.518, 38259, 50000)"
13,70.95,"(77.088, 38544, 50000)"
14,69.74,"(77.634, 38817, 50000)"
15,65.99,"(77.814, 38907, 50000)"
16,74.64,"(78.292, 39146, 50000)"
17,72.11,"(78.504, 39252, 50000)"
18,66.69,"(78.934, 39467, 50000)"
19,68.22,"(79.148, 39574, 50000)"
20,66.4,"(79.236, 39618, 50000)"
21,68.74,"(79.456, 39728, 50000)"
22,75.3,"(80.434, 40217, 50000)"
23,79.06,"(80.102, 40051, 50000)"
24,76.8,"(80.898, 40449, 50000)"
25,66.4,"(81.068, 40534, 50000)"
26,76.94,"(81.104, 40552, 50000)"
27,73.05,"(81.522, 40761, 50000)"
28,73.24,"(81.6, 40800, 50000)"
29,73.36,"(81.894, 40947, 50000)"
30,75.07,"(82.354, 41177, 50000)"
31,78.35,"(82.454, 41227, 50000)"
32,72.64,"(82.676, 41338, 50000)"
33,75.51,"(82.36, 41180, 50000)"
34,75.67,"(82.826, 41413, 50000)"
35,77.23,"(83.008, 41504, 50000)"
36,74.63,"(83.18, 41590, 50000)"
37,76.56,"(83.61, 41805, 50000)"
38,75.76,"(83.664, 41832, 50000)"
39,76.69,"(83.638, 41819, 50000)"
40,69.2,"(84.594, 42297, 50000)"
41,64.14,"(84.814, 42407, 50000)"
42,79.61,"(84.398, 42199, 50000)"
43,77.2,"(84.97, 42485, 50000)"
44,75.7,"(85.396, 42698, 50000)"
45,80.84,"(85.678, 42839, 50000)"
46,80.54,"(85.932, 42966, 50000)"
47,75.09,"(85.956, 42978, 50000)"
48,81.04,"(86.176, 43088, 50000)"
49,79.5,"(86.292, 43146, 50000)"
50,83.59,"(86.954, 43477, 50000)"
51,81.82,"(86.978, 43489, 50000)"
52,80.08,"(87.482, 43741, 50000)"
53,81.42,"(87.642, 43821, 50000)"
54,84.84,"(88.076, 44038, 50000)"
55,80.71,"(88.298, 44149, 50000)"
56,83.81,"(88.478, 44239, 50000)"
57,83.63,"(88.834, 44417, 50000)"
58,85.7,"(89.086, 44543, 50000)"
59,82.87,"(89.448, 44724, 50000)"
60,81.22,"(89.498, 44749, 50000)"
61,81.18,"(90.194, 45097, 50000)"
62,86.0,"(90.342, 45171, 50000)"
63,82.57,"(90.5, 45250, 50000)"
64,83.65,"(90.892, 45446, 50000)"
65,86.63,"(91.402, 45701, 50000)"
66,87.42,"(91.618, 45809, 50000)"
67,85.33,"(91.914, 45957, 50000)"
68,85.95,"(92.394, 46197, 50000)"
69,87.33,"(92.514, 46257, 50000)"
70,87.96,"(93.16, 46580, 50000)"
71,86.97,"(93.48, 46740, 50000)"
72,88.57,"(93.69, 46845, 50000)"
73,87.68,"(94.244, 47122, 50000)"
74,89.26,"(94.676, 47338, 50000)"
75,88.98,"(94.864, 47432, 50000)"
76,89.57,"(95.12, 47560, 50000)"
77,89.45,"(95.672, 47836, 50000)"
78,90.23,"(95.942, 47971, 50000)"
79,90.14,"(96.208, 48104, 50000)"
80,89.98,"(96.788, 48394, 50000)"
81,91.12,"(97.18, 48590, 50000)"
82,90.91,"(97.584, 48792, 50000)"
83,91.36,"(97.928, 48964, 50000)"
84,91.19,"(97.996, 48998, 50000)"
85,91.85,"(98.414, 49207, 50000)"
86,92.08,"(98.624, 49312, 50000)"
87,92.33,"(99.082, 49541, 50000)"
88,92.21,"(99.226, 49613, 50000)"
89,92.85,"(99.326, 49663, 50000)"
90,92.67,"(99.414, 49707, 50000)"
91,92.76,"(99.552, 49776, 50000)"
92,93.03,"(99.606, 49803, 50000)"
93,93.0,"(99.71, 49855, 50000)"
94,93.23,"(99.77, 49885, 50000)"
95,93.22,"(99.77, 49885, 50000)"
96,93.01,"(99.818, 49909, 50000)"
97,93.19,"(99.834, 49917, 50000)"
98,93.21,"(99.84, 49920, 50000)"
99,93.17,"(99.818, 49909, 50000)"
