Epoch,test accuracy,training accuracy
0,14.09,"(14.484, 7242, 50000)"
1,26.5,"(21.882, 10941, 50000)"
2,35.54,"(27.998, 13999, 50000)"
3,38.77,"(34.352, 17176, 50000)"
4,43.1,"(39.916, 19958, 50000)"
5,46.26,"(44.318, 22159, 50000)"
6,49.15,"(48.19, 24095, 50000)"
7,44.7,"(52.334, 26167, 50000)"
8,50.88,"(54.626, 27313, 50000)"
9,50.38,"(57.366, 28683, 50000)"
10,55.14,"(58.942, 29471, 50000)"
11,55.13,"(60.924, 30462, 50000)"
12,60.04,"(61.954, 30977, 50000)"
13,57.78,"(63.848, 31924, 50000)"
14,56.5,"(64.354, 32177, 50000)"
15,66.65,"(65.676, 32838, 50000)"
16,67.75,"(66.636, 33318, 50000)"
17,61.93,"(67.278, 33639, 50000)"
18,63.97,"(68.194, 34097, 50000)"
19,66.99,"(68.658, 34329, 50000)"
20,67.78,"(69.686, 34843, 50000)"
21,67.62,"(69.528, 34764, 50000)"
22,71.76,"(70.61, 35305, 50000)"
23,70.48,"(70.756, 35378, 50000)"
24,66.72,"(71.35, 35675, 50000)"
25,70.73,"(71.546, 35773, 50000)"
26,66.48,"(71.944, 35972, 50000)"
27,67.64,"(72.08, 36040, 50000)"
28,70.18,"(72.336, 36168, 50000)"
29,65.35,"(72.758, 36379, 50000)"
30,72.14,"(73.1, 36550, 50000)"
31,69.87,"(73.24, 36620, 50000)"
32,67.51,"(74.01, 37005, 50000)"
33,64.38,"(73.84, 36920, 50000)"
34,68.0,"(73.718, 36859, 50000)"
35,72.28,"(74.538, 37269, 50000)"
36,70.09,"(74.608, 37304, 50000)"
37,72.36,"(74.752, 37376, 50000)"
38,74.11,"(75.224, 37612, 50000)"
39,73.3,"(75.62, 37810, 50000)"
40,75.94,"(75.664, 37832, 50000)"
41,71.78,"(76.108, 38054, 50000)"
42,68.32,"(76.368, 38184, 50000)"
43,74.7,"(76.566, 38283, 50000)"
44,74.89,"(76.756, 38378, 50000)"
45,68.29,"(77.134, 38567, 50000)"
46,75.0,"(76.996, 38498, 50000)"
47,75.5,"(77.532, 38766, 50000)"
48,73.66,"(77.912, 38956, 50000)"
49,75.2,"(77.814, 38907, 50000)"
50,73.07,"(78.606, 39303, 50000)"
51,77.26,"(78.748, 39374, 50000)"
52,74.72,"(78.84, 39420, 50000)"
53,74.92,"(79.042, 39521, 50000)"
54,77.79,"(79.198, 39599, 50000)"
55,73.58,"(79.906, 39953, 50000)"
56,76.49,"(80.178, 40089, 50000)"
57,78.44,"(80.388, 40194, 50000)"
58,76.26,"(80.75, 40375, 50000)"
59,78.34,"(81.36, 40680, 50000)"
60,78.11,"(81.316, 40658, 50000)"
61,80.77,"(81.794, 40897, 50000)"
62,78.51,"(82.138, 41069, 50000)"
63,81.23,"(82.574, 41287, 50000)"
64,80.19,"(83.15, 41575, 50000)"
65,78.57,"(83.336, 41668, 50000)"
66,81.47,"(83.346, 41673, 50000)"
67,81.68,"(83.674, 41837, 50000)"
68,82.01,"(84.21, 42105, 50000)"
69,81.51,"(84.8, 42400, 50000)"
70,83.51,"(84.86, 42430, 50000)"
71,80.99,"(85.566, 42783, 50000)"
72,83.11,"(85.95, 42975, 50000)"
73,84.1,"(86.322, 43161, 50000)"
74,83.33,"(86.596, 43298, 50000)"
75,83.89,"(87.122, 43561, 50000)"
76,83.88,"(87.608, 43804, 50000)"
77,84.49,"(88.168, 44084, 50000)"
78,84.96,"(88.422, 44211, 50000)"
79,85.29,"(88.836, 44418, 50000)"
80,84.63,"(89.502, 44751, 50000)"
81,86.11,"(89.68, 44840, 50000)"
82,86.37,"(90.274, 45137, 50000)"
83,86.15,"(90.79, 45395, 50000)"
84,86.24,"(91.436, 45718, 50000)"
85,86.59,"(91.834, 45917, 50000)"
86,87.65,"(92.556, 46278, 50000)"
87,87.55,"(92.758, 46379, 50000)"
88,87.82,"(93.328, 46664, 50000)"
89,87.91,"(93.82, 46910, 50000)"
90,88.12,"(94.238, 47119, 50000)"
91,88.66,"(94.872, 47436, 50000)"
92,88.35,"(95.14, 47570, 50000)"
93,88.53,"(95.364, 47682, 50000)"
94,88.58,"(95.964, 47982, 50000)"
95,88.58,"(96.106, 48053, 50000)"
96,88.9,"(96.04, 48020, 50000)"
97,88.76,"(96.274, 48137, 50000)"
98,88.92,"(96.428, 48214, 50000)"
99,88.8,"(96.504, 48252, 50000)"
